ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,1,0,0,0,0,0,0,0
MARSEILLE,THIERS,46,9,9,1,7,1,2,0
AMIENS,THUILLIER,5,3,1,0,1,0,0,0
BESANCON,VICTOR HUGO,20,5,4,0,4,0,3,0
BORDEAUX,GUSTAVE EIFFEL,1,0,0,0,0,0,0,0
BORDEAUX,MICHEL MONTAIGNE,39,6,3,1,2,1,1,1
PAU,LOUIS BARTHOU,1,0,0,0,0,0,0,0
CAEN,MALHERBE,15,3,1,0,1,0,0,0
CLERMONT-FERRAND,BLAISE PASCAL,15,2,3,0,2,0,2,0
DIJON,CARNOT,24,3,4,0,2,0,0,0
ANNECY,BERTHOLLET,1,0,0,0,0,0,0,0
GRENOBLE,CHAMPOLLION,25,3,4,0,3,0,2,0
VALENCE,CAMILLE VERNET,1,1,0,0,0,0,0,0
DUNKERQUE,JEAN BART,1,0,0,0,0,0,0,0
LILLE,FAIDHERBE,26,7,8,2,2,0,0,0
VALENCIENNES,HENRI WALLON,23,3,3,0,2,0,2,0
LIMOGES,GAY LUSSAC,2,0,0,0,0,0,0,0
LYON,AUX LAZARISTES,23,5,0,0,0,0,0,0
LYON,LE PARC,94,8,21,1,15,1,9,1
LYON,LA MARTINIERE,17,5,1,1,1,1,0,0
SAINT-ETIENNE,FAURIEL,10,2,1,1,1,1,1,1
MONTPELLIER,JOFFRE,34,4,4,0,3,0,1,0
NIMES,ALPHONSE DAUDET,4,1,0,0,0,0,0,0
PERPIGNAN,F. ARAGO,2,0,0,0,0,0,0,0
EPINAL,C. GELLEE,4,0,1,0,0,0,0,0
METZ,FABERT,15,0,5,0,1,0,0,0
NANCY,HENRI POINCARE,34,4,7,0,4,0,2,0
LA FLECHE,PRYTANEE MILITAIRE,29,2,2,0,2,0,1,0
LE MANS,MONTESQUIEU,1,0,0,0,0,0,0,0
NANTES,GEORGES CLEMENCEAU,41,5,8,2,3,0,3,0
NANTES,SAINT STANISLAS,1,0,0,0,0,0,0,0
NICE,MASSENA,41,5,9,1,6,0,5,0
TOULON,DUMONT D'URVILLE,2,0,0,0,0,0,0,0
VALBONNE,CENTRE INTERNATIONAL,7,0,2,0,1,0,1,0
CHARTRES,MARCEAU,1,0,0,0,0,0,0,0
ORLEANS,POTHIER,21,5,6,0,6,0,3,0
TOURS,DESCARTES,21,4,1,0,0,0,0,0
ANTONY,SAINTE MARIE,3,1,0,0,0,0,0,0
ENGHIEN LES BAINS,GUSTAVE MONOD,1,0,0,0,0,0,0,0
LE RAINCY,ALBERT SCHWEITZER,7,0,0,0,0,0,0,0
MELUN,JACQUES AMYOT,1,0,0,0,0,0,0,0
NEUILLY SUR SEINE,PASTEUR,43,7,3,0,2,0,2,0
ORSAY,BLAISE PASCAL,16,3,3,0,1,0,1,0
PARIS 04,CHARLEMAGNE,42,9,8,1,6,1,4,1
PARIS 05,HENRI IV,88,15,39,5,36,5,29,4
PARIS 05,LOUIS LE GRAND,171,36,56,7,44,6,31,4
PARIS 06,STANISLAS,39,0,5,0,2,0,1,0
PARIS 06,FENELON,24,2,1,0,1,0,0,0
PARIS 06,SAINT LOUIS,126,31,23,1,15,1,13,1
PARIS 08,CHAPTAL,20,1,4,0,2,0,2,0
PARIS 08,SAINTE MARIE FENELON,16,2,1,0,0,0,0,0
PARIS 09,CONDORCET,42,12,7,0,5,0,3,0
PARIS 09,JACQUES DECOUR,1,0,0,0,0,0,0,0
PARIS 13,ENCPB,7,1,0,0,0,0,0,0
PARIS 15,BUFFON,9,4,0,0,0,0,0,0
PARIS 16,CLAUDE BERNARD,2,0,0,0,0,0,0,0
PARIS 16,JANSON DE SAILLY,57,10,7,0,4,0,4,0
SAINT-DENIS,PAUL ELUARD,3,0,0,0,0,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,2,0,0,0,0,0,0,0
SCEAUX,LAKANAL,6,1,0,0,0,0,0,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,1,0,0,0,0,0,0,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,27,4,5,0,4,0,3,0
VANVES,MICHELET,2,1,0,0,0,0,0,0
VERSAILLES,SAINTE GENEVIEVE,84,17,20,3,19,3,17,3
VERSAILLES,HOCHE,55,10,23,3,18,2,15,2
POITIERS,CAMILLE GUERIN,5,0,1,0,0,0,0,0
REIMS,G. CLEMENCEAU,6,1,4,1,2,1,1,0
BREST,KERICHEN,5,2,1,1,0,0,0,0
BREST,NAVAL,1,1,0,0,0,0,0,0
RENNES,CHATEAUBRIAND,21,4,5,0,5,0,3,0
LE HAVRE,FRANCOIS 1ER,2,0,0,0,0,0,0,0
ROUEN,CORNEILLE,25,9,6,2,4,1,3,0
MULHOUSE,A. SCHWEITZER,6,1,1,0,0,0,0,0
STRASBOURG,KLEBER,42,6,13,2,8,0,6,0
TOULOUSE,BELLEVUE,2,0,0,0,0,0,0,0
TOULOUSE,PIERRE DE FERMAT,44,6,14,0,10,0,8,0
CLERMONT-FERRAND,GODEFROY DE BOUILLON,1,0,0,0,0,0,0,0
MONTBONNOT,PUPILLES DE L'AIR,5,0,0,0,0,0,0,0
TUNIS,I.P.E.I.T,1,0,0,0,0,0,0,0
STRASBOURG,ORT FRANCE,1,0,0,0,0,0,0,0
MARSEILLE,NOTRE DAME DE SION,2,0,0,0,0,0,0,0
PARIS 04,IPESUP,1,0,0,0,0,0,0,0
EVRY,DU PARC DES LOGES,3,0,1,0,0,0,0,0
