ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
JARVILLE,LA MALGRANGE,1,0,0,0,0,0,0,0
AUTUN,LYCEE MILITAIRE,1,0,0,0,0,0,0,0
ORLEANS,SAINT CHARLES,1,1,0,0,0,0,0,0
NIMES,E. D'ALZON,1,0,0,0,0,0,0,0
TUNIS,IPEST,11,0,6,0,4,0,4,0
BEYROUTH,ECOLE SUP. D'INGENIEURS,2,0,0,0,0,0,0,0
CASABLANCA,MOHAMED V,36,5,5,0,3,0,3,0
MARRAKECH,IBNOU TAIMIYA,15,2,1,0,0,0,0,0
RABAT,MOULAY YOUSSEF,21,4,2,1,2,1,2,1
FES,MOULAY IDRISS,8,0,2,0,0,0,0,0
AGADIR,REDA SLAOUI,12,1,0,0,0,0,0,0
TANGER,CENTRE PEDAGOGIQUE REGION,4,0,0,0,0,0,0,0
BRESSUIRE,SAINT JOSEPH,1,0,0,0,0,0,0,0
OUJDA,OMAR BEN ABDELAZIZ,6,0,0,0,0,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,2,0,0,0,0,0,0,0
POINTE A PITRE,BAIMBRIDGE,1,0,0,0,0,0,0,0
RABAT,AL KHAWARIZMI,1,0,0,0,0,0,0,0
CASABLANCA,AL MIZA,2,0,0,0,0,0,0,0
MEKNES,OMAR IBN EL KHATTAB,10,2,0,0,0,0,0,0
CASABLANCA,LYCEE LA RESIDENCE,2,0,0,0,0,0,0,0
RABAT,AL HASSANIA,3,0,0,0,0,0,0,0
