ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
AMIENS,Lycée Louis Thuillier (0800009A),28,19,18,11,11,4,4,2
AMILLY,Lycée Le Chesnoy - Les Barres (0450094H),16,9,5,2,5,2,0,0
Angers,Lycée Angers le Fresne (0490946M),14,9,12,7,9,5,2,1
Arras,Lycée Robespierre (0620006V),14,7,8,2,6,2,3,0
Auzeville Tolosane,Lycée Toulouse Auzeville (0311262D),14,8,11,5,4,2,0,0
Bordeaux,Lycée Michel Montaigne (0330021U),30,20,18,10,11,4,1,0
Caen,Lycée Malherbe (0140013N),50,30,35,19,19,12,8,4
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),21,12,17,11,10,6,1,1
Dijon,Lycée Carnot (0210015C),16,11,14,9,7,5,2,1
Douai,Lycée Albert Chatelet (0590063Y),14,9,9,4,6,3,1,0
Fontainebleau,Lycée François 1er (0770927P),4,2,3,2,2,2,2,2
Grenoble,Lycée Champollion (0380027Y),48,35,31,23,20,13,4,2
La Mulatière,Lycée Assomption Bellevue (0690539L),24,20,12,8,9,5,4,2
Le Raincy,Lycée Albert Schweitzer (0930830X),28,21,9,7,5,4,1,0
Le Tampon,Lycée Roland Garros (9740002J),8,7,4,3,4,3,0,0
Lempdes,Lycée Marmilhat (0630984C),8,5,4,1,2,1,2,1
Lille,Lycée Faidherbe (0590119J),34,24,19,15,3,3,1,1
Lyon,Lycée du Parc (0690026D),39,34,32,28,17,16,3,3
Lyon,Lycée La Martinière Monplaisir (0692866R),25,16,15,9,4,3,0,0
Marseille,Lycée Thiers (0130040Y),71,48,47,29,29,15,7,3
Metz,Lycée Georges de La Tour (0572757M),18,6,11,3,10,2,8,2
Montpellier,Lycée Joffre (0340038G),19,14,16,11,7,3,3,0
Nancy,Lycée Henri Poincaré (0540038Y),30,16,27,13,21,10,12,7
Nantes,Externat des Enfants Nantais (0440160K),9,8,1,1,0,0,0,0
Nantes,Lycée Clémenceau (0440021J),12,9,10,7,9,6,2,1
Nice,Lycée Massena (0060030A),21,19,20,19,18,17,3,3
Orléans,Lycée Pothier (0450049J),14,11,12,9,10,7,2,1
Paris 5e,Lycée Henri IV (0750654D),18,14,16,13,5,3,0,0
Paris 6e,Lycée Fénelon (0750660K),32,30,24,22,8,8,5,5
Paris 6e,Lycée Saint-Louis (0750658H),40,30,37,27,25,17,1,0
Paris 8e,Lycée Chaptal (0750663N),52,41,30,24,22,17,7,5
Paris 13e,ENCPB (0750685M),27,19,16,13,11,8,4,3
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),7,4,3,1,2,0,1,0
Paris 16e,Lycée Janson de Sailly (0750699C),51,33,42,24,22,11,5,2
Paris 16e,Lycée Jean-Baptiste Say (0750700D),20,20,16,16,12,12,2,2
Pau,Lycée Louis Barthou (0640055M),26,15,8,4,6,4,1,0
Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),27,20,3,3,2,2,0,0
Poitiers,Lycée Camille Guérin (0860035W),38,25,20,10,15,7,4,2
Reims,Lycée Clémenceau (0510031G),39,26,15,8,12,7,2,2
Rennes,Lycée Chateaubriand (0350710G),62,40,47,30,26,17,7,3
Rouen,Lycée Pierre Corneille (0760090K),26,15,20,11,6,3,2,0
Saint-Etienne,Lycée Claude Fauriel (0420041S),19,13,14,9,9,4,3,0
Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),90,63,50,32,27,18,6,5
Sceaux,Lycée Lakanal (0920145H),53,39,35,26,12,10,5,4
Strasbourg,Lycée Jean Rostand (0670084C),19,12,13,8,10,6,6,4
Toulouse,Lycée Ozenne (0310047H),30,25,21,17,17,14,6,3
Toulouse,Lycée Pierre de Fermat (0310036W),30,17,26,14,14,6,5,3
Tours,Lycée Descartes (0370035M),5,2,5,2,2,0,2,0
Versailles,Lycée Hoche (0782562L),27,19,23,17,14,9,7,4
Versailles,Lycée Sainte Geneviève (0783053V),34,22,34,22,14,9,0,0
