ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
NANTES,GEORGES CLEMENCEAU,61,21,24,5,23,5,5,1
NANTES,SAINT STANISLAS,13,4,2,1,2,1,2,1
SAINT-NAZAIRE,ARISTIDE BRIAND,3,0,1,0,1,0,0,0
NICE,MASSENA,20,4,12,2,10,1,2,1
TOULON,DUMONT D'URVILLE,14,4,1,0,1,0,1,0
VALBONNE,CENTRE INTERNATIONAL,17,7,2,0,2,0,0,0
BOURGES,ALAIN FOURNIER,1,0,0,0,0,0,0,0
CHARTRES,MARCEAU,1,0,0,0,0,0,0,0
ORLEANS,POTHIER,19,5,8,3,4,1,1,0
TOURS,DESCARTES,36,4,14,3,13,3,7,0
ANTONY,SAINTE MARIE,28,10,6,3,5,2,1,1
ENGHIEN LES BAINS,GUSTAVE MONOD,5,0,0,0,0,0,0,0
FONTAINEBLEAU,FRANCOIS 1ER,8,1,1,0,1,0,0,0
LE RAINCY,ALBERT SCHWEITZER,14,6,4,2,4,2,1,0
MELUN,JACQUES AMYOT,4,3,1,1,0,0,0,0
NEUILLY SUR SEINE,PASTEUR,62,13,34,7,29,7,9,2
ORSAY,BLAISE PASCAL,34,11,19,4,19,4,8,1
PARIS 03,TURGOT,31,7,3,0,2,0,0,0
PARIS 04,CHARLEMAGNE,77,28,34,7,26,7,4,0
PARIS 05,HENRI IV,46,9,39,6,38,6,5,2
PARIS 05,LAVOISIER,21,9,1,1,0,0,0,0
PARIS 05,LOUIS LE GRAND,129,40,111,37,104,35,39,17
PARIS 06,STANISLAS,37,3,26,2,26,2,14,1
PARIS 06,FENELON,40,13,16,4,15,3,4,1
PARIS 06,SAINT LOUIS,187,72,92,34,79,30,29,11
PARIS 08,CHAPTAL,60,17,30,10,24,10,11,4
PARIS 08,SAINTE MARIE FENELON,24,4,4,1,3,1,2,1
PARIS 09,CONDORCET,25,6,1,0,1,0,1,0
PARIS 09,JACQUES DECOUR,29,6,9,0,8,0,4,0
PARIS 13,ENCPB,6,0,0,0,0,0,0,0
PARIS 15,BUFFON,27,7,7,1,4,0,1,0
PARIS 15,OURANIA,14,2,8,0,5,0,2,0
PARIS 15,FRESNEL,4,0,0,0,0,0,0,0
PARIS 16,JANSON DE SAILLY,107,28,41,5,35,5,11,1
PARIS 17,CARNOT,9,3,0,0,0,0,0,0
PARIS 17,HONORE DE BALZAC,12,5,1,0,0,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,15,6,5,1,5,1,4,1
SCEAUX,LAKANAL,50,15,17,3,12,3,5,1
ST GERMAIN EN LAYE,JEANNE D'ALBRET,6,1,1,0,1,0,0,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,37,11,19,4,17,4,10,3
VANVES,MICHELET,20,8,5,0,5,0,2,0
VERSAILLES,SAINTE GENEVIEVE,128,30,119,26,113,25,31,8
VERSAILLES,HOCHE,65,16,45,8,41,8,14,2
LA ROCHELLE,J. DAUTET,3,1,0,0,0,0,0,0
POITIERS,CAMILLE GUERIN,20,3,5,1,2,0,1,0
REIMS,FRANKLIN ROOSEVELT,12,2,2,0,1,0,1,0
TROYES,CHRESTIEN DE TROYES,1,1,0,0,0,0,0,0
BREST,KERICHEN,14,4,2,2,1,1,0,0
LORIENT,DUPUY DE LOME,1,0,0,0,0,0,0,0
RENNES,CHATEAUBRIAND,68,16,23,4,20,4,10,2
SAINT-BRIEUC,RABELAIS,11,6,0,0,0,0,0,0
EVREUX,ARISTIDE BRIAND,3,0,0,0,0,0,0,0
LE HAVRE,FRANCOIS 1ER,13,5,3,0,3,0,1,0
ROUEN,CORNEILLE,62,17,23,3,22,3,5,0
MULHOUSE,A. SCHWEITZER,7,1,1,0,1,0,0,0
STRASBOURG,KLEBER,67,18,21,2,18,1,5,0
TOULOUSE,BELLEVUE,30,6,13,2,10,1,1,0
TOULOUSE,DEODAT DE SEVERAC,15,3,3,0,3,0,3,0
BALMA,SALIEGE,57,14,11,2,8,2,1,0
TOULOUSE,PIERRE DE FERMAT,59,15,32,8,31,8,14,3
CAEN,SAINTE MARIE,4,0,0,0,0,0,0,0
AVIGNON,SAINT JOSEPH,5,1,1,0,1,0,1,0
TUNIS,I.P.E.I.T,2,0,0,0,0,0,0,0
RENNES,ASSOMPTION,9,1,1,0,1,0,0,0
ALBI,LAPEROUSE,4,1,1,0,1,0,0,0
PERIGUEUX,BERTRAN-DE-BORN,1,0,0,0,0,0,0,0
SAINT-QUENTIN,PIERRE DE LA RAMEE,3,0,0,0,0,0,0,0
PARIS 04,IPESUP,17,3,12,3,9,2,5,2
LYON,JEAN PERRIN,11,4,1,0,1,0,0,0
JARVILLE,LA MALGRANGE,2,1,0,0,0,0,0,0
PARIS 15,URANIE,17,2,0,0,0,0,0,0
TARBES,THEOPHILE GAUTIER,3,0,0,0,0,0,0,0
QUIMPER,LYCEE BRIZEUX,10,3,2,0,1,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,1,0,0,0,0,0,0,0
FORT DE FRANCE,DE BELLEVUE,2,2,1,1,1,1,1,1
POINTE A PITRE,BAIMBRIDGE,1,0,0,0,0,0,0,0
