ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,49,17,18,3,14,1,3,0
MARSEILLE,THIERS,71,18,40,5,31,5,11,2
SALON DE PROVENCE,L'EMPERI,2,1,0,0,0,0,0,0
AMIENS,THUILLIER,6,3,0,0,0,0,0,0
COMPIEGNE,PIERRE D'AILLY,6,2,2,1,2,1,0,0
BELFORT,CONDORCET,3,1,0,0,0,0,0,0
BESANCON,VICTOR HUGO,31,10,10,2,9,2,4,2
BAYONNE,RENE CASSIN,11,2,5,0,4,0,0,0
BORDEAUX,CAMILLE JULLIAN,14,3,4,0,1,0,1,0
BORDEAUX,MICHEL MONTAIGNE,44,13,17,2,14,2,4,0
PAU,LOUIS BARTHOU,42,17,9,3,6,1,2,0
CAEN,VICTOR HUGO,43,14,8,2,6,2,3,1
CLERMONT-FERRAND,BLAISE PASCAL,38,11,7,1,7,1,2,0
DIJON,CARNOT,37,6,9,3,8,2,5,1
ANNECY,BERTHOLLET,38,12,10,3,9,3,4,1
GRENOBLE,CHAMPOLLION,58,21,19,4,16,3,2,0
VALENCE,CAMILLE VERNET,1,0,0,0,0,0,0,0
ARRAS,ROBESPIERRE,16,5,2,0,1,0,0,0
DOUAI,A. CHATELET,11,4,1,0,0,0,0,0
DUNKERQUE,JEAN BART,2,0,0,0,0,0,0,0
LENS,CONDORCET,1,0,0,0,0,0,0,0
LILLE,FAIDHERBE,60,15,17,3,13,1,4,0
TOURCOING,GAMBETTA,7,2,0,0,0,0,0,0
VALENCIENNES,HENRI WALLON,52,6,29,1,23,0,7,0
LIMOGES,GAY LUSSAC,24,5,8,1,6,1,2,0
BOURG EN BRESSE,LALANDE,7,3,0,0,0,0,0,0
LYON,AUX LAZARISTES,34,7,16,2,16,2,4,0
LYON,LE PARC,121,32,80,18,64,16,14,2
LYON,LA MARTINIERE,42,19,11,6,9,4,3,1
SAINT-ETIENNE,FAURIEL,38,14,5,1,5,1,1,0
MONTPELLIER,JOFFRE,43,13,18,5,16,4,4,1
NIMES,ALPHONSE DAUDET,4,2,0,0,0,0,0,0
PERPIGNAN,F. ARAGO,6,1,0,0,0,0,0,0
METZ,FABERT,34,7,15,4,12,2,5,0
NANCY,HENRI POINCARE,57,13,18,5,15,4,2,1
ANGERS,HENRI BERGSON,7,3,1,0,1,0,1,0
LA FLECHE,PRYTANEE MILITAIRE,1,0,0,0,0,0,0,0
LE MANS,MONTESQUIEU,30,4,18,1,16,1,10,1
