ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,37,11,34,11,22,7,3,3
VANVES,MICHELET,18,7,15,6,11,5,4,2
VERSAILLES,SAINTE GENEVIEVE,129,31,127,31,64,19,5,4
VERSAILLES,HOCHE,61,16,58,16,50,15,11,5
LA ROCHELLE,J. DAUTET,21,7,15,6,9,5,7,4
POITIERS,CAMILLE GUERIN,34,10,29,9,25,8,17,5
REIMS,FRANKLIN ROOSEVELT,78,31,55,25,42,18,28,15
TROYES,CHRESTIEN DE TROYES,9,2,8,1,7,1,3,0
BREST,KERICHEN,45,15,35,11,30,10,20,7
BREST,SAINTE ANNE,20,8,3,0,2,0,2,0
LORIENT,DUPUY DE LOME,13,2,9,1,7,1,4,1
RENNES,CHATEAUBRIAND,83,23,73,19,58,16,31,11
SAINT-BRIEUC,RABELAIS,16,8,16,8,14,8,8,4
EVREUX,ARISTIDE BRIAND,25,7,8,4,6,3,3,1
LE HAVRE,FRANCOIS 1ER,28,10,20,7,16,6,9,4
ROUEN,CORNEILLE,71,21,64,19,59,19,26,7
MULHOUSE,A. SCHWEITZER,19,4,12,2,11,2,6,1
STRASBOURG,KLEBER,103,34,85,29,73,27,35,14
TOULOUSE,BELLEVUE,39,13,37,11,34,10,13,4
TOULOUSE,DEODAT DE SEVERAC,26,9,21,8,21,8,10,4
BALMA,SALIEGE,86,18,67,13,59,13,29,7
TOULOUSE,PIERRE DE FERMAT,60,18,53,15,43,13,17,6
MONTBONNOT,PUPILLES DE L'AIR,13,4,11,3,6,1,1,0
CAEN,SAINTE MARIE,16,3,3,1,2,1,0,0
AVIGNON,SAINT JOSEPH,27,4,12,2,9,1,5,1
TUNIS,I.P.E.I.T,5,2,1,0,1,0,1,0
RENNES,ASSOMPTION,19,4,13,2,10,2,5,0
ALBI,LAPEROUSE,19,6,9,3,8,3,4,2
PERIGUEUX,BERTRAN-DE-BORN,9,3,4,0,1,0,0,0
SAINT-QUENTIN,PIERRE DE LA RAMEE,16,2,2,0,1,0,1,0
PARIS 04,IPESUP,17,3,16,3,13,3,4,1
LYON,JEAN PERRIN,19,7,11,3,10,3,6,3
JARVILLE,LA MALGRANGE,2,0,1,0,0,0,0,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,25,2,11,1,9,1,4,1
ORLEANS,SAINT CHARLES,3,0,0,0,0,0,0,0
PARIS 15,URANIE,20,3,13,2,11,2,1,0
TARBES,THEOPHILE GAUTIER,26,11,5,3,5,3,3,1
TUNIS,IPEST,31,15,29,14,24,10,10,4
QUIMPER,LYCEE BRIZEUX,27,11,14,3,10,3,6,3
SAINTE CLOTILDE,LECONTE DE LISLE,19,6,5,2,4,1,1,1
FORT DE FRANCE,DE BELLEVUE,29,14,4,2,3,2,0,0
POINTE A PITRE,BAIMBRIDGE,20,12,7,5,5,3,2,1
MONASTIR,I.P.E.I,3,1,0,0,0,0,0,0
