ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
COMPIEGNE,PIERRE D'AILLY,7,2,2,1,2,1,0,0
DIJON,CARNOT,71,15,32,6,30,6,10,3
DOUAI,A. CHATELET,5,1,0,0,0,0,0,0
DUNKERQUE,JEAN BART,14,5,4,2,2,1,0,0
ENGHIEN LES BAINS,GUSTAVE MONOD,18,2,5,1,3,1,0,0
EPINAL,C. GELLEE,10,2,8,1,8,1,5,1
EVRY,DU PARC DES LOGES,15,2,2,0,2,0,0,0
FES,MOULAY IDRISS,26,4,9,1,9,1,2,1
FONTAINEBLEAU,FRANCOIS 1ER,11,3,1,0,1,0,0,0
FORBACH,JEAN MOULIN,10,1,1,0,1,0,0,0
FORT DE FRANCE,DE BELLEVUE,12,3,2,0,2,0,0,0
GRENOBLE,CHAMPOLLION,63,19,41,12,38,11,14,5
JARVILLE,LA MALGRANGE,9,2,2,1,1,1,0,0
LA FLECHE,PRYTANEE MILITAIRE,27,5,19,4,16,4,5,1
LA ROCHE SUR YON,SAINT JOSEPH,4,0,0,0,0,0,0,0
LA ROCHELLE,J. DAUTET,12,3,2,1,0,0,0,0
LA TRONCHE,ITEC- BOISFLEURY,9,1,2,0,2,0,1,0
LE HAVRE,FRANCOIS 1ER,11,0,2,0,2,0,1,0
LE MANS,MONTESQUIEU,6,0,1,0,1,0,0,0
LE RAINCY,ALBERT SCHWEITZER,37,6,11,1,9,0,2,0
LENS,CONDORCET,6,1,0,0,0,0,0,0
LILLE,FAIDHERBE,91,27,54,10,50,9,15,1
LIMOGES,GAY LUSSAC,24,5,9,0,9,0,2,0
LORIENT,DUPUY DE LOME,11,2,1,0,1,0,0,0
LYON,AUX LAZARISTES,40,10,30,8,29,8,3,0
LYON,INSTITUT DES CHARTRX,10,1,1,0,1,0,0,0
LYON,JEAN PERRIN,13,1,2,0,2,0,0,0
LYON,LA MARTINIERE,62,8,32,3,22,2,7,0
LYON,LE PARC,134,33,108,24,103,24,31,11
MANTES-LA-JOLIE,SAINT-EXUPERY,6,1,0,0,0,0,0,0
MARRAKECH,IBNOU TAIMIYA,41,9,9,3,9,3,9,3
MARSEILLE,NOTRE DAME DE SION,12,5,3,2,1,1,0,0
MARSEILLE,THIERS,103,33,74,24,70,22,14,4
MAUBEUGE,NOTRE DAME DE GRACE,6,1,0,0,0,0,0,0
MEKNES,OMAR IBN EL KHATTAB,32,8,5,3,4,3,3,3
MELUN,JACQUES AMYOT,18,3,5,1,5,1,1,0
METZ,FABERT,50,10,29,6,26,6,4,3
MONASTIR,I.P.E.I,1,0,0,0,0,0,0,0
MONTBONNOT,PUPILLES DE L'AIR,3,2,1,0,1,0,1,0
MONTPELLIER,JOFFRE,75,11,29,2,26,2,7,0
MONTPELLIER,LA MERCI,16,4,2,0,0,0,0,0
MULHOUSE,A. SCHWEITZER,50,11,6,1,6,1,0,0
NABEUL,IPEIN,1,0,0,0,0,0,0,0
NANCY,HENRI POINCARE,57,11,47,8,45,8,12,2
NANTES,GEORGES CLEMENCEAU,63,12,42,5,41,5,9,1
NANTES,SAINT STANISLAS,23,5,10,3,10,3,6,1
NEUILLY SUR SEINE,PASTEUR,72,14,59,11,57,11,15,4
NICE,MASSENA,69,13,40,5,37,5,7,3
NIMES,ALPHONSE DAUDET,26,11,8,4,6,4,3,3
NIMES,E. D'ALZON,14,2,1,0,1,0,1,0
ORLEANS,POTHIER,62,16,32,5,27,5,7,1
ORLEANS,SAINT CHARLES,7,1,0,0,0,0,0,0
ORSAY,BLAISE PASCAL,34,8,14,5,13,5,4,0
OUJDA,OMAR BEN ABDELAZIZ,24,3,1,0,1,0,1,0
PARIS 04,CHARLEMAGNE,74,12,58,9,53,9,16,4
PARIS 05,HENRI IV,88,17,82,16,78,16,13,5
PARIS 05,LOUIS LE GRAND,202,50,165,40,150,38,27,10
PARIS 06,FENELON,72,16,30,8,30,8,7,2
PARIS 06,SAINT LOUIS,189,60,115,32,107,28,32,12
PARIS 06,STANISLAS,92,9,68,6,64,5,22,1
PARIS 08,CHAPTAL,74,20,44,17,39,15,16,7
PARIS 08,SAINTE MARIE FENELON,46,7,16,2,15,2,3,0
PARIS 09,CONDORCET,74,15,51,6,48,6,12,2
PARIS 09,JACQUES DECOUR,34,3,4,0,3,0,1,0
PARIS 12,PAUL VALERY,14,2,1,1,0,0,0,0
PARIS 13,ENCPB,18,3,9,1,7,0,2,0
PARIS 15,BUFFON,32,6,16,2,15,2,4,1
PARIS 16,CLAUDE BERNARD,26,6,2,0,0,0,0,0
PARIS 16,JANSON DE SAILLY,155,37,95,19,89,19,28,6
PARIS 17,BESSIERES,1,1,0,0,0,0,0,0
PARIS 19,DIDEROT,1,0,0,0,0,0,0,0
PAU,LOUIS BARTHOU,25,2,9,0,8,0,2,0
PERPIGNAN,F. ARAGO,19,5,5,0,3,0,0,0
POINTE A PITRE,BAIMBRIDGE,24,7,1,1,0,0,0,0
POITIERS,CAMILLE GUERIN,44,6,17,4,15,3,0,0
PONTOISE,PISSARO,16,4,5,2,5,2,1,0
RABAT,AL HASSANIA,7,2,0,0,0,0,0,0
RABAT,AL KHAWARIZMI,12,3,0,0,0,0,0,0
RABAT,ENS de TAKADDOUM,1,0,0,0,0,0,0,0
RABAT,Ibn Al Ghazhi,1,0,0,0,0,0,0,0
RABAT,MOULAY YOUSSEF,75,25,20,5,16,4,6,0
REIMS,G. CLEMENCEAU,64,15,33,8,30,7,10,1
RENNES,CHATEAUBRIAND,83,18,58,15,57,15,14,5
ROUBAIX,SAINT REMI,25,6,3,1,3,1,0,0
ROUEN,CORNEILLE,70,9,56,5,52,4,11,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,75,13,49,6,45,5,7,1
SAINT-BRIEUC,RABELAIS,13,6,2,1,2,1,0,0
SAINT-BRIEUC,SAINT-CHARLES,4,1,0,0,0,0,0,0
SAINT-DENIS,PAUL ELUARD,4,0,0,0,0,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,22,8,9,3,7,3,3,1
SAINT-ETIENNE,FAURIEL,37,6,22,3,22,3,9,1
SAVIGNY SUR ORGE,J. B. COROT,10,1,6,0,4,0,0,0
SCEAUX,LAKANAL,28,10,16,6,15,6,3,0
SFAX,IPEIS,2,0,0,0,0,0,0,0
ST CYR L'ECOLE,LYCEE MILITAIRE,12,2,1,1,1,1,0,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,13,5,2,0,2,0,0,0
STRASBOURG,KLEBER,110,22,69,10,61,8,26,3
TANGER,CENTRE PEDAGOGIQUE REGION,12,0,1,0,1,0,1,0
TOULON,DUMONT D'URVILLE,14,5,3,0,3,0,0,0
TOULOUSE,BELLEVUE,30,7,15,2,13,1,5,0
TOULOUSE,PIERRE DE FERMAT,118,28,79,19,76,19,20,5
TOURS,DESCARTES,55,10,36,5,31,5,6,0
TROYES,CHRESTIEN DE TROYES,15,3,9,3,7,2,3,0
TUNIS,I.P.E.I.T,17,1,3,0,3,0,1,0
TUNIS,IPEST,89,22,63,11,61,11,26,4
VALBONNE,CENTRE INTERNATIONAL,15,3,9,1,9,1,3,0
VALENCE,CAMILLE VERNET,9,2,1,0,1,0,0,0
VALENCIENNES,HENRI WALLON,66,16,36,5,32,5,5,2
VANNES,LESAGE,21,7,4,1,4,1,0,0
VANVES,MICHELET,17,2,2,1,2,1,1,1
VERSAILLES,HOCHE,81,11,68,8,67,8,20,2
VERSAILLES,SAINTE GENEVIEVE,122,29,112,28,110,28,21,5
