ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AGADIR,REDA SLAOUI,17,0,2,0,2,0,2,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,17,0,1,0,0,0,0,0
AIX-EN-PROVENCE,PAUL CEZANNE,7,3,1,0,1,0,0,0
AMIENS,THUILLIER,21,6,6,1,4,0,1,0
ANGERS,HENRI BERGSON,14,2,2,0,1,0,0,0
ANGOULEME,GUEZ DE BALZAC,24,4,4,1,3,1,1,0
ANNECY,BERTHOLLET,32,6,15,1,13,1,5,1
ANTONY,SAINTE MARIE,25,1,4,0,4,0,1,0
ARRAS,ROBESPIERRE,12,6,3,1,3,1,0,0
AUTUN,LYCEE MILITAIRE,7,0,2,0,1,0,0,0
BENI-MELLAL,TECHNIQUE MOHAMED V,7,1,0,0,0,0,0,0
BESANCON,VICTOR HUGO,63,16,34,5,31,4,10,1
BEYROUTH,ECOLE SUP. D'INGENIEURS,7,2,3,1,2,0,0,0
BITCHE,SAINT AUGUSTIN,1,1,0,0,0,0,0,0
BLOIS,F. PH. DESSAIGNES,10,1,2,0,2,0,0,0
BORDEAUX,CAMILLE JULLIAN,22,9,11,3,9,2,2,0
BORDEAUX,MICHEL MONTAIGNE,102,28,58,16,52,14,23,7
BOULOGNE SUR MER,MARIETTE,7,2,4,0,4,0,0,0
BOURG EN BRESSE,LALANDE,15,2,3,0,3,0,1,0
BOURGES,ALAIN FOURNIER,7,2,0,0,0,0,0,0
BRESSUIRE,SAINT JOSEPH,6,2,0,0,0,0,0,0
BREST,KERICHEN,46,7,22,3,19,2,8,1
BREST,NAVAL,13,1,3,0,2,0,0,0
BREST,SAINTE ANNE,9,4,0,0,0,0,0,0
CAEN,MALHERBE,63,18,23,5,21,5,4,1
CASABLANCA,AL MIZA,2,0,0,0,0,0,0,0
CASABLANCA,ECO SUP GALILEE,2,0,0,0,0,0,0,0
CASABLANCA,LYCEE LA RESIDENCE,12,2,0,0,0,0,0,0
CASABLANCA,MOHAMED V,82,19,16,3,14,3,12,3
CHAMBERY,VAUGELAS,17,4,11,1,10,1,7,0
CHARTRES,MARCEAU,16,7,1,0,1,0,0,0
CHERBOURG,VICTOR GRIGNARD,18,2,9,0,8,0,2,0
CLERMONT-FERRAND,BLAISE PASCAL,60,11,35,2,32,2,14,2
CLERMONT-FERRAND,GODEFROY DE BOUILLON,12,1,3,0,2,0,1,0
CLERMONT-FERRAND,LA FAYETTE,8,0,1,0,1,0,0,0
