ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),31,6,19,4,7,0,4,0
Albi,Lycée Louis Rascol (0810004P),33,3,33,3,30,2,20,0
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),25,1,23,1,18,0,10,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),21,2,16,2,11,0,6,0
Aubervilliers,Lycée Le Corbusier (0930117X),20,1,12,1,6,0,1,0
Benguérir,LYDEX (L0081),30,12,27,9,25,7,5,2
Beni-Mellal,Lycée Technique Mohamed V (99929811),11,2,6,1,1,0,1,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),25,5,25,5,23,4,10,1
Cachan,Lycée Polyvalent de Cachan (0940580V),33,3,30,2,26,2,6,1
Cannes Cedex,Lycée Jules Ferry (0060014H),31,3,25,2,23,2,18,2
Chambéry,Lycée Monge (0730016W),35,3,30,2,21,1,14,1
Clermont-Ferrand,Lycée La Fayette (0630021F),18,2,14,2,6,1,3,0
Colmar,Lycée Blaise Pascal (0680010S),14,2,12,1,11,1,3,0
Corbeil-Essonnes,Lycée Robert Doisneau (0910620E),22,2,16,0,11,0,3,0
Dijon,Lycée Gustave Eiffel (0211033J),19,0,18,0,15,0,8,0
Fort-De-France,Lycée Joseph Gaillard (9720004X),22,4,2,0,1,0,0,0
Haguenau,Lycée Alphonse Heinrich (0671509B),21,1,10,0,5,0,1,0
La Rochelle,Lycée Léonce Vieljeux (0170029P),38,3,33,3,30,3,18,2
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),20,3,18,3,17,3,9,3
Lorient,Lycée Saint Joseph Lorient (0560181T),39,4,33,3,16,2,8,0
Lyon,Lycée aux Lazaristes (0690522T),35,2,32,2,28,2,8,0
Lyon,Lycée Edouard Branly (0690128P),36,3,33,3,27,2,13,1
Marseille,Lycée Antonin Artaud (0132733A),31,0,24,0,20,0,10,0
Meaux,Lycée Pierre de Coubertin (0770931U),15,1,12,1,8,1,4,0
Metz,Lycée Louis Vincent (0570058D),19,0,17,0,12,0,4,0
Mohammedia,Lycée Technique - Mohammadia (99927711),39,10,24,5,18,3,8,1
Montbéliard Cedex,Lycée Polyvalent Germaine TILLION (0251994G),24,3,17,2,15,2,6,0
Montceau-Les-Mines,Lycée Henri Parriat (0710054Y),15,0,12,0,11,0,6,0
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),11,0,10,0,7,0,6,0
Oujda,Lycée Omar Ibn Abdelaziz (99927611),17,0,12,0,6,0,6,0
Paris,Lycée Raspail (0750691U),39,4,34,4,25,3,12,0
Paris 6e,Lycée Saint-Nicolas (0754025T),21,4,19,2,18,2,5,1
Pau,Lycée Saint-Cricq (0640057P),36,4,30,4,23,4,14,3
Rueil-Malmaison,Lycée Richelieu (0920799U),27,0,23,0,22,0,5,0
Safi,Lycée Moulay Abdellah (99929411),42,10,35,10,25,6,21,4
Saint-Benoit,Lycée Amiral Pierre Bouvet (9740471U),21,3,18,3,15,2,6,0
Saint-Brieuc,Lycée Chaptal (0220058U),20,0,20,0,19,0,13,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),22,0,18,0,14,0,7,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),17,2,17,2,13,2,8,1
Saint-Orens-De-Gameville,Lycée Pierre-Paul Riquet (0312289V),29,3,26,3,20,3,9,1
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),23,0,19,0,18,0,8,0
Sale,Collège Selmane Al-Farissi (L0002),17,5,3,0,3,0,1,0
Sète,Lycée Irène et Frédéric Joliot Curie (0340076Y),13,0,12,0,7,0,2,0
Settat,Centre des classes préparatoires Settat (E0003),31,8,17,4,13,3,10,3
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),37,3,29,2,22,2,8,1
Toulon,Lycée Rouvière (0830056K),23,1,20,1,17,1,11,1
Tourcoing,Lycée Colbert (0590214M),18,3,13,2,9,1,9,1
Troyes,Lycée Les Lombards (0100025Y),18,3,14,3,9,2,2,1
Valenciennes,Lycée Du Hainaut (0590223X),27,1,19,1,8,0,4,0
Versailles,Lycée Jules Ferry (0782565P),25,2,24,2,24,2,8,0
