ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),2,0,1,0,1,0,0,0
Agadir,Lycée Reda Slaoui (99926811),58,16,14,5,13,5,3,1
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),23,4,13,1,6,1,1,1
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),11,4,7,3,3,1,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),22,1,7,0,5,0,3,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),17,5,9,1,4,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),28,3,18,2,14,0,4,0
Antony,Lycée Sainte Marie (0920904H),30,7,20,5,16,4,5,1
Arras,Lycée Robespierre (0620006V),6,1,0,0,0,0,0,0
Autun Cedex,Lycée Militaire National (0711064W),10,1,4,0,0,0,0,0
Benguérir,LYDEX (L0081),43,10,39,9,39,9,3,1
Beni-Mellal,DAY PREPAS (L0038),3,2,0,0,0,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),11,1,5,0,4,0,1,0
Besançon,Lycée Victor Hugo (0250007X),19,3,10,0,8,0,6,0
Beyrouth,Ecole Supérieure d'ingénieurs (99926311),7,3,0,0,0,0,0,0
Blois Cedex,Lycée Dessaignes (0410002E),8,1,0,0,0,0,0,0
Bordeaux Cedex,Institution Sainte Marie Grand Lebrun (0331503E),8,3,6,2,3,2,1,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),22,6,12,3,7,1,5,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),105,29,62,15,47,10,12,3
Bourg-En-Bresse,Lycée Lalande (0010013J),7,2,0,0,0,0,0,0
Bourges,Lycée Alain-Fournier (0180005H),5,0,0,0,0,0,0,0
Brest,Lycée Naval (0290063L),28,4,23,4,14,2,9,0
Brest,Lycée Sainte Anne (0290338K),8,3,2,0,2,0,1,0
Brest Cedex 2,Lycée de Kerichen (0290007A),38,6,24,3,17,3,7,1
Caen Cedex 4,Lycée Malherbe (0140013N),60,11,31,4,20,3,9,0
Cannes Cedex,Lycée Stanislas (0060673Z),9,6,3,1,3,1,1,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),34,11,0,0,0,0,0,0
Casablanca,ELBILIA SUP (99696011),4,0,1,0,1,0,0,0
Casablanca,ESG Prépas (E0005),11,2,1,0,1,0,0,0
Casablanca,ESTEM (E0004),2,0,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),19,6,0,0,0,0,0,0
Casablanca,Lycée Al Khansaa (3500050C),21,7,3,0,2,0,0,0
Casablanca,Lycée Mohamed V (99926411),58,25,13,6,12,6,2,0
Castres,Lycée Borde Basse (0810959C),18,3,11,1,6,1,2,0
Chambéry,Lycée Vaugelas (0730013T),10,3,4,0,3,0,1,0
