ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Amiens,Lycée Louis Thuillier (0800009A),19,10,19,10,8,2,5,1
Angers,LEGTA Angers le Fresne (0490946M),6,4,9,5,4,2,2,1
Arras,Lycée Robespierre (0620006V),5,2,1,1,0,0,0,0
Auzeville Tolosane,LEGTA Toulouse Auzeville (0311262D),2,1,3,1,3,1,1,1
Bordeaux,Lycée Michel Montaigne (0330021U),21,14,20,8,10,5,3,0
Caen,Lycée Malherbe (0140013N),20,15,28,23,19,15,9,7
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),14,9,10,7,5,3,2,1
Dijon,Lycée Carnot (0210015C),4,3,6,5,4,3,2,2
Douai,Lycée Albert Chatelet (0590063Y),4,1,4,1,4,1,2,0
Fontainebleau,Lycée Francois 1er (0770927P),6,2,5,1,4,0,1,0
Grenoble,Lycée Champollion (0380027Y),19,15,31,20,18,12,5,2
Le Raincy,Lycée Albert Schweitzer (0930830X),10,9,8,8,6,6,4,4
Le Tampon Cédex,Lycée Roland Garros (9740002J),5,3,2,1,1,1,0,0
Lempdes,Lycée Louis Pasteur (0630984C),2,0,5,2,3,1,1,0
Lille,Lycée Faidherbe (0590119J),9,5,9,8,8,7,3,3
Lyon,Lycée Assomption Bellevue (0690539L),7,6,10,6,7,3,5,3
Lyon,Lycée du Parc (0690026D),13,10,15,12,5,4,2,1
Lyon,Lycée La Martiniere Monplaisir (0692866R),4,1,5,1,4,0,1,0
Marseille,Lycée Thiers (0130040Y),57,42,56,42,30,21,6,4
Metz,Lycée Georges de La Tour (0572757M),12,9,15,10,9,6,3,3
Montargis,LEGTA Le Chesnoy - Les Barres (0450094H),10,6,3,1,3,1,1,0
Montpellier,Lycée Joffre (0340038G),6,4,5,3,4,2,0,0
Nancy,Lycée Henri Poincaré (0540038Y),24,15,30,23,17,11,5,2
Nantes,Externat des Enfants Nantais (0440160K),7,2,8,5,5,4,1,1
Nantes,Lycée Clémenceau (0440021J),9,6,9,5,7,4,3,2
Nice,Lycée Massena (0060030A),9,7,9,5,6,3,0,0
Orléans,Lycée Pothier (0450049J),9,5,17,10,6,4,1,0
Paris,Lycée Janson de Sailly (0750699C),23,14,35,22,23,14,4,2
Paris 5e,Lycée Henri IV (0750654D),11,6,14,8,10,4,1,0
Paris 6e,Lycée Fénelon (0750660K),13,11,20,18,13,11,1,0
Paris 6e,Lycée Saint-Louis (0750658H),23,14,35,24,20,13,4,2
Paris 8e,Lycée Chaptal (0750663N),27,17,26,17,17,11,7,1
Paris 13e,ENCPB (0750685M),19,12,16,11,11,6,1,0
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),11,6,9,7,2,1,1,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),14,8,17,9,12,7,1,0
Pau,Lycée Louis Barthou (0640055M),10,4,7,3,6,2,4,2
Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),9,4,6,4,4,2,1,0
Poitiers,Lycée Camille Guérin (0860035W),23,11,27,11,18,8,5,3
Reims,Lycée Clémenceau (0510031G),23,18,28,22,4,2,4,2
Rennes,Lycée Chateaubriand (0350710G),17,8,27,14,18,8,5,2
Rouen,Lycée Pierre Corneille (0760090K),8,6,11,8,9,7,1,1
Saint-Etienne,Lycée Claude Fauriel (0420041S),5,3,6,4,2,0,2,0
Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),19,12,24,15,15,8,3,1
Sceaux,Lycée Lakanal (0920145H),20,11,32,17,19,12,3,1
Strasbourg,Lycée Jean Rostand (0670084C),9,6,14,8,7,5,2,1
Strasbourg,ORT (0671636P),1,1,0,0,0,0,0,0
Toulouse,Lycée Ozenne (0310047H),17,13,19,13,15,9,6,3
Toulouse,Lycée Pierre de Fermat (0310036W),15,8,14,8,10,7,5,4
Tours,Lycée Descartes (0370035M),2,1,4,3,1,1,0,0
Versailles,Lycée Hoche (0782562L),16,10,27,16,13,8,2,1
Versailles,Lycée Sainte Geneviève (0783053V),28,15,36,19,8,4,1,0
