ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Militaire (0131596P),20,4,19,4,17,3,5,1
Aix-En-Provence,Lycée Vauvenargues (0130003H),46,11,45,11,41,10,21,7
Ajaccio,Lycée Laetitia Bonaparte (6200002H),7,1,5,1,5,1,2,0
Albi,Lycée Laperouse (0810006S),14,2,12,2,10,2,4,1
AMIENS,Lycée Louis Thuillier (0800009A),28,5,21,4,19,4,9,2
Angers,Lycée Henri Bergson (0491966W),36,7,31,7,28,7,8,4
Angers,Lycée Saint-Martin (0490824E),18,2,16,2,13,2,6,1
Annecy,Lycée Berthollet (0740003B),24,4,19,4,16,4,5,1
Arras,Lycée Robespierre (0620006V),24,6,15,1,12,1,3,0
Auxerre,Lycée Jacques Amyot (0890003V),18,2,9,1,7,1,5,1
Avignon,Lycée Frédéric Mistral (0840003X),42,11,31,9,25,6,14,5
Balma,Lycée Saliège (0312408Z),24,5,18,4,17,3,7,1
Belfort,Lycée Condorcet (0900002N),9,1,6,1,3,1,1,1
BESANCON,Lycée Victor Hugo (0250007X),43,11,33,10,29,9,8,3
Bitche,Lycée Saint Augustin (0570194B),1,0,1,0,0,0,0,0
Bordeaux,Lycée Gustave Eiffel (0330028B),66,7,56,7,51,6,11,1
Bordeaux,Lycée Michel Montaigne (0330021U),59,17,49,13,43,12,13,5
Brest,Lycée Naval (0290063L),11,1,5,1,2,0,0,0
Brest,Lycée Sainte Anne (0290338K),25,3,15,3,13,3,4,2
Brest,Lycée Vauban (0290012F),37,9,34,9,32,9,13,6
Caen,Lycée Victor Hugo (0142059M),45,10,29,6,27,6,6,4
Cannes,Lycée Stanislas (0060673Z),27,9,25,9,15,7,7,4
Casablanca,Etablissement El Bilia (99696011),10,2,4,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),20,5,13,4,5,2,3,2
Casablanca,Lycée Mohamed V (99926411),8,2,4,1,2,1,0,0
Chambéry,Lycée Vaugelas (0730013T),30,8,25,7,21,6,11,2
Champagne-Sur-Seine,Lycée La Fayette (0770920G),22,4,16,3,12,3,4,1
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),36,7,32,7,30,7,10,2
Clermont-Ferrand,Lycée La Fayette (0630021F),30,8,26,6,21,4,9,1
Dijon,Lycée Carnot (0210015C),22,3,19,3,16,3,2,1
Dijon,Lycée Gustave Eiffel (0211033J),45,13,39,11,35,11,12,2
Douai,Lycée Albert Chatelet (0590063Y),40,8,39,8,34,8,10,3
Dunkerque,Lycée Jean Bart (0590071G),25,5,23,4,17,4,11,2
EPINAY-SUR-SEINE,Lycée Jacques Feyder (0930120A),1,0,1,0,1,0,0,0
Evreux,Lycée Aristide Briand (0270016W),23,5,17,4,12,2,4,1
Fès,Lycée Moulay Idriss (99926711),7,3,1,1,0,0,0,0
Fort-De-France,Lycée Bellevue (9720003W),26,9,23,8,21,8,7,3
Grenoble,Lycée Champollion (0380027Y),63,12,51,9,45,8,14,3
La Flèche,Prytanée National Militaire (0720896H),19,3,14,2,9,1,2,0
La Rochelle,Lycée Jean Dautet (0170028N),31,7,11,2,9,2,4,1
Le Mans,Lycée Montesquieu (0720029R),36,7,31,6,24,5,13,2
Le Raincy,Lycée Albert Schweitzer (0930830X),34,9,28,8,25,6,17,4
Lens,Lycée Condorcet (0620108F),11,4,7,3,4,3,2,1
Lille,Lycée César Baggio (0590121L),51,6,36,3,23,2,15,2
Lille,Lycée Faidherbe (0590119J),23,5,18,5,18,5,1,0
Lille,Lycée privé Frédéric Ozanam (0593007Y),2,1,1,0,0,0,0,0
Limoges,Lycée Gay-Lussac (0870015U),28,8,27,8,18,6,2,1
Lorient,Lycée Dupuy De Lôme (0560025Y),34,8,29,8,26,7,7,2
Lyon,Institution des Chartreux (0690564N),8,0,3,0,2,0,2,0
Lyon,Lycée aux Lazaristes (0690522T),26,6,17,4,17,4,5,2
Lyon,Lycée du Parc (0690026D),17,4,14,3,12,2,3,0
Lyon,Lycée Jean Perrin (0690082P),41,13,40,12,38,10,17,4
Lyon,Lycée La Martinière Monplaisir (0692866R),59,10,52,10,45,9,18,3
Marrakech,CPGE privée Koutoubia-Prépas (99697011),4,1,0,0,0,0,0,0
Marrakech,Lycée Ibnou Taimiya (99926511),1,0,0,0,0,0,0,0
Marseille,Lycée Jean Perrin (0130053M),27,7,13,4,9,3,3,1
Marseille,Lycée Thiers (0130040Y),24,6,18,6,18,6,5,0
Meaux,Lycée Henri Moissan (0770930T),31,7,25,4,19,1,7,0
Metz,Lycée Fabert (0570054Z),32,4,23,4,20,4,3,1
Metz,Lycée Louis De Cormontaigne (0573227Y),12,4,10,4,9,4,3,1
Montpellier,Lycée Joffre (0340038G),68,28,56,26,52,24,19,10
Mulhouse,Lycée Albert Schweitzer (0680031P),19,3,14,3,12,3,6,1
Nabeul,IPEIN (99950811),6,0,2,0,1,0,1,0
Nancy,Lycée Henri Loritz (0540042C),89,11,77,10,68,9,14,3
Nantes,Lycée Clémenceau (0440021J),84,21,70,19,63,16,18,2
Nantes,Lycée Saint Stanislas (0440163N),35,6,26,5,23,5,12,3
Neuilly-Sur-Seine,Lycée Louis Pasteur (0920142E),36,10,29,8,28,8,10,3
Nice,Lycée Les Eucalyptus (0060075Z),36,5,31,4,26,4,12,2
Nice,Lycée Massena (0060030A),46,12,40,12,37,12,9,2
Nimes,Lycée Alphonse Daudet (0300021K),44,10,41,10,37,9,20,3
Nouméa,Lycée Jules Garnier (9830003L),10,4,10,4,10,4,1,1
Ollioules,Lycée Saint Joseph (0830098F),4,0,1,0,0,0,0,0
Orléans,Lycée Pothier (0450049J),76,19,53,14,48,14,22,6
Orsay,Lycée Blaise Pascal (0910626L),37,3,36,2,36,2,10,0
Paris,Lycée Jacques Decour (0750668U),82,12,68,11,62,11,26,5
