ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
QUIMPER,LYCEE BRIZEUX,19,4,4,2,3,1,1,1
REIMS,FRANKLIN ROOSEVELT,39,4,14,2,10,2,5,0
RENNES,ASSOMPTION,6,1,0,0,0,0,0,0
RENNES,CHATEAUBRIAND,67,16,45,10,40,8,8,1
RENNES,JOLIOT CURIE,31,9,18,7,17,6,4,2
ROUEN,CORNEILLE,33,4,16,2,16,2,3,1
SAINT MAUR LES FOSSES,D'ARSONVAL,31,6,11,1,8,1,3,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,42,8,37,6,35,6,16,4
SAINT-BRIEUC,RABELAIS,17,2,2,1,1,1,1,1
SAINT-DENIS,PAUL ELUARD,10,3,0,0,0,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,15,4,2,1,2,1,0,0
SAINT-ETIENNE,E. MIMARD,22,7,13,5,10,4,4,2
SCEAUX,LAKANAL,31,5,22,4,19,3,4,0
ST CYR L'ECOLE,LYCEE MILITAIRE,18,2,3,0,1,0,0,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,22,3,4,0,3,0,1,0
STRASBOURG,COUFFIGNAL,20,2,7,0,5,0,2,0
STRASBOURG,KLEBER,56,9,33,5,33,5,11,3
STRASBOURG,ORT FRANCE,20,5,5,0,4,0,1,0
TANGER,CENTRE PEDAGOGIQUE REGION,2,0,0,0,0,0,0,0
TOULON,DUMONT D'URVILLE,29,6,14,1,11,1,0,0
TOULOUSE,BELLEVUE,30,10,15,4,10,4,4,1
TOULOUSE,DEODAT DE SEVERAC,43,6,19,2,15,2,1,0
TOULOUSE,PIERRE DE FERMAT,47,13,43,12,43,12,8,3
TOURS,DESCARTES,30,5,22,4,20,4,2,0
TOURS,VAUCANSON,6,3,5,2,4,1,0,0
TROYES,CHRESTIEN DE TROYES,8,1,2,0,1,0,0,0
TUNIS,I.P.E.I.T,1,0,0,0,0,0,0,0
VALBONNE,CENTRE INTERNATIONAL,18,3,12,0,12,0,1,0
VALENCIENNES,HENRI WALLON,36,4,20,2,19,2,4,0
VANVES,MICHELET,25,4,12,0,9,0,3,0
VERSAILLES,HOCHE,36,8,35,8,33,8,7,2
VERSAILLES,JULES FERRY,21,7,12,3,11,3,0,0
VERSAILLES,SAINTE GENEVIEVE,47,11,47,11,47,11,11,4
VIERZON,HENRI BRISSON,7,1,2,0,1,0,1,0
