ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,LYCEE MILITAIRE,11,0,5,0,4,0,1,0
AIX-EN-PROVENCE,VAUVENARGUES,10,1,6,1,3,0,1,0
AJACCIO,LAETITIA BONAPARTE,3,0,0,0,0,0,0,0
AMIENS,THUILLIER,7,0,4,0,2,0,1,0
ANGERS,CHARLES DE FOUCAULD,15,1,9,1,7,1,3,1
ANGERS,HENRI BERGSON,13,1,4,0,4,0,0,0
ANNECY,BERTHOLLET,23,4,18,3,14,3,4,1
ARRAS,ROBESPIERRE,8,1,1,0,1,0,0,0
AUXERRE,JACQUES AMYOT,7,0,1,0,1,0,0,0
AVIGNON,FREDERIC MISTRAL,22,4,8,1,6,0,1,0
BALMA,SALIEGE,32,8,13,2,12,1,3,1
BELFORT,CONDORCET,1,0,1,0,1,0,1,0
BELFORT,RAOUL FOLLEREAU,2,0,0,0,0,0,0,0
BESANCON,VICTOR HUGO,29,6,8,2,7,1,3,0
BORDEAUX,GUSTAVE EIFFEL,52,7,19,2,19,2,7,0
BORDEAUX,MICHEL MONTAIGNE,46,14,36,12,33,12,12,6
BREST,LA CROIX ROUGE,2,0,0,0,0,0,0,0
BREST,NAVAL,19,2,4,2,2,1,0,0
BREST,SAINTE ANNE,11,1,1,0,1,0,0,0
BREST,VAUBAN,28,6,18,1,13,1,6,1
CAEN,SAINTE MARIE,3,0,1,0,1,0,0,0
CAEN,VICTOR HUGO,23,4,5,1,3,1,0,0
CASABLANCA,ECO SUP GALILEE,2,0,0,0,0,0,0,0
CASABLANCA,LYCEE LA RESIDENCE,1,0,0,0,0,0,0,0
CASABLANCA,MOHAMED V,6,2,0,0,0,0,0,0
CHAMBERY,VAUGELAS,1,1,0,0,0,0,0,0
CHAMPAGNE SUR SEINE,LA FAYETTE,24,6,6,0,3,0,0,0
CLERMONT-FERRAND,BLAISE PASCAL,30,5,17,4,16,4,3,1
CLERMONT-FERRAND,LA FAYETTE,23,2,7,0,6,0,0,0
DIJON,CARNOT,26,4,6,0,4,0,1,0
DIJON,GUSTAVE EIFFEL,17,1,4,0,2,0,0,0
DOUAI,A. CHATELET,40,8,27,4,22,4,8,3
DUNKERQUE,JEAN BART,5,3,2,1,2,1,1,0
EVREUX,ARISTIDE BRIAND,12,0,3,0,2,0,1,0
FORT DE FRANCE,DE BELLEVUE,7,3,0,0,0,0,0,0
GRENOBLE,CHAMPOLLION,65,12,36,7,31,7,8,2
LA FLECHE,PRYTANEE MILITAIRE,12,1,4,0,4,0,0,0
LA ROCHELLE,J. DAUTET,21,3,3,0,0,0,0,0
LE MANS,MONTESQUIEU,4,2,2,1,2,1,0,0
LE RAINCY,ALBERT SCHWEITZER,19,3,8,1,7,1,2,0
LILLE,CESAR BAGGIO,13,2,3,0,1,0,1,0
LILLE,FAIDHERBE,39,6,34,4,32,4,11,3
LILLE,OZANAM,1,0,0,0,0,0,0,0
LIMOGES,GAY LUSSAC,25,6,5,1,3,0,0,0
LIMOGES,TURGOT,1,0,0,0,0,0,0,0
LORIENT,DUPUY DE LOME,14,2,4,0,2,0,1,0
LYON,AUX LAZARISTES,39,6,28,4,24,3,7,0
LYON,JEAN PERRIN,24,2,4,1,3,1,0,0
LYON,LA MARTINIERE,69,12,44,4,40,4,16,1
LYON,LE PARC,42,5,38,5,36,5,14,3
MARRAKECH,IBNOU TAIMIYA,3,0,1,0,1,0,1,0
MARSEILLE,JEAN PERRIN,23,7,9,2,6,2,1,1
MARSEILLE,THIERS,42,7,41,7,38,5,6,1
MEAUX,LPEM.HENRI MOISSAN,8,2,0,0,0,0,0,0
METZ,FABERT,39,4,18,0,16,0,5,0
MONTBONNOT,PUPILLES DE L'AIR,7,1,0,0,0,0,0,0
MONTPELLIER,JOFFRE,83,11,44,3,37,2,9,0
MULHOUSE,A. SCHWEITZER,10,0,1,0,1,0,0,0
NANCY,LORITZ,52,8,18,2,17,2,4,0
NANTES,GEORGES CLEMENCEAU,105,28,79,22,76,21,40,13
NICE,LES EUCALYPTUS,5,3,0,0,0,0,0,0
NICE,MASSENA,33,6,23,3,19,2,2,0
NIMES,ALPHONSE DAUDET,29,9,4,2,2,0,1,0
NOUMEA,JULES GARNIER,11,6,8,6,8,6,1,0
ORLEANS,POTHIER,58,17,29,8,27,7,9,1
ORSAY,BLAISE PASCAL,35,5,22,2,22,2,1,0
PARIS 05,E.S.T.P.,1,0,0,0,0,0,0,0
PARIS 05,LOUIS LE GRAND,36,9,34,7,33,7,9,2
PARIS 06,SAINT LOUIS,127,30,108,26,100,24,31,13
PARIS 06,STANISLAS,41,2,30,2,29,2,3,0
PARIS 08,CHAPTAL,72,11,49,5,42,5,11,2
PARIS 08,SAINTE MARIE FENELON,39,4,31,4,25,4,0,0
PARIS 09,CONDORCET,37,13,32,11,32,11,7,1
PARIS 09,JACQUES DECOUR,65,22,24,9,22,9,5,3
PARIS 12,PAUL VALERY,10,4,6,2,5,2,1,1
PARIS 13,ENCPB,36,8,16,3,13,2,3,0
PARIS 14,RASPAIL,10,2,5,1,3,0,0,0
PARIS 15,BUFFON,46,12,11,2,10,2,3,1
PARIS 15,OURANIA,1,0,1,0,1,0,0,0
PARIS 15,URANIE,4,1,1,0,0,0,0,0
PARIS 16,CLAUDE BERNARD,16,3,2,0,1,0,1,0
PARIS 16,JANSON DE SAILLY,75,18,48,10,45,8,11,1
PARIS 16,JEAN BAPTISTE SAY,39,7,28,5,24,5,3,1
PAU,LOUIS BARTHOU,27,6,12,1,9,0,1,0
PERPIGNAN,F. ARAGO,21,5,4,0,4,0,1,0
POINTE A PITRE,BAIMBRIDGE,28,7,2,1,2,1,1,1
POITIERS,CAMILLE GUERIN,20,2,4,1,4,1,2,1
