ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,VAUVENARGUES,29,3,7,0,4,0,0,0
AVIGNON,P. DE GIRARD,10,0,0,0,0,0,0,0
MARSEILLE,JEAN PERRIN,47,3,9,0,7,0,1,0
NOGENT SUR OISE,MARIE CURIE,29,1,8,0,3,0,1,0
BELFORT,RAOUL FOLLEREAU,10,1,3,0,1,0,0,0
BESANCON,JULES HAAG,19,2,4,0,4,0,1,0
BORDEAUX,GUSTAVE EIFFEL,43,2,19,2,16,1,8,1
CAEN,DUMONT D'URVILLE,15,1,5,0,5,0,4,0
CHAMPIGNY,LANGEVIN-WALLON,7,2,0,0,0,0,0,0
MONTLUCON,PAUL CONSTANS,3,2,1,0,1,0,0,0
THIERS,TECHNIQUE D'ETAT,9,2,2,0,1,0,0,0
CHALONS SUR SAONE,NIEPCE,11,2,2,0,2,0,0,0
CLUNY,DE CLUNY "LA PRAT'S",14,2,3,0,2,0,0,0
DIJON,GUSTAVE EIFFEL,10,0,1,0,0,0,0,0
NEVERS,JULES RENARD,6,0,4,0,4,0,2,0
ARGONAY,LACHENAL,12,1,6,1,5,1,5,1
GRENOBLE,VAUCANSON,26,0,8,0,8,0,0,0
VOIRON,F. BUISSON,14,1,3,0,2,0,1,0
ARMENTIERES,GUSTAVE EIFFEL,27,4,3,0,3,0,0,0
DUNKERQUE,DE L'EUROPE,15,0,1,0,1,0,0,0
LILLE,CESAR BAGGIO,28,1,2,0,2,0,2,0
VALENCIENNES,DU HAINAUT,5,0,0,0,0,0,0,0
LIMOGES,TURGOT,16,1,4,1,3,1,1,0
LYON,LA MARTINIERE,56,5,21,0,19,0,7,0
SAINT-ETIENNE,E. MIMARD,9,1,0,0,0,0,0,0
MONTPELLIER,JEAN MERMOZ,18,2,8,0,8,0,3,0
NIMES,TECHNIQUE D'ETAT,14,1,3,0,2,0,1,0
METZ,LOUIS CORMONTAIGNE,5,0,1,0,1,0,0,0
NANCY,LORITZ,15,1,0,0,0,0,0,0
ANGERS,CHEVROLLIER,8,0,4,0,4,0,2,0
LE MANS,GABRIEL TOUCHARD,12,0,1,0,1,0,0,0
NANTES,EUGENE LIVET,51,4,18,2,16,1,9,0
NICE,LES EUCALYPTUS,37,0,3,0,2,0,0,0
TOULON,M. ROUVIERE,16,4,4,0,3,0,3,0
ORLEANS,B. FRANKLIN,17,0,5,0,3,0,1,0
VIERZON,HENRI BRISSON,1,0,0,0,0,0,0,0
AUBERVILLIERS,LE CORBUSIER,8,0,0,0,0,0,0,0
CACHAN,GUSTAVE EIFFEL,28,4,6,0,5,0,2,0
CHAMPAGNE SUR SEINE,LA FAYETTE,13,1,1,0,1,0,0,0
CLICHY,NEWTON - E.N.R.E.A.,16,1,0,0,0,0,0,0
MEAUX,PIERRE DE COUBERTIN,3,2,0,0,0,0,0,0
PARIS 08,CHAPTAL,41,2,5,0,5,0,1,0
PARIS 11,DORIAN,9,1,0,0,0,0,0,0
PARIS 11,VOLTAIRE,18,0,1,0,1,0,0,0
PARIS 14,RASPAIL,44,5,6,0,4,0,3,0
PARIS 16,JEAN BAPTISTE SAY,39,5,16,1,11,0,6,0
VERSAILLES,JULES FERRY,49,1,9,0,8,0,5,0
POITIERS,LOUIS ARMAND,10,1,1,0,1,0,1,0
CHALONS EN CHAMPAGNE,OEHMICHEN,5,0,0,0,0,0,0,0
REIMS,FRANKLIN ROOSEVELT,11,0,0,0,0,0,0,0
BREST,LA CROIX ROUGE,4,1,0,0,0,0,0,0
BREST,VAUBAN,20,3,3,0,1,0,0,0
RENNES,JOLIOT CURIE,21,0,5,0,2,0,2,0
VANNES,LESAGE,20,0,8,0,7,0,3,0
ROUEN,BLAISE PASCAL,10,0,1,0,1,0,0,0
STRASBOURG,COUFFIGNAL,23,1,4,0,4,0,1,0
TARBES,JEAN DUPUY,4,2,0,0,0,0,0,0
TOULOUSE,DEODAT DE SEVERAC,19,0,1,0,0,0,0,0
BAIE-MAHAULT,CHARLES COEFFIN,8,0,0,0,0,0,0,0
ANGERS,CHARLES DE FOUCAULD,10,1,2,0,2,0,2,0
LE HAVRE,ROBERT SCHUMAN,12,0,0,0,0,0,0,0
AJACCIO,LAETITIA BONAPARTE,7,3,0,0,0,0,0,0
NOUMEA,JULES GARNIER,4,2,1,0,1,0,0,0
MASSY,PARC DE VILGENIS,12,0,4,0,2,0,1,0
