ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Albi,Lycée Louis Rascol (0810004P),37,1,36,0,32,0,20,0
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),28,2,26,2,21,2,10,2
Amiens,Lycée Louis Thuillier (0800009A),16,2,13,1,7,0,6,0
Aubervilliers,Lycée Le Corbusier (0930117X),18,0,15,0,10,0,5,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),4,0,4,0,2,0,0,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),22,4,20,3,17,3,8,0
Cachan,Lycée Gustave Eiffel (0940111K),28,5,26,5,20,3,11,1
Chambéry,Lycée Monge (0730016W),29,1,25,0,19,0,11,0
Clermont-Ferrand,Lycée La Fayette (0630021F),31,3,22,2,14,1,8,0
Colmar,Lycée Blaise Pascal (0680010S),30,3,29,3,26,3,12,1
Dijon,Lycée Gustave Eiffel (0211033J),39,2,39,2,35,2,14,1
FORT-DE-FRANCE,Lycée Joseph Gaillard (9720004X),6,1,1,0,1,0,1,0
La Rochelle,Lycée Léonce Vieljeux (0170029P),36,0,30,0,28,0,15,0
Lille,Lycée César Baggio (0590121L),1,0,0,0,0,0,0,0
Lorient,Lycée Saint Joseph Lorient (0560181T),23,1,20,0,17,0,9,0
Lyon,Lycée aux Lazaristes (0690522T),26,2,21,1,14,1,4,0
Lyon,Lycée Edouard Branly (0690128P),33,1,30,1,26,1,9,0
Marseille,Lycée Antonin Artaud (0132733A),27,1,23,1,18,0,9,0
Metz,Lycée Louis Vincent (0570058D),32,3,26,3,20,2,8,1
Mohammedia,LNTA (99927711),12,1,4,0,1,0,0,0
Montbéliard,Lycée Viette (0250032Z),30,2,20,2,8,1,3,1
Nantes,Lycée Saint Stanislas (0440163N),7,0,4,0,4,0,3,0
Oujda,Lycée Omar Ben Abdelaziz (99927611),4,0,1,0,0,0,0,0
Paris,Lycée Raspail (0750691U),37,5,32,3,26,2,13,2
Pau,Lycée Saint-Cricq (0640057P),27,3,25,3,24,3,14,2
Rueil-Malmaison,Lycée Richelieu (0920799U),30,1,27,1,24,1,10,1
Safi,Lycée Technique Al Khawarizmi (99929411),8,1,3,0,0,0,0,0
Saint-Brieuc,Lycée Chaptal (0220058U),18,2,14,1,11,1,5,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),32,2,28,2,23,2,11,1
Saint-Orens-De-Gameville,Lycée Pierre-Paul Riquet (0312289V),24,1,23,1,19,1,13,1
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),29,0,24,0,20,0,6,0
Settat,Lycée Qualifiant Technique (E0003),9,2,5,2,1,0,0,0
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),23,0,19,0,16,0,7,0
Toulon,Lycée Rouvière (0830056K),23,2,20,1,16,1,10,1
Tourcoing,Lycée Colbert (0590214M),17,1,12,1,7,1,2,0
Troyes,Lycée Les Lombards (0100025Y),25,2,24,2,19,0,11,0
Valenciennes,Lycée Du Hainaut (0590223X),13,0,13,0,7,0,4,0
