ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),3,0,1,0,0,0,0,0
Aix-En-Provence,Lycée Vauvenargues (0130003H),53,12,48,11,39,10,16,5
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),18,4,15,4,14,4,4,1
Ajaccio,Lycée Laetitia Bonaparte (6200002H),7,3,7,3,6,3,2,1
Albi,Lycée Laperouse (0810006S),26,5,24,5,21,4,11,1
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),39,11,37,10,27,6,15,4
Angers,Lycée Saint-Martin (0490824E),22,3,20,3,17,3,9,2
Angers Cedex 01,Lycée Henri Bergson (0491966W),28,2,24,2,19,2,7,0
Annecy Cedex,Lycée Berthollet (0740003B),17,4,14,3,12,3,1,0
Annonay,Lycée Saint Denis (0071126L),12,1,12,1,11,1,7,1
Antony,Lycée Sainte Marie (0920904H),35,2,34,2,28,1,8,0
Argenteuil,Lycée Jean Jaurès (0950641F),23,5,21,5,19,4,13,3
Arras,Lycée Robespierre (0620006V),35,5,27,3,17,2,8,1
Auxerre,Lycée Jacques Amyot (0890003V),11,1,8,1,7,0,5,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),42,5,36,5,26,4,15,2
Balma,Lycée Saliège (0312408Z),25,6,18,5,18,5,2,0
Belfort,Lycée Raoul Follereau (0900004R),14,1,12,1,11,1,6,0
Besançon,Lycée Victor Hugo (0250007X),32,4,25,4,24,4,5,2
Bordeaux,Lycée Gustave Eiffel (0330028B),62,16,53,16,50,16,13,6
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),57,13,47,10,43,10,15,4
Brest,Lycée Naval (0290063L),10,1,10,1,10,1,4,0
Brest,Lycée Sainte Anne (0290338K),15,2,14,2,13,1,9,1
Brest Cedex 2,Lycée Vauban (0290012F),36,7,33,7,33,7,7,1
Caen,Lycée Victor Hugo (0142059M),37,11,31,9,20,6,6,1
Cannes Cedex,Lycée Stanislas (0060673Z),36,7,36,7,35,6,14,3
Casablanca,ELBILIA SUP (99696011),15,3,8,2,4,1,3,1
Casablanca,Groupe scolaire La Résidence (3500055H),44,19,27,12,20,8,14,7
Casablanca,Lycée Mohamed V (99926411),16,6,8,3,4,2,2,1
Chambéry,Lycée Vaugelas (0730013T),34,9,33,9,28,7,12,4
Clermont-Ferrand,Lycée La Fayette (0630021F),38,7,30,6,29,6,11,3
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),33,3,22,3,21,3,8,1
Dijon,Lycée Carnot (0210015C),29,7,23,6,18,4,2,1
Dijon,Lycée Gustave Eiffel (0211033J),32,10,30,10,29,10,14,5
Douai,Lycée Albert Chatelet (0590063Y),46,10,44,10,42,10,13,2
Dunkerque Cedex,Lycée Jean Bart (0590071G),26,6,26,6,23,5,6,3
El Jadida,Lycée Errazi (99927011),2,1,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),27,6,21,4,16,4,8,2
Evry,Lycée Parc des Loges (0911251R),25,7,23,7,19,6,8,2
Fès,Centre des classes préparatoires Moulay Dris (99926711),4,2,1,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),41,10,37,9,36,9,11,2
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),30,11,28,10,23,7,12,5
Grenoble Cedex 1,Lycée Champollion (0380027Y),63,9,57,9,55,9,14,4
Kenitra,Lycée Mohamed VI (99948211),4,0,2,0,1,0,1,0
La Flèche Cedex,Prytanée National Militaire (0720896H),17,0,11,0,9,0,3,0
La Rochelle,Lycée Jean Dautet (0170028N),34,5,22,2,18,1,9,1
Le Mans Cedex 01,Lycée Montesquieu (0720029R),24,8,20,6,20,6,7,1
Le Raincy,Lycée Albert Schweitzer (0930830X),29,3,22,2,19,2,9,0
Les Ulis,Lycée L'Essouriau (0911492C),17,1,17,1,17,1,7,0
Lille,Lycée Catholique Saint Pierre (0593117T),1,0,1,0,1,0,0,0
Lille,Lycée César Baggio (0590121L),48,12,43,11,35,9,4,2
Lille,Lycée privé Frédéric Ozanam (0593007Y),1,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),29,6,25,5,21,5,5,1
Limoges Cedex,Lycée Gay-Lussac (0870015U),51,15,50,14,50,14,16,2
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),20,2,16,2,10,1,0,0
Lyon,Lycée aux Lazaristes (0690522T),10,3,6,2,6,2,0,0
Lyon,Lycée Jean Perrin (0690082P),39,11,35,9,31,8,12,6
Lyon,Lycée La Martinière Monplaisir (0692866R),75,13,67,13,65,13,12,2
Lyon Cedex 06,Lycée du Parc (0690026D),50,13,43,12,41,12,7,2
Lyon Cedex 1,Institution des Chartreux (0690564N),5,1,3,0,2,0,1,0
Marrakech,Classes préparatoires Ibn Ghazi 2 (E0017),1,1,1,1,0,0,0,0
Marrakech,CPGE privée Koutoubia-Prépas (99697011),2,1,1,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),2,0,0,0,0,0,0,0
Marseille,Lycée Jean Perrin (0130053M),37,12,34,11,30,11,13,5
Marseille Cedex 1,Lycée Thiers (0130040Y),36,8,29,5,27,5,12,3
Meaux,Lycée Henri Moissan (0770930T),23,5,15,5,11,2,5,1
Meknès,Lycée Omar Ibn Al Khattab (99928611),4,1,2,0,2,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),22,2,19,2,15,2,6,0
Metz Cedex 1,Lycée Fabert (0570054Z),35,8,23,6,19,5,7,2
Montpellier Cedex 2,Lycée Joffre (0340038G),64,12,57,12,53,12,12,2
Montreuil,Lycée Condorcet (0930122C),12,3,12,3,10,3,8,3
Mulhouse,Lycée Albert Schweitzer (0680031P),24,3,16,2,12,1,4,1
Nancy,Lycée Henri Loritz (0540042C),72,12,60,9,43,7,22,4
Nancy Cedex,Lycée Henri Poincaré (0540038Y),26,6,21,5,18,5,5,1
Nantes,Lycée Saint Stanislas (0440163N),43,7,37,5,33,4,21,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),119,30,105,27,91,25,17,3
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),42,13,37,13,37,13,18,5
Nice,Lycée Les Eucalyptus (0060075Z),43,7,39,6,31,3,16,1
Nice Cedex 1,Lycée Massena (0060030A),47,9,43,9,40,8,18,4
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),38,9,36,9,30,7,13,2
Nouméa,Lycée Jules Garnier (9830003L),20,7,19,7,19,7,4,0
Ollioules,Lycée Saint Joseph (0830098F),1,1,0,0,0,0,0,0
Orléans Cedex 1,Lycée Pothier (0450049J),61,11,55,10,46,9,19,5
Orsay,Lycée Blaise Pascal (0910626L),43,9,38,9,37,9,6,2
Paris,Lycée Raspail (0750691U),31,4,26,2,23,2,9,0
Paris,Lycée Saint-Louis (0750658H),190,59,171,51,164,50,35,10
Paris,Lycée Janson de Sailly (0750699C),92,21,86,20,85,20,34,10
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),38,7,36,6,32,6,6,0
Paris Cedex 05,Lycée Louis Le Grand (0750655E),12,3,4,1,4,1,1,0
Paris Cedex 06,Lycée Stanislas (0753840S),47,7,42,6,41,6,11,2
Paris Cedex 09,Lycée Jacques Decour (0750668U),85,22,75,22,64,21,23,5
Paris Cedex 12,Lycée Paul Valery (0750679F),41,8,35,6,31,6,12,1
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),40,4,36,3,30,3,9,1
Paris 15e,Lycée Buffon (0750693W),36,10,31,10,24,8,13,5
Paris 16e,Lycée Claude Bernard (0750698B),83,21,72,18,64,18,30,6
Paris 16e,Lycée Jean-Baptiste Say (0750700D),26,8,23,8,21,7,5,2
Paris 8e,Lycée Chaptal (0750663N),90,29,83,28,82,27,23,11
Paris 9e,Lycée Condorcet (0750667T),30,11,23,10,23,10,2,2
Pau Cedex,Lycée Louis Barthou (0640055M),35,9,30,8,24,5,8,2
Perpignan,Lycée François Arago (0660010C),41,10,35,9,32,9,8,1
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),31,14,30,13,28,12,21,8
Poitiers Cedex,Lycée Camille Guérin (0860035W),41,11,29,10,26,9,12,6
Quimper,Lycée Auguste Brizeux (0290069T),29,4,26,4,22,3,12,1
Rabat,Lycée Ibn Al Ghazi (99951011),49,14,30,10,17,7,11,6
Rabat,Lycée Moulay Youssef (99926611),13,5,5,2,1,1,1,1
Reims Cedex,Lycée Franklin Roosevelt (0510034K),62,14,53,13,38,7,13,3
Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),14,5,14,5,14,5,10,5
Rennes,Lycée Joliot-Curie (0350029S),27,7,26,7,24,7,7,2
