ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Militaire (0131596P),12,2,9,2,6,2,4,2
Aix-En-Provence,Lycée Paul Cezanne (0130002G),64,25,37,12,24,6,9,1
Albi,Lycée Laperouse (0810006S),8,2,1,0,1,0,0,0
AMIENS,Lycée Louis Thuillier (0800009A),19,4,3,0,0,0,0,0
Angers,Lycée Henri Bergson (0491966W),8,3,3,1,1,0,1,0
Annecy,Lycée Berthollet (0740003B),43,9,19,6,10,3,5,2
Antony,Lycée Sainte Marie (0920904H),21,4,8,1,7,1,1,0
Arras,Lycée Robespierre (0620006V),5,1,1,0,1,0,0,0
Avignon,Lycée Saint Joseph (0840072X),11,1,2,0,1,0,0,0
Balma,Lycée Saliège (0312408Z),62,12,29,6,21,4,3,1
Bayonne,Lycée René Cassin (0640010N),15,1,7,0,2,0,2,0
Belfort,Lycée Condorcet (0900002N),5,4,0,0,0,0,0,0
BESANCON,Lycée Victor Hugo (0250007X),16,5,9,3,7,3,2,1
Bordeaux,Lycée Camille Jullian (0330023W),20,3,8,0,5,0,2,0
Bordeaux,Lycée Michel Montaigne (0330021U),68,27,42,12,30,7,12,3
Bourg-En-Bresse,Lycée Lalande (0010013J),13,4,0,0,0,0,0,0
Bourges,Lycée Alain-Fournier (0180005H),5,1,0,0,0,0,0,0
Brest,Lycée de Kerichen (0290007A),22,11,10,4,6,3,3,2
Brest,Lycée Sainte Anne (0290338K),6,2,1,0,1,0,1,0
Caen,Lycée Privé Sainte-Marie (0141164P),7,0,1,0,1,0,0,0
Caen,Lycée Victor Hugo (0142059M),43,9,18,3,12,1,4,0
Chartres,Lycée Marceau (0280007F),9,1,4,0,3,0,1,0
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),42,18,19,5,13,3,6,2
Compiègne,Lycée Pierre d'Ailly (0600014P),4,0,0,0,0,0,0,0
Corenc,ITEC Boisfleury Europe (0381675P),4,1,1,0,0,0,0,0
