ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Paul Cezanne (0130002G),16,3,3,1,1,0,0,0
Amiens,Lycée Louis Thuillier (0800009A),4,3,0,0,0,0,0,0
Angers,Lycée Henri Bergson (0491966W),1,1,0,0,0,0,0,0
Annecy,Lycée Berthollet (0740003B),7,3,2,0,2,0,1,0
Antony,Lycée Sainte Marie (0920904H),4,0,0,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),18,3,4,1,4,1,1,0
Bayonne,Lycée René Cassin (0640010N),5,1,0,0,0,0,0,0
Belfort,Lycée Condorcet (0900002N),1,1,0,0,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),4,1,0,0,0,0,0,0
Bordeaux,Lycée Michel Montaigne (0330021U),19,6,4,1,3,1,1,1
Bourg-En-Bresse,Lycée Lalande (0010013J),1,1,0,0,0,0,0,0
Brest,Lycée de Kerichen (0290007A),3,1,1,0,1,0,1,0
Caen,Lycée Victor Hugo (0142059M),4,2,3,2,3,2,3,2
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),7,2,6,2,4,2,4,2
Corenc,ITEC Boisfleury Europe (0381675P),1,0,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),14,5,7,3,5,2,3,1
Douai,Lycée Albert Chatelet (0590063Y),1,0,0,0,0,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),1,0,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),2,0,0,0,0,0,0,0
Fontainebleau,Lycée Francois 1er (0770927P),1,0,0,0,0,0,0,0
Fort-De-France,Lycée Bellevue (9720003W),1,1,0,0,0,0,0,0
Grenoble,Lycée Champollion (0380027Y),21,7,7,1,7,1,2,0
La Flèche,Prytanée National Militaire (0720896H),3,0,1,0,0,0,0,0
La Rochelle,Lycée Jean Dautet (0170028N),1,0,0,0,0,0,0,0
Le Mans,Lycée Montesquieu (0720029R),14,2,7,1,6,1,3,0
Le Raincy,Lycée Albert Schweitzer (0930830X),4,1,0,0,0,0,0,0
Lens,Lycée Condorcet (0620108F),1,0,0,0,0,0,0,0
Lille,Lycée Faidherbe (0590119J),14,2,6,0,4,0,2,0
Limoges,Lycée Gay-Lussac (0870015U),6,2,0,0,0,0,0,0
Lyon,Lycée du Parc (0690026D),77,28,38,11,32,10,16,3
Lyon,Lycée Jean Perrin (0690082P),1,0,0,0,0,0,0,0
Lyon,Lycée La Martiniere Monplaisir (0692866R),15,8,0,0,0,0,0,0
Lyon,Lycée Aux Lazaristes (0690522T),22,4,13,1,11,1,6,0
Marseille,Lycée Thiers (0130040Y),27,7,10,3,7,2,3,1
Metz,Lycée Fabert (0570054Z),15,5,6,2,5,1,1,0
Montpellier,Lycée Joffre (0340038G),25,11,3,0,3,0,0,0
Mulhouse,Lycée Albert Schweitzer (0680031P),2,2,0,0,0,0,0,0
Nancy,Lycée Henri Poincaré (0540038Y),21,10,4,2,3,2,3,2
Nantes,Lycée Clémenceau (0440021J),27,8,6,4,5,3,3,3
Neuilly-Sur-Seine,Lycée Louis Pasteur (0920142E),36,6,10,2,8,2,3,1
Nice,Lycée Massena (0060030A),28,6,2,0,1,0,0,0
Orléans,Lycée Pothier (0450049J),7,3,2,0,2,0,2,0
Orsay,Lycée Blaise Pascal (0910626L),16,6,2,0,2,0,0,0
Paris,Lycée Jacques Decour (0750668U),9,1,1,0,1,0,1,0
Paris,Lycée Janson de Sailly (0750699C),56,10,16,2,14,2,3,0
Paris,Lycée Stanislas (0753840S),28,7,6,3,6,3,1,1
Paris 4e,Lycée Charlemagne (0750652B),27,7,1,1,0,0,0,0
Paris 5e,Lycée Henri IV (0750654D),43,8,24,4,18,3,10,1
Paris 5e,Lycée Lavoisier (0750656F),4,0,0,0,0,0,0,0
Paris 5e,Lycée Louis Le Grand (0750655E),130,52,76,24,72,23,44,16
Paris 6e,Lycée Fénelon (0750660K),34,8,4,0,4,0,2,0
Paris 6e,Lycée Saint-Louis (0750658H),88,41,26,9,24,9,12,3
Paris 8e,Lycée Chaptal (0750663N),27,9,3,0,2,0,1,0
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),9,1,1,0,1,0,0,0
Paris 9e,Lycée Condorcet (0750667T),16,8,0,0,0,0,0,0
