ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),12,3,1,0,1,0,0,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),38,7,24,4,16,4,5,1
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),25,7,21,5,11,2,2,1
Ajaccio,Lycée Laetitia Bonaparte (6200002H),7,1,5,0,4,0,2,0
Albi,Lycée Laperouse (0810006S),11,2,5,0,5,0,1,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),11,3,3,0,2,0,1,0
Angers,Lycée Saint-Martin (0490824E),10,1,3,0,2,0,1,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),7,0,6,0,4,0,2,0
Annecy Cedex,Lycée Berthollet (0740003B),21,4,19,4,13,3,4,0
Annonay,Lycée Saint Denis (0071126L),1,0,0,0,0,0,0,0
Antony,Lycée Sainte Marie (0920904H),35,4,32,4,27,3,13,2
Argenteuil,Lycée Jean Jaurès (0950641F),14,1,3,0,2,0,0,0
Arras,Lycée Robespierre (0620006V),17,2,6,1,1,0,0,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),22,4,5,1,2,1,1,1
Balma,Lycée Saliège (0312408Z),28,5,22,3,15,3,8,1
Belfort,Lycée Raoul Follereau (0900004R),14,3,4,1,3,0,1,0
Benguérir,LYDEX (L0081),14,6,2,0,2,0,1,0
Besançon,Lycée Victor Hugo (0250007X),22,2,16,0,10,0,6,0
Bordeaux,Lycée Gustave Eiffel (0330028B),65,17,51,14,34,10,14,5
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),75,21,64,16,56,12,22,4
Brest,Lycée Naval (0290063L),31,14,23,11,19,11,9,6
Brest,Lycée Sainte Anne (0290338K),7,2,1,1,1,1,0,0
Brest Cedex 2,Lycée Vauban (0290012F),21,3,12,2,6,2,1,1
Caen,Lycée Victor Hugo (0142059M),25,6,14,2,9,1,2,0
Cannes Cedex,Lycée Stanislas (0060673Z),31,8,24,5,16,1,6,0
Casablanca,ELBILIA SUP (99696011),9,1,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),10,2,2,0,2,0,1,0
Casablanca,Lycée Mohamed V (99926411),7,3,1,0,1,0,0,0
Chambéry,Lycée Vaugelas (0730013T),16,9,6,4,5,3,2,2
Clermont-Ferrand,Lycée La Fayette (0630021F),12,3,9,2,8,2,4,2
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),42,3,33,3,23,1,11,1
Dijon,Lycée Carnot (0210015C),42,7,26,4,23,3,11,2
Dijon,Lycée Gustave Eiffel (0211033J),16,1,9,1,5,0,1,0
Douai,Lycée Albert Chatelet (0590063Y),21,3,9,2,8,2,2,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),11,2,4,1,0,0,0,0
El Jadida,Lycée Errazi (99927011),3,0,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),10,7,3,3,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),10,3,5,2,4,1,3,1
Fès,Centre des classes préparatoires Moulay Dris (99926711),11,5,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),21,5,14,4,9,3,5,3
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),3,2,2,1,2,1,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),80,16,64,13,45,8,15,2
Guelmim,Lycée Bab Essahra (L0041),1,0,0,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),33,6,24,5,18,4,9,3
La Rochelle,Lycée Jean Dautet (0170028N),24,2,5,1,3,1,3,1
Le Mans Cedex 01,Lycée Montesquieu (0720029R),27,8,19,5,18,5,7,2
Le Raincy,Lycée Albert Schweitzer (0930830X),14,2,8,1,1,0,0,0
Le Tampon,Lycée Roland Garros (9740002J),3,1,2,1,1,1,1,1
Les Ulis,Lycée L'Essouriau (0911492C),26,3,19,1,11,0,3,0
Lille,Lycée Catholique Saint Pierre (0593117T),1,0,0,0,0,0,0,0
Lille,Lycée César Baggio (0590121L),29,8,16,4,12,3,4,1
Lille Cedex,Lycée Faidherbe (0590119J),43,5,38,5,38,5,20,4
Limoges Cedex,Lycée Gay-Lussac (0870015U),39,11,20,5,17,4,3,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),16,7,12,5,11,4,4,1
Lyon,Lycée aux Lazaristes (0690522T),37,14,36,13,36,13,18,6
Lyon,Lycée Jean Perrin (0690082P),23,5,16,5,14,5,2,0
Lyon,Lycée La Martinière Monplaisir (0692866R),65,11,47,9,34,5,13,2
Lyon Cedex 06,Lycée du Parc (0690026D),76,18,70,15,65,14,26,5
Lyon Cedex 1,Institution des Chartreux (0690564N),2,0,0,0,0,0,0,0
Marrakech,CPGE privée Koutoubia-Prépas (99697011),2,1,0,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),24,8,2,1,2,1,0,0
Marseille,Lycée Jean Perrin (0130053M),42,14,21,6,15,5,4,2
Marseille Cedex 1,Lycée Thiers (0130040Y),46,8,41,8,38,7,15,4
Meaux,Lycée Henri Moissan (0770930T),16,5,11,3,8,3,5,3
Metz,Lycée Louis De Cormontaigne (0573227Y),11,2,2,1,1,1,0,0
Metz Cedex 1,Lycée Fabert (0570054Z),27,4,19,2,16,1,7,0
Montferrier / Lez,Lycée Saint-Joseph Pierre Rouge (0341521U),2,0,1,0,1,0,0,0
Montigny-Les-Metz Cedex 1,Lycée Jean XXIII (0572341K),1,1,1,1,0,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),60,10,57,10,36,6,13,1
Montreuil,Lycée Condorcet (0930122C),14,3,5,0,4,0,2,0
Mulhouse,Lycée Albert Schweitzer (0680031P),12,0,6,0,5,0,2,0
Nancy,Lycée Henri Loritz (0540042C),50,2,38,1,26,1,10,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),25,10,18,7,9,4,2,0
Nantes,Lycée Saint Stanislas (0440163N),31,9,19,4,15,4,6,2
Nantes Cedex 1,Lycée Clémenceau (0440021J),136,29,117,25,102,23,41,13
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),38,9,37,9,37,9,19,4
Nice,Lycée Les Eucalyptus (0060075Z),31,4,18,3,10,1,5,1
Nice Cedex 1,Lycée Massena (0060030A),40,14,29,9,24,7,8,1
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),28,5,14,2,9,1,2,0
Nouméa,Lycée Jules Garnier (9830003L),14,4,12,4,9,3,2,0
Ollioules,Lycée Saint Joseph (0830098F),2,0,1,0,0,0,0,0
Orléans Cedex 1,Lycée Pothier (0450049J),56,10,43,8,37,8,18,4
Orsay,Lycée Blaise Pascal (0910626L),48,13,45,13,42,13,18,6
Paris,Lycée Raspail (0750691U),16,3,10,1,8,1,6,1
Paris,Lycée Saint-Louis (0750658H),209,69,201,67,190,64,93,32
Paris,Lycée Janson de Sailly (0750699C),89,24,82,22,73,18,36,9
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),35,6,32,6,28,5,16,4
Paris Cedex 05,Lycée Louis Le Grand (0750655E),32,7,32,7,30,7,14,4
Paris Cedex 06,Lycée Stanislas (0753840S),95,19,95,19,92,19,40,11
Paris Cedex 09,Lycée Jacques Decour (0750668U),77,15,54,9,43,8,17,4
Paris Cedex 12,Lycée Paul Valéry (0750679F),40,5,17,1,15,1,6,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),27,7,16,4,13,3,4,0
Paris 15e,Lycée Buffon (0750693W),32,9,20,7,19,7,8,4
Paris 16e,Lycée Claude Bernard (0750698B),62,14,44,7,37,6,14,2
Paris 16e,Lycée Jean-Baptiste Say (0750700D),24,4,22,4,18,2,8,1
Paris 8e,Lycée Chaptal (0750663N),91,25,81,24,72,23,30,10
Paris 9e,Lycée Condorcet (0750667T),43,6,41,6,36,6,11,1
Pau Cedex,Lycée Louis Barthou (0640055M),20,7,9,2,4,0,2,0
Perpignan,Lycée François Arago (0660010C),28,11,19,7,10,5,7,3
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),3,1,1,1,1,1,1,1
Poitiers Cedex,Lycée Camille Guérin (0860035W),21,3,16,3,14,3,3,0
Quimper,Lycée Auguste Brizeux (0290069T),17,2,8,2,5,1,2,0
Rabat,Lycée Ibn Al Ghazi (99951011),7,3,0,0,0,0,0,0
Rabat,Lycée Moulay Youssef (99926611),5,3,0,0,0,0,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),23,4,16,1,8,1,0,0
Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),11,2,3,1,2,0,1,0
Rennes,Lycée Joliot-Curie (0350029S),23,5,19,5,14,3,7,2
Rennes,Lycée privé Assomption (0350778F),15,2,9,0,6,0,2,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),71,19,60,15,50,10,25,7
Rouen Cedex,Lycée Pierre Corneille (0760090K),41,8,36,6,33,6,19,2
Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),15,5,8,3,5,2,1,1
Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),37,8,26,5,20,4,10,3
Saint-Denis,Lycée Paul Eluard (0930125F),11,2,4,1,2,1,0,0
Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),21,3,12,2,8,0,1,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),16,1,8,1,5,1,4,1
Saint-Germain-En-Laye Cedex,Lycée Jeanne D'Albret (0782132U),13,2,11,2,8,2,4,1
Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),23,7,12,3,8,2,0,0
Saint-Maur-Des-Fosses,Lycée D'Arsonval (0940121W),22,6,14,4,12,4,2,1
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),92,20,82,17,73,14,28,5
Sceaux Cedex,Lycée Lakanal (0920145H),28,6,28,6,26,5,15,2
Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),31,8,25,6,21,4,10,3
Strasbourg,Lycée Louis Couffignal (0670085D),9,2,3,1,2,1,0,0
Strasbourg,Lycée Ort (0671636P),13,2,11,1,8,1,2,0
Strasbourg Cedex,Lycée Kleber (0670080Y),103,31,69,23,59,22,20,6
Tanger,Lycée Moulay Hassan (99926911),3,0,1,0,1,0,0,0
Toulon Cedex,Lycée Dumont D'Urville (0830053G),24,2,15,2,14,2,4,2
Toulouse,Lycée Bellevue (0310038Y),40,11,29,9,24,7,12,2
Toulouse,Lycée Déodat de Séverac (0310044E),39,9,25,6,17,4,6,0
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),46,11,45,11,45,11,18,5
Tours Cedex 1,Lycée Descartes (0370035M),52,9,45,9,41,8,20,5
Troyes,Lycée Chrestien De Troyes (0100022V),15,3,3,1,0,0,0,0
Tunis,IPEST (99926211),12,4,11,4,11,4,0,0
Valence Cedex,Lycée Camille Vernet (0260035X),6,2,4,0,1,0,0,0
Valenciennes Cedex,Lycée Henri Wallon (0590221V),37,4,28,4,17,2,6,1
Vanves Cedex,Lycée Michelet (0920149M),37,11,35,10,33,10,19,5
