ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Amiens,Louis Thuillier (0800009A),20,14,13,8,5,3,2,1
Angers,LEGTA Angers le Fresne (0490946M),11,7,11,7,4,2,2,1
Arras,Robespierre (0620006V),4,2,2,1,1,1,1,1
AUZEVILLE TOLOSANE,LEGTA Toulouse Auzeville (0311262D),8,5,8,5,7,5,3,2
Bordeaux,Michel Montaigne (0330021U),20,15,16,12,10,8,4,4
Caen,Malherbe (0140013N),22,15,16,11,12,10,4,4
Clermont-Ferrand,Blaise Pascal (0630018C),13,6,13,6,8,3,3,0
Dijon,Lycée Carnot (0210015C),6,5,4,4,3,3,0,0
Douai,Albert Chatelet (0590063Y),11,5,8,4,5,3,1,1
Fontainebleau,Francois Ier (0770927P),12,7,6,5,5,4,0,0
Grenoble,Champollion (0380027Y),35,22,28,18,21,14,7,3
Le Raincy,Albert Schweitzer (0930830X),8,5,6,4,3,1,0,0
Lempdes,Lycée Louis Pasteur (0630984C),6,3,6,3,2,1,1,1
Lille,Faidherbe (0590119J),9,6,8,5,4,2,3,2
Lyon,Assomption Bellevue (0690539L),8,4,3,1,3,1,0,0
Lyon,La Martiniere Monplaisir (0692866R),12,4,12,4,8,3,2,1
Lyon,Lycée du Parc (0690026D),24,20,21,17,14,12,8,8
Marseille,Thiers (0130040Y),48,37,39,31,25,21,9,7
Metz,LYCEE Georges de La Tour (0572757M),29,18,24,16,19,13,7,3
Montargis,LEGTA Le Chesnoy - Les Barres (0450094H),10,8,3,2,3,2,1,0
Montpellier,Joffre (0340038G),19,9,16,9,11,8,0,0
Nancy,Henri Poincaré (0540038Y),26,13,24,13,17,8,3,1
Nantes,Externat Enfants Nantais (0440160K),9,4,6,3,0,0,0,0
Nantes,Lycée CLEMENCEAU (0440021J),4,3,4,3,3,2,1,1
Nice,Massena (0060030A),12,6,10,5,6,3,4,1
Orléans,Pothier (0450049J),28,18,25,16,6,4,1,0
Paris 5e,Henri IV (0750654D),13,8,13,8,11,8,3,2
Paris 6e,Fénelon (0750660K),22,17,21,16,11,8,2,1
Paris 6e,Saint-Louis (0750658H),41,29,38,26,28,18,7,5
Paris 8e,Chaptal (0750663N),35,22,27,18,16,10,0,0
Paris 13e,Ecole Nationale Chimie Physique Biologie (0750685M),23,19,21,18,18,15,0,0
Paris 13e,Geoffroy Saint-Hilaire (0752456M),7,1,2,0,1,0,0,0
Paris 16e,Janson De Sailly (0750699C),56,31,44,23,35,19,6,5
Paris 16e,Jean-Baptiste Say (0750700D),23,14,17,11,16,10,3,1
Pau,Louis Barthou (0640055M),15,9,14,9,8,6,5,4
Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),14,11,8,7,4,4,1,1
Poitiers,Camille Guérin (0860035W),17,5,15,5,8,3,1,1
Reims,CLEMENCEAU (0510031G),32,20,26,18,13,7,1,0
Rennes,Francois René De Chateaubriand (0350710G),21,14,21,14,12,8,5,4
Rouen,Pierre Corneille (0760090K),10,6,10,6,7,4,2,2
Saint-Etienne,Claude Fauriel (0420041S),3,1,3,1,2,1,0,0
Saint-Maur-Des-Fosses,Marcelin Berthelot (0940120V),29,16,20,11,19,11,5,2
Sceaux,Lakanal (0920145H),28,17,22,14,14,10,4,4
Strasbourg,Jean Rostand (0670084C),11,5,10,5,6,2,0,0
Toulouse,Ozenne (0310047H),25,18,15,11,9,7,4,4
Toulouse,Pierre De Fermat (0310036W),34,20,31,18,20,10,3,2
Tours,Descartes (0370035M),14,9,14,9,12,8,6,3
Versailles,Hoche (0782562L),25,19,21,17,17,15,2,2
Versailles,Sainte Geneviève (0783053V),33,19,28,16,13,6,3,1
