ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),14,2,1,0,0,0,0,0
Albi,Lycée Laperouse (0810006S),2,0,0,0,0,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),3,0,1,0,1,0,1,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),1,0,0,0,0,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),17,3,1,0,1,0,0,0
Antony,Lycée Sainte Marie (0920904H),2,0,0,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),19,5,2,1,1,1,0,0
Bayonne,Lycée René Cassin (0640010N),4,1,1,1,1,1,0,0
Belfort,Lycée Raoul Follereau (0900004R),2,0,0,0,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),6,0,1,0,1,0,0,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),33,12,16,6,9,4,5,1
Bourg-En-Bresse,Lycée Lalande (0010013J),1,0,0,0,0,0,0,0
Brest,Lycée Sainte Anne (0290338K),1,1,0,0,0,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),11,0,1,0,0,0,0,0
Caen,Lycée Privé Sainte-Marie (0141164P),1,0,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),13,4,3,0,2,0,2,0
Chartres,Lycée Marceau (0280007F),3,1,0,0,0,0,0,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),19,4,5,1,4,1,4,1
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),2,1,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),12,4,2,0,1,0,0,0
Douai,Lycée Albert Chatelet (0590063Y),3,1,0,0,0,0,0,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),1,0,0,0,0,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),1,1,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),3,1,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),3,1,0,0,0,0,0,0
Gabes,ISSATG (99951112),1,0,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),24,7,5,1,5,1,3,0
La Flèche Cedex,Prytanée National Militaire (0720896H),1,0,0,0,0,0,0,0
La Mulatière,Lycée Assomption Bellevue (0690539L),3,1,0,0,0,0,0,0
Le Havre,Lycée François 1er (0760052U),1,0,0,0,0,0,0,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),12,2,1,0,0,0,0,0
Le Raincy,Lycée Albert Schweitzer (0930830X),7,3,1,0,1,0,1,0
Lille Cedex,Lycée Faidherbe (0590119J),37,8,4,0,3,0,3,0
Limoges Cedex,Lycée Gay-Lussac (0870015U),10,0,4,0,2,0,2,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),3,1,0,0,0,0,0,0
Lyon,Lycée aux Lazaristes (0690522T),27,10,16,3,15,3,10,1
Lyon,Lycée Jean Perrin (0690082P),3,0,0,0,0,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),20,10,0,0,0,0,0,0
Lyon Cedex 06,Lycée du Parc (0690026D),70,17,36,6,30,6,18,4
Marseille Cedex 1,Lycée Thiers (0130040Y),31,11,14,5,12,4,3,1
Metz Cedex 1,Lycée Fabert (0570054Z),15,2,1,0,0,0,0,0
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),1,1,0,0,0,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),37,9,4,1,4,1,2,0
Mulhouse,Lycée Albert Schweitzer (0680031P),1,0,1,0,0,0,0,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),17,6,4,1,3,1,2,1
Nantes,Lycée Saint Stanislas (0440163N),5,0,0,0,0,0,0,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),33,6,10,1,6,1,3,1
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),61,17,21,2,18,2,6,1
Nice Cedex 1,Lycée Massena (0060030A),44,16,5,2,3,1,1,0
Orléans Cedex 1,Lycée Pothier (0450049J),8,1,1,0,1,0,0,0
Orsay,Lycée Blaise Pascal (0910626L),18,6,4,0,3,0,1,0
Paris,Lycée Saint-Louis (0750658H),98,43,25,10,23,9,15,4
Paris,Lycée Honoré De Balzac (0750705J),3,0,0,0,0,0,0,0
Paris,Lycée Janson de Sailly (0750699C),58,23,12,5,7,4,4,2
Paris 4e,Lycée Charlemagne (0750652B),41,7,6,1,4,1,1,1
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),3,0,1,0,1,0,1,0
Paris Cedex 03,Lycée Turgot (0750647W),7,2,0,0,0,0,0,0
Paris Cedex 05,Lycée Henri IV (0750654D),40,19,24,8,19,6,11,3
Paris Cedex 05,Lycée Louis Le Grand (0750655E),107,55,69,33,59,30,42,20
Paris Cedex 06,Lycée Stanislas (0753840S),85,29,46,13,42,11,21,3
Paris Cedex 09,Lycée Jacques Decour (0750668U),20,5,6,1,4,0,3,0
