ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),5,2,3,2,2,1,1,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),68,26,48,19,36,16,6,5
Albi,Lycée Laperouse (0810006S),12,5,6,3,3,2,1,1
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),17,4,7,2,7,2,1,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),13,3,9,1,6,0,2,0
Annecy Cedex,Lycée Berthollet (0740003B),45,11,21,6,18,6,4,1
Annonay,Lycée Saint Denis (0071126L),1,0,0,0,0,0,0,0
Antony,Lycée Sainte Marie (0920904H),18,5,10,2,9,2,2,0
Arras,Lycée Robespierre (0620006V),8,1,3,0,1,0,0,0
Avignon,Lycée Saint Joseph (0840072X),13,2,3,0,3,0,3,0
Balma,Lycée Saliège (0312408Z),64,26,43,17,41,17,11,4
Bayonne,Lycée René Cassin (0640010N),24,6,12,4,6,3,1,1
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),16,6,6,1,6,1,2,0
Belfort,Lycée Raoul Follereau (0900004R),3,2,1,1,1,1,0,0
Besançon,Lycée Victor Hugo (0250007X),33,9,19,4,16,3,6,3
Bordeaux Cedex,Lycée Camille Jullian (0330023W),30,8,21,4,17,4,5,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),66,25,54,20,49,18,13,4
Bourg-En-Bresse,Lycée Lalande (0010013J),10,4,0,0,0,0,0,0
Brest,Lycée Sainte Anne (0290338K),10,3,2,0,1,0,1,0
Brest Cedex 2,Lycée de Kerichen (0290007A),57,19,37,12,24,6,10,3
Caen,Lycée Privé Sainte-Marie (0141164P),12,1,2,0,2,0,1,0
Caen,Lycée Victor Hugo (0142059M),45,10,25,6,14,4,2,0
Chartres,Lycée Marceau (0280007F),20,7,5,3,3,2,0,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),61,19,54,18,45,13,13,3
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),12,3,7,2,7,2,1,0
Dijon,Lycée Carnot (0210015C),44,15,32,11,25,7,7,2
Douai,Lycée Albert Chatelet (0590063Y),19,8,10,5,5,3,1,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),4,2,3,1,3,1,2,1
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),16,4,5,0,4,0,1,0
Evreux,Lycée Aristide Briand (0270016W),14,1,4,0,4,0,1,0
Fontainebleau,Lycée François 1er (0770927P),12,6,3,1,1,0,1,0
