ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),7,4,3,3,2,2,2,2
Aix-En-Provence,Lycée Vauvenargues (0130003H),43,9,35,8,27,6,13,2
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),19,5,15,4,13,3,2,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),11,4,10,4,7,3,1,0
Albi,Lycée Laperouse (0810006S),17,3,14,3,12,3,6,2
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),28,5,20,5,15,5,7,4
Angers,Lycée Saint-Martin (0490824E),20,0,19,0,15,0,5,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),30,2,27,2,26,1,9,1
Annecy Cedex,Lycée Berthollet (0740003B),33,3,30,3,27,3,3,0
Annonay,Lycée Saint Denis (0071126L),9,0,9,0,8,0,5,0
Antony,Lycée Sainte Marie (0920904H),33,6,29,5,25,5,11,2
Argenteuil,Lycée Jean Jaurès (0950641F),17,4,12,4,10,4,9,4
Arras,Lycée Robespierre (0620006V),23,4,22,4,16,2,5,2
Auxerre,Lycée Jacques Amyot (0890003V),12,3,10,2,9,2,3,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),42,9,35,8,28,8,14,4
Balma,Lycée Saliège (0312408Z),33,6,31,6,26,6,12,5
Belfort,Lycée Condorcet (0900002N),18,1,12,1,9,1,5,1
Besançon,Lycée Victor Hugo (0250007X),26,5,21,4,19,4,3,0
Bordeaux,Lycée Gustave Eiffel (0330028B),61,9,48,7,42,7,15,5
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),64,15,57,13,56,13,18,6
Brest,Lycée Naval (0290063L),8,2,8,2,8,2,1,0
Brest,Lycée Sainte Anne (0290338K),16,6,15,5,14,5,11,4
Brest Cedex 2,Lycée Vauban (0290012F),44,9,40,9,36,9,8,2
Caen,Lycée Victor Hugo (0142059M),48,9,46,9,44,9,12,2
Cannes Cedex,Lycée Stanislas (0060673Z),30,9,29,8,25,6,7,0
Casablanca,ELBILIA SUP (99696011),6,1,6,1,5,1,4,1
Casablanca,Groupe scolaire La Résidence (3500055H),33,10,22,7,12,6,9,4
Casablanca,Lycée Mohamed V (99926411),11,8,2,2,1,1,1,1
Chambéry,Lycée Vaugelas (0730013T),25,7,23,5,17,3,2,1
Clermont-Ferrand,Lycée La Fayette (0630021F),33,6,27,5,23,4,6,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),30,5,25,4,23,4,10,0
Dijon,Lycée Carnot (0210015C),27,3,24,3,20,1,3,0
Dijon,Lycée Gustave Eiffel (0211033J),36,7,35,7,30,5,5,0
Douai,Lycée Albert Chatelet (0590063Y),42,11,38,10,35,10,11,3
Dunkerque Cedex,Lycée Jean Bart (0590071G),24,4,18,3,12,2,5,0
El Jadida,Lycée Errazi (99927011),3,2,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),28,3,15,2,13,1,1,1
Evry,Lycée Parc des Loges (0911251R),20,3,15,2,15,2,11,1
Fès,Centre des classes préparatoires Moulay Dris (99926711),1,1,1,1,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),35,8,34,8,31,7,14,3
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),23,7,18,4,15,3,9,2
Grenoble Cedex 1,Lycée Champollion (0380027Y),67,11,52,9,51,9,8,2
Guelmim,Lycée Bab Essahra (L0041),1,1,0,0,0,0,0,0
Kenitra,Lycée Mohamed VI (99948211),5,2,0,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),27,6,22,4,17,2,9,1
