ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Albi,Lycée Louis Rascol (0810004P),38,2,34,2,30,1,22,1
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),29,3,21,2,19,2,14,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),21,0,15,0,10,0,4,0
Aubervilliers,Lycée Le Corbusier (0930117X),15,0,10,0,7,0,1,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),5,1,3,0,1,0,0,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),25,2,25,2,22,2,13,2
Cachan,Lycée Gustave Eiffel (0940111K),19,1,19,1,15,0,4,0
Cannes Cedex,Lycée Jules Ferry (0060014H),20,1,19,1,16,1,10,1
Chambéry,Lycée Monge (0730016W),38,1,32,0,26,0,13,0
Clermont-Ferrand,Lycée La Fayette (0630021F),21,2,18,2,15,1,8,1
Colmar,Lycée Blaise Pascal (0680010S),17,2,10,2,8,1,2,0
Corbeil-Essonnes,Lycée Robert Doisneau (0910620E),17,0,7,0,6,0,2,0
Dijon,Lycée Gustave Eiffel (0211033J),31,4,27,3,22,2,15,2
Fort-De-France,Lycée Joseph Gaillard (9720004X),12,0,1,0,1,0,0,0
La Rochelle,Lycée Léonce Vieljeux (0170029P),30,2,27,2,24,2,13,0
La Roche-Sur-Yon,Lycée Saint Louis (0850137M),3,0,1,0,1,0,0,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),8,0,8,0,8,0,2,0
Lorient,Lycée Saint Joseph Lorient (0560181T),24,1,19,0,12,0,6,0
Lyon,Lycée aux Lazaristes (0690522T),28,5,27,5,25,5,9,0
Lyon,Lycée Edouard Branly (0690128P),27,1,26,1,21,1,13,1
Marseille,Lycée Antonin Artaud (0132733A),26,4,16,4,12,3,9,2
Meaux,Lycée Pierre de Coubertin (0770931U),13,1,11,1,7,0,5,0
Metz,Lycée Louis Vincent (0570058D),29,3,20,1,13,1,7,0
Mohammedia,Lycée Technique - Mohammadia (99927711),17,6,14,5,6,2,2,1
Montbéliard,Lycée Viette (0250032Z),30,0,23,0,15,0,7,0
Montceau-Les-Mines,Lycée Henri Parriat (0710054Y),11,1,10,0,10,0,4,0
Nantes,Lycée Saint Stanislas (0440163N),13,1,13,1,13,1,6,1
Oujda,Lycée Omar Ibn Abdelaziz (99927611),13,3,6,2,3,1,1,1
Paris,Lycée Raspail (0750691U),29,2,28,2,24,1,12,0
Paris 6e,Lycée Saint-Nicolas (0754025T),11,0,5,0,3,0,0,0
Pau,Lycée Saint-Cricq (0640057P),25,4,19,4,18,4,8,3
Rueil-Malmaison,Lycée Richelieu (0920799U),34,1,32,1,31,1,13,0
Safi,Lycée Moulay Abdellah (99929411),17,3,11,2,4,1,3,1
Saint-Brieuc,Lycée Chaptal (0220058U),21,0,21,0,18,0,12,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),13,1,9,1,7,1,2,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),24,1,20,1,19,1,8,0
Saint-Orens-De-Gameville,Lycée Pierre-Paul Riquet (0312289V),28,0,27,0,23,0,17,0
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),23,2,11,1,8,1,6,0
Settat,Centre des classes préparatoires Settat (E0003),16,4,11,2,5,0,2,0
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),23,0,20,0,14,0,8,0
Toulon,Lycée Rouvière (0830056K),31,3,27,3,26,2,16,1
Tourcoing,Lycée Colbert (0590214M),9,2,9,2,6,0,4,0
Troyes,Lycée Les Lombards (0100025Y),22,2,18,2,10,0,2,0
Valenciennes,Lycée Du Hainaut (0590223X),15,2,12,2,7,1,3,1
