ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),8,2,1,0,1,0,1,0
Agadir,Lycée Reda Slaoui (99926811),7,5,3,2,2,2,0,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),9,3,5,3,4,3,1,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),28,10,22,8,22,8,8,2
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),35,6,33,5,26,5,13,3
Angers Cedex 01,Lycée Henri Bergson (0491966W),8,2,7,2,6,2,2,1
Annecy Cedex,Lycée Berthollet (0740003B),19,6,18,6,14,5,6,3
Antony,Lycée Sainte Marie (0920904H),24,7,22,6,18,6,6,1
Arras,Lycée Robespierre (0620006V),8,2,5,1,3,0,2,0
Autun Cedex,Lycée Militaire National (0711064W),10,1,6,0,6,0,1,0
Benguérir,LYDEX (L0081),2,1,0,0,0,0,0,0
Beni-Mellal,DAY PREPAS (L0038),9,4,0,0,0,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),1,0,1,0,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),49,14,42,14,38,14,13,4
Blois Cedex,Lycée Dessaignes (0410002E),27,6,27,6,24,4,15,2
Bordeaux Cedex,Institution Sainte Marie Grand Lebrun (0331503E),15,5,11,5,10,5,6,1
Bordeaux Cedex,Lycée Camille Jullian (0330023W),32,10,28,10,27,9,2,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),41,12,31,12,31,12,4,3
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),29,7,28,7,18,4,12,2
Bourg-En-Bresse,Lycée Lalande (0010013J),24,8,20,6,17,4,13,3
Bourges,Lycée Alain-Fournier (0180005H),17,3,14,3,10,3,7,3
Brest,Lycée Naval (0290063L),16,3,13,3,11,2,1,0
Brest,Lycée Sainte Anne (0290338K),12,5,11,5,9,5,3,2
Brest Cedex 2,Lycée de Kerichen (0290007A),16,6,16,6,16,6,7,2
Caen Cedex 4,Lycée Malherbe (0140013N),76,19,68,19,61,17,15,5
Cannes Cedex,Lycée Stanislas (0060673Z),12,5,11,4,7,3,5,2
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),31,11,8,4,6,3,5,3
Casablanca,ELBILIA SUP (99696011),8,2,4,0,2,0,0,0
Casablanca,ESG Prépas (E0005),9,3,5,1,4,1,2,1
Casablanca,ESTEM (E0004),11,1,4,1,4,1,3,1
Casablanca,Groupe scolaire La Résidence (3500055H),20,5,14,2,8,1,6,1
Casablanca,Lycée Al Khansaa (3500050C),22,7,16,4,13,4,5,0
Casablanca,Lycée Mohamed V (99926411),9,4,6,4,5,4,1,1
Castres,Lycée Borde Basse (0810959C),17,6,14,6,14,6,0,0
Chambéry,Lycée Vaugelas (0730013T),32,8,30,8,26,7,12,4
Chartres,Lycée Marceau (0280007F),27,9,23,6,22,6,13,2
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),22,5,19,5,16,5,3,2
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),19,5,19,5,17,4,12,3
Clermont-Ferrand,Lycée La Fayette (0630021F),21,5,21,5,18,5,5,3
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),31,13,23,10,22,9,6,4
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),24,5,22,5,18,5,9,3
Dijon,Lycée Carnot (0210015C),74,19,66,18,64,18,12,5
Douai,Lycée Albert Chatelet (0590063Y),27,10,23,9,16,7,4,3
Dunkerque Cedex,Lycée Jean Bart (0590071G),12,2,11,2,6,1,2,1
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),23,8,22,7,22,7,10,4
Epinal,Lycée Claude Gellee (0880020U),14,4,11,4,7,2,1,0
Errachidia,Lycée Ibn Tahir (99929511),1,1,0,0,0,0,0,0
