ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Militaire (0131596P),11,5,3,2,3,2,0,0
Aix-En-Provence,Lycée Paul Cezanne (0130002G),42,16,27,11,17,6,5,2
Albi,Lycée Laperouse (0810006S),22,8,2,0,1,0,1,0
AMIENS,Lycée Louis Thuillier (0800009A),18,3,5,1,4,1,2,1
Angers,Lycée Henri Bergson (0491966W),13,3,5,2,3,1,2,1
Annecy,Lycée Berthollet (0740003B),56,18,23,8,14,6,2,0
Antony,Lycée Sainte Marie (0920904H),18,4,8,0,3,0,0,0
Arras,Lycée Robespierre (0620006V),10,0,6,0,1,0,1,0
Avignon,Lycée Saint Joseph (0840072X),18,5,8,3,4,1,0,0
Balma,Lycée Saliège (0312408Z),88,22,61,14,43,10,13,1
Bayonne,Lycée René Cassin (0640010N),28,7,13,1,8,0,2,0
Belfort,Lycée Condorcet (0900002N),5,1,2,1,1,1,0,0
BESANCON,Lycée Victor Hugo (0250007X),27,12,17,7,13,6,6,4
Bordeaux,Lycée Camille Jullian (0330023W),27,7,15,3,10,2,6,2
Bordeaux,Lycée Michel Montaigne (0330021U),55,17,47,11,41,10,11,3
Bourg-En-Bresse,Lycée Lalande (0010013J),29,8,6,2,3,1,1,0
Bourges,Lycée Alain-Fournier (0180005H),1,0,0,0,0,0,0,0
Brest,Lycée de Kerichen (0290007A),37,17,22,10,19,9,7,2
Brest,Lycée Sainte Anne (0290338K),21,6,7,2,5,2,1,1
Caen,Lycée Privé Sainte-Marie (0141164P),8,0,1,0,1,0,1,0
Caen,Lycée Victor Hugo (0142059M),50,11,19,3,11,1,3,0
Chartres,Lycée Marceau (0280007F),25,8,11,3,11,3,3,0
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),41,17,35,15,23,7,5,2
Compiègne,Lycée Pierre d'Ailly (0600014P),8,0,1,0,1,0,1,0
Corenc,ITEC Boisfleury Europe (0381675P),7,2,6,2,4,2,2,1
Dijon,Lycée Carnot (0210015C),36,14,25,10,19,7,1,0
Douai,Lycée Albert Chatelet (0590063Y),11,3,4,1,2,1,2,1
Dunkerque,Lycée Jean Bart (0590071G),1,0,1,0,0,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),8,3,1,0,1,0,0,0
Evreux,Lycée Aristide Briand (0270016W),15,4,4,2,3,2,2,2
Fontainebleau,Lycée François 1er (0770927P),24,4,7,1,5,1,1,1
Fort-De-France,Lycée Bellevue (9720003W),8,6,3,1,2,1,1,0
Grenoble,Lycée Champollion (0380027Y),78,20,52,11,41,7,7,1
La Flèche,Prytanée National Militaire (0720896H),2,1,1,1,1,1,0,0
La Rochelle,Lycée Jean Dautet (0170028N),8,1,2,0,1,0,1,0
La Roche-Sur-Yon,Lycée Pierre Mendès-France (0850025R),2,0,0,0,0,0,0,0
Le Havre,Lycée François 1er (0760052U),5,1,2,1,1,1,0,0
Le Mans,Lycée Montesquieu (0720029R),29,7,18,4,11,2,1,0
Le Puy-En-Velay,Lycée Charles Et Adrien Dupuy (0430020N),1,0,1,0,1,0,0,0
Le Raincy,Lycée Albert Schweitzer (0930830X),28,11,10,2,8,2,4,2
Lille,Lycée Faidherbe (0590119J),80,29,67,24,50,20,11,4
Limoges,Lycée Gay-Lussac (0870015U),26,4,17,2,12,2,5,2
Lorient,Lycée Dupuy De Lôme (0560025Y),12,3,4,1,3,1,2,0
Lyon,Lycée aux Lazaristes (0690522T),36,9,29,7,27,6,7,2
Lyon,Lycée du Parc (0690026D),126,41,111,37,86,29,24,9
Lyon,Lycée Jean Perrin (0690082P),17,6,9,2,6,1,2,0
Lyon,Lycée La Martinière Monplaisir (0692866R),43,22,31,14,24,13,3,2
Marseille,Lycée Thiers (0130040Y),83,33,61,23,52,19,9,2
Melun,Lycée Jacques Amyot (0770933W),35,10,8,1,3,0,1,0
Metz,Lycée Fabert (0570054Z),39,12,29,7,23,6,5,2
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),8,3,3,0,3,0,2,0
Montpellier,Lycée Joffre (0340038G),45,14,30,7,21,5,0,0
Mulhouse,Lycée Albert Schweitzer (0680031P),29,7,6,0,2,0,1,0
Nancy,Lycée Henri Poincaré (0540038Y),56,10,36,6,25,4,10,1
Nantes,Lycée Clémenceau (0440021J),64,27,46,17,38,14,12,3
Nantes,Lycée Saint Stanislas (0440163N),24,6,6,2,6,2,1,0
Neuilly-Sur-Seine,Lycée Louis Pasteur (0920142E),68,27,58,23,49,17,14,4
Nice,Lycée Massena (0060030A),46,21,32,14,22,10,9,3
Nimes,Lycée Alphonse Daudet (0300021K),21,12,1,1,1,1,0,0
Orléans,Lycée Pothier (0450049J),40,11,23,6,18,4,4,0
Orléans,Lycée Saint Charles (0450110A),2,2,0,0,0,0,0,0
Orsay,Lycée Blaise Pascal (0910626L),27,9,22,7,18,5,5,1
Paris,Lycée Honoré De Balzac (0750705J),23,10,7,2,5,2,2,1
Paris,Lycée Jacques Decour (0750668U),37,7,18,6,13,6,4,2
Paris,Lycée Stanislas (0753840S),77,22,71,19,57,12,13,4
Paris 4e,IPESUP (0753144K),13,5,11,5,7,4,0,0
Paris 4e,Lycée Charlemagne (0750652B),69,26,46,19,34,14,10,2
Paris 5e,Lycée Henri IV (0750654D),40,10,38,10,35,10,4,2
Paris 5e,Lycée Lavoisier (0750656F),18,7,6,2,5,2,0,0
Paris 5e,Lycée Louis Le Grand (0750655E),131,46,122,43,111,41,18,12
Paris 6e,Lycée Fénelon (0750660K),43,24,35,18,28,15,11,6
Paris 6e,Lycée Saint-Louis (0750658H),155,72,122,54,96,43,20,9
Paris 8e,Lycée Chaptal (0750663N),49,8,27,4,20,4,9,2
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),36,5,24,4,15,3,2,0
Paris 9e,Lycée Condorcet (0750667T),24,11,11,4,4,1,2,1
Paris 13e,ENCPB (0750685M),22,7,8,2,5,1,0,0
Paris 15e,Lycée Buffon (0750693W),30,11,18,6,14,5,2,0
Paris 16e,Lycée Janson de Sailly (0750699C),102,31,75,21,53,14,11,5
Paris 17e,Lycée Carnot (0750704H),21,7,6,2,3,1,2,1
Paris 3e,Lycée Turgot (0750647W),27,8,9,2,7,2,0,0
Pau,Lycée Louis Barthou (0640055M),49,15,16,4,11,3,3,1
Périgueux,Lycée Bertran de Born (0240024W),14,5,4,1,4,1,0,0
Perpignan,Lycée François Arago (0660010C),6,2,4,0,2,0,0,0
Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),10,6,3,1,3,1,1,0
Poitiers,Lycée Camille Guérin (0860035W),35,14,15,3,9,3,4,2
Quimper,Lycée Auguste Brizeux (0290069T),29,8,7,0,5,0,0,0
Reims,Lycée F. Roosevelt (0510034K),32,11,15,4,8,3,4,2
Rennes,Lycée Chateaubriand (0350710G),74,23,49,16,33,15,8,4
Rennes,Lycée privé Assomption (0350778F),9,2,6,0,4,0,1,0
Rouen,Lycée Pierre Corneille (0760090K),78,24,51,11,40,7,16,3
Saint-Brieuc,Lycée Francois Rabelais (0220056S),10,2,6,1,4,1,0,0
Sainte-Clotilde,Lycée Leconte de Lisle (9740001H),12,5,3,0,2,0,0,0
Saint-Etienne,Lycée Claude Fauriel (0420041S),54,21,38,15,24,7,9,4
Saint-Germain-en-Laye,Lycée Jeanne D'Albret (0782132U),23,10,9,3,7,3,1,0
Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),1,1,0,0,0,0,0,0
Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),54,17,37,12,31,10,9,5
Saint-Nazaire,Lycée Aristide Briand (0440069L),18,2,5,1,5,1,1,0
Saint-Quentin,Lycée Pierre de La Ramée (0020049T),5,3,0,0,0,0,0,0
Salon-De-Provence,Lycée de l'Emperi (0130160D),6,1,3,1,1,0,0,0
Savigny-Sur-Orge,Lycée Jean Baptiste Corot (0910627M),21,4,13,4,9,3,3,1
Sceaux,Lycée Lakanal (0920145H),68,23,55,20,37,14,9,3
Strasbourg,Lycée Kleber (0670080Y),106,48,74,31,59,26,18,8
Tarbes,Lycée Théophile Gautier (0650025Z),23,6,0,0,0,0,0,0
Toulon,Lycée Dumont D'Urville (0830053G),26,5,7,1,5,1,2,1
Toulouse,Lycée Bellevue (0310038Y),27,10,7,1,2,0,1,0
Toulouse,Lycée Déodat de Séverac (0310044E),12,9,2,2,0,0,0,0
Toulouse,Lycée Pierre de Fermat (0310036W),74,31,67,29,62,27,12,6
Tourcoing,Lycée Gambetta (0590212K),11,8,5,3,2,2,0,0
Tours,Lycée Descartes (0370035M),47,14,28,11,20,8,7,4
Troyes,Lycée Chrestien De Troyes (0100022V),3,0,0,0,0,0,0,0
Tulle,Lycée Edmond Perrier (0190032G),8,2,2,0,0,0,0,0
Tunis,IPEST (99926211),22,10,18,8,9,4,6,3
Valbonne,C.I.V. Valbonne (0061642C),33,9,8,1,3,0,0,0
Valence,Lycée Camille Vernet (0260035X),3,0,0,0,0,0,0,0
Valenciennes,Lycée Henri Wallon (0590221V),65,17,39,8,22,6,3,2
Vanves,Lycée Michelet (0920149M),24,6,17,4,14,3,1,0
Versailles,Lycée Hoche (0782562L),74,22,66,22,53,19,13,3
Versailles,Lycée Sainte Geneviève (0783053V),144,45,141,45,138,45,17,9
