ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),47,8,35,5,30,5,13,3
Ajaccio,Lycée Laetitia Bonaparte (6200002H),17,4,11,2,11,2,4,0
Angers Cedex 01,Lycée Chevrollier (0490003M),37,6,27,3,26,2,13,0
Armentières,Lycée Gustave Eiffel (0590011S),50,5,26,3,25,3,11,1
Aubervilliers,Lycée Le Corbusier (0930117X),11,5,3,1,2,1,1,0
Avignon,Lycée Philippe de Girard (0840005Z),19,0,1,0,0,0,0,0
Baie Mahault/guadeloupe,Lycée Charles Coeffin (9710004C),20,2,0,0,0,0,0,0
Belfort,Lycée Raoul Follereau (0900004R),27,8,11,2,9,2,2,0
Besançon,Lycée Jules Haag (0250011B),32,5,2,1,2,1,1,1
Bordeaux,Lycée Gustave Eiffel (0330028B),89,12,72,8,65,6,34,4
Brest,Lycée La Croix Rouge (0290335G),30,1,10,0,6,0,2,0
Brest Cedex 2,Lycée Vauban (0290012F),32,5,10,2,10,2,5,1
Cachan,Lycée Gustave Eiffel (0940111K),45,6,33,5,32,5,12,2
Caen,Lycée Jules Dumont d'Urville (0142131R),23,3,15,1,12,0,3,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),6,2,4,1,4,1,0,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),22,4,2,0,1,0,1,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),21,3,3,0,3,0,2,0
Clichy,Lycée Newton-Enrea (0920136Y),25,2,9,0,9,0,8,0
Cluny,Lycée La Prat's (0710023P),20,4,12,1,8,1,3,0
Dijon,Lycée Gustave Eiffel (0211033J),33,4,14,1,12,1,5,0
Dunkerque,Lycée De L'Europe (0590072H),10,2,0,0,0,0,0,0
Grenoble,Lycée Vaucanson (0380033E),68,8,23,3,19,3,8,2
Le Havre,Lycée Robert Schuman (0760058A),16,2,5,2,4,2,1,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),16,1,9,0,9,0,3,0
Lille,Lycée César Baggio (0590121L),64,13,17,1,14,1,8,1
Lille,Lycée privé Frédéric Ozanam (0593007Y),5,1,1,0,0,0,0,0
