ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),5,1,1,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),8,3,4,2,4,2,1,0
Aix-En-Provence,Lycée Vauvenargues (0130003H),41,9,28,7,23,6,10,4
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),42,7,39,7,27,6,18,5
Ajaccio,Lycée Laetitia Bonaparte (6200002H),10,3,7,3,6,2,3,0
Albi,Lycée Laperouse (0810006S),20,4,16,3,13,3,2,1
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),27,5,6,1,3,1,0,0
Angers,Lycée Saint-Martin (0490824E),20,0,13,0,12,0,8,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),33,3,29,2,25,0,7,0
Annecy Cedex,Lycée Berthollet (0740003B),41,3,41,3,35,3,11,1
Annonay,Lycée Saint Denis (0071126L),10,0,10,0,6,0,3,0
Antony,Lycée Sainte Marie (0920904H),33,6,25,4,23,4,6,3
Argenteuil,Lycée Jean Jaurès (0950641F),17,4,7,1,4,1,1,0
Arras,Lycée Robespierre (0620006V),23,4,17,1,13,0,6,0
Auxerre,Lycée Jacques Amyot (0890003V),16,3,8,1,6,1,1,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),42,9,14,3,8,2,4,0
Balma,Lycée Saliège (0312408Z),36,6,24,1,22,1,12,1
Belfort,Lycée Condorcet (0900002N),18,1,14,0,11,0,5,0
Besançon,Lycée Victor Hugo (0250007X),28,5,28,5,26,5,12,3
Bordeaux,Lycée Gustave Eiffel (0330028B),88,16,77,15,71,15,18,1
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),64,18,58,18,50,15,10,3
Brest,Lycée Naval (0290063L),26,5,25,5,21,3,7,1
Brest,Lycée Sainte Anne (0290338K),16,6,10,4,9,4,1,1
Brest Cedex 2,Lycée Vauban (0290012F),47,9,40,8,39,8,19,5
Caen,Lycée Victor Hugo (0142059M),50,9,47,9,42,9,14,3
Cannes Cedex,Lycée Stanislas (0060673Z),30,9,25,7,22,7,5,1
Casablanca,ELBILIA SUP (99696011),10,2,6,2,1,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),36,14,13,5,4,2,0,0
Casablanca,Lycée Mohamed V (99926411),22,15,6,4,0,0,0,0
Chambéry,Lycée Vaugelas (0730013T),26,7,19,5,17,4,9,1
Clermont-Ferrand,Lycée La Fayette (0630021F),39,8,31,7,28,6,15,4
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),32,5,28,4,27,4,5,1
Dijon,Lycée Carnot (0210015C),36,5,32,4,30,4,10,1
Dijon,Lycée Gustave Eiffel (0211033J),37,7,32,6,23,4,13,3
Douai,Lycée Albert Chatelet (0590063Y),42,11,36,9,32,8,4,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),24,4,14,1,8,0,4,0
El Jadida,Lycée Errazi (99927011),5,2,1,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),29,4,20,2,18,1,9,1
Evry,Lycée Parc des Loges (0911251R),18,3,6,0,4,0,2,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),9,6,6,4,1,1,1,1
Fontainebleau,Lycée François 1er (0770927P),34,8,29,7,20,5,9,3
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),24,7,6,1,5,1,1,1
Grenoble Cedex 1,Lycée Champollion (0380027Y),86,17,80,16,78,15,30,3
Guelmim,Lycée Bab Essahra (L0041),4,4,3,3,0,0,0,0
Kenitra,Lycée Mohamed VI (99948211),6,4,0,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),42,6,29,4,20,4,8,1
La Rochelle,Lycée Jean Dautet (0170028N),25,6,16,5,14,4,10,4
Le Mans Cedex 01,Lycée Montesquieu (0720029R),24,2,22,1,20,1,8,1
Le Raincy,Lycée Albert Schweitzer (0930830X),29,5,17,2,15,2,9,2
Les Ulis,Lycée L'Essouriau (0911492C),20,2,18,1,18,1,4,1
Lille,Lycée César Baggio (0590121L),56,13,44,10,34,9,10,2
Lille Cedex,Lycée Faidherbe (0590119J),28,6,25,6,19,5,1,0
Limoges Cedex,Lycée Gay-Lussac (0870015U),38,8,32,7,29,6,6,1
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),35,6,30,6,29,6,9,3
Lyon,Lycée aux Lazaristes (0690522T),21,13,20,13,19,12,1,1
Lyon,Lycée Jean Perrin (0690082P),40,14,27,8,22,6,9,2
Lyon,Lycée La Martinière Monplaisir (0692866R),78,14,71,13,69,13,28,7
Lyon Cedex 06,Lycée du Parc (0690026D),43,14,40,13,31,11,3,0
Lyon Cedex 1,Institution des Chartreux (0690564N),7,2,1,0,0,0,0,0
Marrakech,Classes préparatoires Ibn Ghazi 2 (E0017),5,0,2,0,1,0,0,0
Marrakech,CPGE privée Koutoubia-Prépas (99697011),7,1,1,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),14,7,8,3,2,0,1,0
Marseille Cedex 1,Lycée Thiers (0130040Y),41,7,36,7,32,7,8,0
Marseille Cedex 10,Lycée Jean Perrin (0130053M),34,12,30,10,29,10,10,3
Meaux,Lycée Henri Moissan (0770930T),17,5,10,4,10,4,3,2
