ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),4,0,1,0,1,0,1,0
Albi,Lycée Louis Rascol (0810004P),28,5,15,3,11,2,8,1
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),27,1,19,1,11,1,5,1
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),24,1,17,1,9,0,3,0
Aubervilliers,Lycée Le Corbusier (0930117X),19,4,9,1,3,0,2,0
Benguérir,LYDEX (L0081),22,7,15,4,13,2,12,2
Beni-Mellal,Lycée Technique Mohamed V (99929811),8,1,4,1,4,1,0,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),19,2,18,1,9,0,4,0
Cachan,Lycée Polyvalent de Cachan (0940580V),30,0,23,0,16,0,9,0
Cannes Cedex,Lycée Jules Ferry (0060014H),18,2,8,1,7,1,4,1
Chambéry,Lycée Monge (0730016W),21,2,16,2,9,1,4,1
Clermont-Ferrand,Lycée La Fayette (0630021F),17,0,13,0,7,0,3,0
Colmar,Lycée Blaise Pascal (0680010S),17,1,11,1,6,1,2,0
Corbeil-Essonnes,Lycée Robert Doisneau (0910620E),20,0,12,0,2,0,1,0
Dijon,Lycée Gustave Eiffel (0211033J),25,2,20,2,10,0,5,0
Fort-De-France,Lycée Joseph Gaillard (9720004X),7,1,5,0,1,0,0,0
Haguenau,Lycée Alphonse Heinrich (0671509B),9,0,6,0,3,0,1,0
La Rochelle,Lycée Léonce Vieljeux (0170029P),37,1,27,1,24,1,9,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),14,2,10,2,6,1,5,1
Lorient,Lycée Saint Joseph Lorient (0560181T),30,2,18,2,8,1,4,1
Lyon,Lycée aux Lazaristes (0690522T),29,1,23,1,18,1,3,0
Lyon,Lycée Edouard Branly (0690128P),28,0,23,0,14,0,9,0
Marseille,Lycée Antonin Artaud (0132733A),27,1,19,0,10,0,5,0
Meaux,Lycée Pierre de Coubertin (0770931U),14,0,5,0,1,0,1,0
Metz,Lycée Louis Vincent (0570058D),21,0,15,0,7,0,6,0
Mohammedia,Lycée Technique - Mohammadia (99927711),22,9,12,4,9,3,3,0
Montbéliard Cedex,Lycée Polyvalent Germaine TILLION (0251994G),17,0,12,0,6,0,4,0
Montceau-Les-Mines,Lycée Henri Parriat (0710054Y),23,0,23,0,9,0,5,0
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),15,1,15,1,5,0,1,0
Oujda,Lycée Omar Ibn Abdelaziz (99927611),3,0,1,0,1,0,1,0
Paris,Lycée Raspail (0750691U),34,2,21,0,12,0,6,0
Paris 6e,Lycée Saint-Nicolas (0754025T),19,0,17,0,12,0,3,0
Pau,Lycée Saint-Cricq (0640057P),32,3,25,2,13,1,10,0
Rueil-Malmaison,Lycée Richelieu (0920799U),31,2,30,2,21,1,11,0
Safi,Lycée Moulay Abdellah (99929411),7,2,1,0,0,0,0,0
Saint-Benoit,Lycée Amiral Pierre Bouvet (9740471U),20,0,11,0,4,0,2,0
Saint-Brieuc,Lycée Chaptal (0220058U),23,0,18,0,11,0,5,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),22,2,18,2,8,1,4,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),21,1,12,1,7,0,2,0
Saint-Orens-De-Gameville,Lycée Pierre-Paul Riquet (0312289V),19,2,12,2,10,2,6,0
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),33,0,25,0,18,0,8,0
Sale,Collège Selmane Al-Farissi (L0002),8,1,7,1,7,1,6,1
Settat,Centre des classes préparatoires Settat (E0003),7,3,3,0,2,0,0,0
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),28,2,20,2,9,1,3,0
Toulon,Lycée Rouvière (0830056K),25,2,23,2,13,0,9,0
Tourcoing,Lycée Colbert (0590214M),9,1,8,1,2,1,0,0
Troyes,Lycée Les Lombards (0100025Y),22,5,12,3,6,3,4,1
Valenciennes,Lycée Du Hainaut (0590223X),21,3,14,2,2,1,1,1
Versailles,Lycée Jules Ferry (0782565P),25,2,25,2,16,1,8,0
