ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),1,1,0,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),51,16,16,2,16,2,6,1
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),23,2,12,1,7,0,3,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),13,5,8,3,4,2,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),24,3,10,2,8,1,2,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),11,1,3,0,1,0,1,0
Annecy Cedex,Lycée Berthollet (0740003B),18,3,13,2,11,2,6,1
Antony,Lycée Sainte Marie (0920904H),30,2,21,0,12,0,1,0
Arras,Lycée Robespierre (0620006V),7,0,0,0,0,0,0,0
Autun Cedex,Lycée Militaire National (0711064W),13,0,1,0,1,0,0,0
Beni-Mellal,DAY PREPAS (L0038),1,0,0,0,0,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),12,3,1,0,1,0,0,0
Besançon,Lycée Victor Hugo (0250007X),34,6,26,4,26,4,10,1
Beyrouth,Ecole Supérieure d'ingénieurs (99926311),5,0,2,0,2,0,0,0
Bizerte,IPEIB (16200011),1,1,1,1,1,1,0,0
Blois Cedex,Lycée Dessaignes (0410002E),4,0,1,0,1,0,0,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),15,2,10,2,9,2,2,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),101,23,77,17,70,16,21,5
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),2,1,0,0,0,0,0,0
Bourg-En-Bresse,Lycée Lalande (0010013J),11,2,5,0,3,0,0,0
Bourges,Lycée Alain-Fournier (0180005H),4,1,2,1,1,0,0,0
Brest,Lycée Naval (0290063L),29,4,19,2,10,1,3,0
Brest,Lycée Sainte Anne (0290338K),7,2,3,1,3,1,1,0
Brest Cedex 2,Lycée de Kerichen (0290007A),33,7,23,5,19,4,8,2
Caen Cedex 4,Lycée Malherbe (0140013N),49,9,27,4,13,0,5,0
Cannes Cedex,Lycée Stanislas (0060673Z),14,1,3,0,2,0,1,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),20,4,2,0,1,0,0,0
Casablanca,ELBILIA SUP (99696011),1,0,0,0,0,0,0,0
Casablanca,ESG Prépas (E0005),13,2,3,2,3,2,0,0
Casablanca,ESTEM (E0004),6,0,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),23,4,1,0,1,0,0,0
Casablanca,Lycée Al Khansaa (3500050C),37,12,3,1,3,1,1,1
Casablanca,Lycée Mohamed V (99926411),67,31,12,5,11,5,2,1
Castres,Lycée Borde Basse (0810959C),8,3,6,2,4,0,3,0
Chambéry,Lycée Vaugelas (0730013T),9,2,5,1,2,0,2,0
Chartres,Lycée Marceau (0280007F),18,3,9,1,5,0,2,0
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),23,2,18,1,10,0,6,0
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),5,0,1,0,1,0,0,0
Clermont-Ferrand,Lycée La Fayette (0630021F),5,1,4,1,3,1,0,0
