ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),5,0,2,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),22,7,7,3,2,1,0,0
Aix-En-Provence,Lycée Vauvenargues (0130003H),54,13,29,8,23,7,12,2
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),42,8,37,6,32,5,16,3
Ajaccio,Lycée Laetitia Bonaparte (6200002H),6,2,4,2,3,2,1,1
Albi,Lycée Laperouse (0810006S),27,5,23,4,14,2,7,2
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),35,10,22,5,17,3,6,2
Angers,Lycée Saint-Martin (0490824E),23,3,9,1,9,1,4,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),28,2,24,2,21,2,8,2
Annecy Cedex,Lycée Berthollet (0740003B),37,8,35,8,34,8,19,4
Annonay,Lycée Saint Denis (0071126L),13,1,11,1,8,1,3,0
Antony,Lycée Sainte Marie (0920904H),36,2,26,1,18,0,5,0
Argenteuil,Lycée Jean Jaurès (0950641F),23,5,8,1,5,1,0,0
Arras,Lycée Robespierre (0620006V),37,6,16,4,8,2,6,1
Auxerre,Lycée Jacques Amyot (0890003V),10,1,4,0,4,0,1,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),43,5,16,2,10,2,5,0
Balma,Lycée Saliège (0312408Z),30,5,26,5,23,4,12,2
Belfort,Lycée Raoul Follereau (0900004R),16,1,10,0,8,0,4,0
Besançon,Lycée Victor Hugo (0250007X),36,5,32,4,29,4,7,1
Bordeaux,Lycée Gustave Eiffel (0330028B),86,18,78,17,71,16,23,6
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),62,14,58,13,51,12,8,3
Brest,Lycée Naval (0290063L),26,3,25,3,19,2,4,0
Brest,Lycée Sainte Anne (0290338K),17,2,10,0,6,0,1,0
Brest Cedex 2,Lycée Vauban (0290012F),39,8,32,7,28,5,14,2
Caen,Lycée Victor Hugo (0142059M),40,11,25,6,19,5,9,3
Cannes Cedex,Lycée Stanislas (0060673Z),34,7,27,4,25,3,7,1
Casablanca,ELBILIA SUP (99696011),19,5,6,1,3,0,1,0
Casablanca,Groupe scolaire La Résidence (3500055H),44,19,12,4,5,4,0,0
Casablanca,Lycée Mohamed V (99926411),22,12,4,1,0,0,0,0
Chambéry,Lycée Vaugelas (0730013T),38,9,21,3,16,2,8,0
Clermont-Ferrand,Lycée La Fayette (0630021F),42,7,33,6,30,6,12,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),41,3,31,2,27,2,11,0
Dakhla,Lycée Okba Ibn Nafea (L0055),2,1,1,1,0,0,0,0
Dijon,Lycée Carnot (0210015C),40,7,37,6,31,5,15,2
Dijon,Lycée Gustave Eiffel (0211033J),38,10,32,8,25,7,10,1
Douai,Lycée Albert Chatelet (0590063Y),46,10,44,9,42,9,10,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),26,6,21,3,17,3,9,2
El Jadida,Lycée Errazi (99927011),7,2,1,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),27,6,16,2,12,1,4,0
Evry,Lycée Parc des Loges (0911251R),24,7,13,4,9,2,2,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),15,4,4,0,2,0,1,0
Fontainebleau,Lycée François 1er (0770927P),41,10,35,10,29,8,8,3
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),29,11,8,3,8,3,3,2
Grenoble Cedex 1,Lycée Champollion (0380027Y),87,13,80,11,76,10,22,2
Guelmim,Lycée Bab Essahra (L0041),5,2,2,1,1,0,1,0
Kenitra,Lycée Mohamed VI (99948211),7,1,2,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),43,3,30,1,22,1,10,1
La Rochelle,Lycée Jean Dautet (0170028N),41,7,25,6,19,4,6,2
Le Mans Cedex 01,Lycée Montesquieu (0720029R),34,7,23,3,19,3,10,1
Le Raincy,Lycée Albert Schweitzer (0930830X),30,3,12,2,10,1,5,1
Les Ulis,Lycée L'Essouriau (0911492C),21,1,16,1,15,1,5,0
Lille,Lycée Catholique Saint Pierre (0593117T),1,1,0,0,0,0,0,0
Lille,Lycée César Baggio (0590121L),50,12,39,10,33,8,13,3
Lille,Lycée privé Frédéric Ozanam (0593007Y),1,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),32,4,28,3,19,3,0,0
Limoges Cedex,Lycée Gay-Lussac (0870015U),51,15,46,15,41,13,16,6
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),32,3,21,2,20,2,7,2
Lyon,Lycée aux Lazaristes (0690522T),22,10,21,10,19,9,0,0
Lyon,Lycée Jean Perrin (0690082P),45,11,34,8,32,7,15,2
Lyon,Lycée La Martinière Monplaisir (0692866R),89,13,83,12,73,11,34,4
Lyon Cedex 06,Lycée du Parc (0690026D),59,18,54,18,47,16,8,0
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,1,0,1,0,1,0
Marrakech,Classes préparatoires Ibn Ghazi 2 (E0017),2,0,0,0,0,0,0,0
Marrakech,CPGE privée Koutoubia-Prépas (99697011),3,2,0,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),6,2,3,0,2,0,2,0
Marseille,Lycée Jean Perrin (0130053M),42,12,35,10,33,10,17,5
Marseille Cedex 1,Lycée Thiers (0130040Y),28,6,27,6,24,6,0,0
Meaux,Lycée Henri Moissan (0770930T),26,5,12,0,10,0,5,0
Meknès,Lycée Omar Ibn Al Khattab (99928611),14,3,4,0,1,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),21,2,10,1,8,1,5,1
Metz Cedex 1,Lycée Fabert (0570054Z),41,9,34,8,31,8,6,2
