ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
AGADIR,Lycée Reda Slaoui (99926811),5,1,0,0,0,0,0,0
Amiens,Lycée Louis Thuillier (0800009A),64,39,40,25,35,20,24,13
Angers,LEGTA Angers le Fresne (0490946M),28,17,23,13,22,12,13,9
Arras,Lycée Robespierre (0620006V),36,21,8,6,6,5,3,3
Auzeville Tolosane,LEGTA Toulouse Auzeville (0311262D),28,22,27,21,26,20,14,9
Bordeaux,Lycée Michel Montaigne (0330021U),73,50,67,46,61,41,49,31
Caen,Lycée Malherbe (0140013N),81,55,74,52,70,49,44,31
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),46,29,41,26,39,24,31,20
Dijon,Lycée Carnot (0210015C),32,19,20,13,18,12,12,9
Douai,Lycée Albert Chatelet (0590063Y),44,31,24,18,23,17,16,13
Fontainebleau,Lycée Francois 1er (0770927P),32,24,20,14,17,11,13,8
Grenoble,Lycée Champollion (0380027Y),77,47,67,41,66,41,48,29
KENITRA,Lycée Ibn El Wafid (99948211),5,4,0,0,0,0,0,0
La Mulatière,Lycée Assomption Bellevue (0690539L),33,24,16,12,13,10,8,6
Le Raincy,Lycée Albert Schweitzer (0930830X),21,17,12,11,12,11,11,10
Le Tampon,Lycée Roland Garros (9740002J),31,22,14,11,14,11,9,9
Lempdes,LEGTA Marmilhat (0630984C),28,17,22,14,20,13,15,9
Lille,Lycée Faidherbe (0590119J),73,49,49,30,43,26,34,20
Lyon,Lycée du Parc (0690026D),131,95,121,88,118,85,89,66
Lyon,Lycée La Martiniere Monplaisir (0692866R),41,32,30,21,29,20,25,19
Marseille,Lycée Thiers (0130040Y),121,88,102,73,99,70,76,56
Metz,Lycée Georges de La Tour (0572757M),30,20,22,13,17,10,10,6
Montargis,LEGTA Le Chesnoy - Les Barres (0450094H),26,12,16,7,15,6,11,4
Montpellier,Lycée Joffre (0340038G),33,23,26,17,25,16,15,8
Nancy,Lycée Henri Poincaré (0540038Y),71,51,55,40,54,39,40,29
Nantes,Externat des Enfants Nantais (0440160K),40,26,28,19,26,17,20,13
Nantes,Lycée Clémenceau (0440021J),86,59,75,52,75,52,57,38
Nice,Lycée Massena (0060030A),37,30,28,23,23,20,14,12
Orléans,Lycée Pothier (0450049J),43,28,31,19,28,16,19,8
Paris 5e,Lycée Henri IV (0750654D),45,29,44,28,43,28,25,19
Paris 6e,Lycée Fénelon (0750660K),41,32,37,29,33,26,22,19
Paris 6e,Lycée Saint-Louis (0750658H),122,95,113,89,111,88,83,65
Paris 8e,Lycée Chaptal (0750663N),69,45,51,31,47,29,31,22
Paris 13e,ENCPB (0750685M),39,25,29,20,27,18,21,14
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),35,22,10,6,9,5,7,4
Paris 16e,Lycée Janson de Sailly (0750699C),78,53,71,49,70,48,57,38
Paris 16e,Lycée Jean-Baptiste Say (0750700D),35,26,24,19,21,17,19,16
Pau,Lycée Louis Barthou (0640055M),41,27,30,19,26,17,23,15
Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),22,17,9,5,8,5,4,1
Poitiers,Lycée Camille Guérin (0860035W),73,48,54,33,51,31,41,26
Reims,Lycée Clémenceau (0510031G),39,31,29,25,25,22,15,14
Rennes,Lycée Chateaubriand (0350710G),116,73,99,64,91,60,58,43
Rouen,Lycée Pierre Corneille (0760090K),41,28,36,23,34,22,20,15
Saint-Etienne,Lycée Claude Fauriel (0420041S),42,33,34,26,30,24,23,17
Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),119,88,98,73,94,69,64,46
Salon-De-Provence,Lycée de l'Emperi (0130160D),1,0,0,0,0,0,0,0
Sceaux,Lycée Lakanal (0920145H),87,61,67,48,62,43,42,29
Strasbourg,Lycée Jean Rostand (0670084C),35,29,30,25,28,23,22,17
Toulouse,Lycée Ozenne (0310047H),37,26,30,22,29,21,20,13
Toulouse,Lycée Pierre de Fermat (0310036W),91,63,81,56,76,54,52,36
Tours,Lycée Descartes (0370035M),37,28,22,19,17,16,7,6
Versailles,Lycée Hoche (0782562L),82,56,72,48,70,46,50,33
Versailles,Lycée Sainte Geneviève (0783053V),42,26,41,26,41,26,31,22
