ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),22,4,11,1,6,0,1,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),71,22,41,15,26,9,14,5
Albi,Lycée Laperouse (0810006S),7,2,3,0,2,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),20,6,7,5,7,5,3,2
Angers Cedex 01,Lycée Henri Bergson (0491966W),4,1,0,0,0,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),35,13,16,5,9,3,3,0
Antony,Lycée Sainte Marie (0920904H),28,8,18,4,15,4,10,2
Arras,Lycée Robespierre (0620006V),6,0,0,0,0,0,0,0
Avignon,Lycée Saint Joseph (0840072X),4,2,0,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),48,13,29,8,19,4,6,0
Bayonne,Lycée René Cassin (0640010N),19,2,7,2,5,1,0,0
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),5,0,3,0,3,0,1,0
Belfort,Lycée Raoul Follereau (0900004R),6,2,2,0,1,0,1,0
Besançon,Lycée Victor Hugo (0250007X),14,3,6,1,5,1,4,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),12,4,8,2,3,0,2,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),75,28,54,21,42,16,16,5
Bourg-En-Bresse,Lycée Lalande (0010013J),13,7,2,2,1,1,1,1
Brest,Lycée Sainte Anne (0290338K),3,1,1,0,1,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),43,17,17,5,9,4,1,1
Caen,Lycée Privé Sainte-Marie (0141164P),6,1,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),41,5,15,3,8,2,2,0
Chartres,Lycée Marceau (0280007F),12,1,6,1,4,0,2,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),47,12,26,5,16,4,4,1
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),8,0,5,0,2,0,0,0
Dijon,Lycée Carnot (0210015C),37,8,12,4,5,2,2,1
Douai,Lycée Albert Chatelet (0590063Y),14,3,2,0,0,0,0,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),5,1,2,0,1,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),17,6,8,3,7,3,2,2
Evreux,Lycée Aristide Briand (0270016W),10,0,3,0,2,0,0,0
Fontainebleau,Lycée François 1er (0770927P),16,3,11,1,7,1,2,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),10,4,2,1,2,1,1,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),52,15,33,7,25,6,4,1
La Flèche Cedex,Prytanée National Militaire (0720896H),16,3,10,2,4,1,0,0
La Mulatière,Lycée Assomption Bellevue (0690539L),8,3,2,1,2,1,0,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),22,3,16,2,12,2,3,0
Le Raincy,Lycée Albert Schweitzer (0930830X),17,5,5,2,2,0,1,0
Lille,Lycée Catholique Saint Pierre (0593117T),1,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),68,23,49,16,38,14,10,5
Limoges Cedex,Lycée Gay-Lussac (0870015U),25,10,15,7,5,4,1,1
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),11,1,6,0,5,0,3,0
Lyon,Lycée aux Lazaristes (0690522T),33,11,32,10,30,10,11,4
Lyon,Lycée Jean Perrin (0690082P),7,1,3,1,2,1,1,0
Lyon,Lycée La Martinière Monplaisir (0692866R),52,15,28,5,21,3,6,0
Lyon Cedex 06,Lycée du Parc (0690026D),112,36,99,30,81,26,31,8
Marseille Cedex 1,Lycée Thiers (0130040Y),73,18,51,14,40,12,15,4
Melun Cedex,Lycée Jacques Amyot (0770933W),23,6,8,2,6,1,1,0
Metz Cedex 1,Lycée Fabert (0570054Z),40,16,24,10,14,4,7,1
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),9,2,4,1,3,1,2,1
Montpellier Cedex 2,Lycée Joffre (0340038G),61,25,22,6,16,4,2,0
Mulhouse,Lycée Albert Schweitzer (0680031P),3,0,0,0,0,0,0,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),53,18,32,11,19,8,7,2
Nantes,Lycée Saint Stanislas (0440163N),19,2,10,0,7,0,3,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),47,15,34,9,24,9,7,3
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),70,25,67,24,65,22,30,11
Nice Cedex 1,Lycée Massena (0060030A),78,37,58,27,47,21,14,4
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),9,3,1,0,0,0,0,0
Orléans Cedex 1,Lycée Pothier (0450049J),19,3,5,2,4,2,1,1
Orsay,Lycée Blaise Pascal (0910626L),35,10,23,7,19,7,4,0
Paris,Lycée Saint-Louis (0750658H),158,72,142,62,126,53,39,13
Paris,Lycée Honoré De Balzac (0750705J),22,5,6,2,3,2,1,1
Paris,Lycée Janson de Sailly (0750699C),103,31,72,22,51,15,15,5
Paris 4e,Lycée Charlemagne (0750652B),56,15,42,9,35,9,5,2
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),35,10,32,9,27,8,8,2
Paris Cedex 03,Lycée Turgot (0750647W),27,7,9,1,9,1,2,1
Paris Cedex 05,Lycée Henri IV (0750654D),37,10,35,10,31,8,6,1
Paris Cedex 05,Lycée Louis Le Grand (0750655E),117,53,107,49,98,45,24,14
Paris Cedex 06,Lycée Stanislas (0753840S),86,25,80,23,77,23,27,6
Paris Cedex 09,Lycée Jacques Decour (0750668U),44,16,23,10,18,8,5,2
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),27,11,16,7,10,4,3,1
Paris 15e,Lycée Buffon (0750693W),32,10,27,8,21,7,8,2
Paris 17e,Lycée Carnot (0750704H),30,14,22,10,15,6,5,2
Paris 5e,Lycée Lavoisier (0750656F),27,6,12,4,5,3,1,1
Paris 6e,Lycée Fénelon (0750660K),36,17,34,16,28,14,6,5
Paris 8e,Lycée Chaptal (0750663N),69,26,46,15,31,12,7,3
Paris 9e,Lycée Condorcet (0750667T),28,13,15,6,10,4,3,1
Pau Cedex,Lycée Louis Barthou (0640055M),29,11,6,4,3,2,1,1
Périgueux Cedex,Lycée Bertran de Born (0240024W),9,2,4,1,3,1,1,0
Perpignan,Lycée François Arago (0660010C),5,2,0,0,0,0,0,0
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),6,3,5,3,2,1,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),15,8,5,2,2,1,1,0
Quimper,Lycée Auguste Brizeux (0290069T),9,2,2,1,2,1,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),29,11,13,2,6,2,6,2
Rennes,Lycée privé Assomption (0350778F),11,2,5,1,4,1,0,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),53,21,29,12,22,8,5,1
Rouen Cedex,Lycée Pierre Corneille (0760090K),70,21,39,10,25,7,11,2
Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),9,2,0,0,0,0,0,0
Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),9,5,2,2,2,2,1,1
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),32,10,7,3,6,3,2,1
Saint-Germain-En-Laye Cedex,Lycée Jeanne D'Albret (0782132U),9,2,5,2,4,2,2,1
Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),15,4,7,2,6,2,1,0
