ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Militaire (0131596P),8,3,5,2,2,0,1,0
Aix-En-Provence,Lycée Paul Cezanne (0130002G),53,20,55,21,51,21,16,7
Albi,Lycée Laperouse (0810006S),17,6,16,6,15,5,10,4
Amiens,Lycée Louis Thuillier (0800009A),27,10,22,9,19,8,6,1
Angers,Lycée Henri Bergson (0491966W),23,8,21,8,17,7,10,5
Annecy,Lycée Berthollet (0740003B),34,14,29,14,21,10,9,5
Antony,Lycée Sainte Marie (0920904H),29,4,29,4,28,4,13,3
Arras,Lycée Robespierre (0620006V),15,5,12,4,7,3,2,1
Avignon,Lycée St Joseph (0840072X),22,4,17,4,15,3,7,1
Balma,Lycée Saliège (0312408Z),56,14,48,11,42,9,9,3
Bayonne,Lycée René Cassin (0640010N),17,5,17,5,15,5,11,4
Belfort,Lycée Condorcet (0900002N),15,14,14,13,9,8,3,2
Besançon,Lycée Victor Hugo (0250007X),31,15,29,13,26,10,11,3
Bordeaux,Lycée Camille Jullian (0330023W),24,7,23,6,19,5,6,2
Bordeaux,Lycée Michel Montaigne (0330021U),24,10,21,11,19,10,0,0
Bourg-En-Bresse,Lycée Lalande (0010013J),26,8,22,6,16,3,9,0
Bourges,Lycée Alain-Fournier (0180005H),14,4,9,3,6,3,3,2
Brest,Lycée de Kerichen (0290007A),25,9,21,8,16,5,6,1
Brest,Lycée Sainte Anne (0290338K),14,4,10,2,7,1,3,1
Caen,Lycée Privé Sainte-Marie (0141164P),11,2,7,1,6,1,3,0
Caen,Lycée Victor Hugo (0142059M),25,5,23,5,18,4,4,1
Chartres,Lycée Marceau (0280007F),21,10,15,9,11,9,4,3
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),16,5,14,5,12,4,1,0
Compiègne,Lycée Pierre d'Ailly (0600014P),19,9,14,6,6,3,2,1
Corenc,ITEC Boisfleury Europe (0381675P),14,2,13,2,13,2,8,2
Dijon,Lycée Carnot (0210015C),33,10,30,10,25,10,10,4
Douai,Lycée Albert Chatelet (0590063Y),18,7,18,7,15,7,3,0
Dunkerque,Lycée Jean Bart (0590071G),14,6,10,3,8,2,5,1
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),9,4,9,4,5,0,3,0
Evreux,Lycée Aristide Briand (0270016W),22,4,19,4,16,4,13,3
