ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),24,4,21,4,18,4,9,2
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),82,27,79,26,59,20,24,10
Albi,Lycée Laperouse (0810006S),21,12,20,12,19,12,7,3
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),57,17,39,12,32,12,11,4
Angers Cedex 01,Lycée Henri Bergson (0491966W),12,3,9,3,7,3,3,2
Annecy Cedex,Lycée Berthollet (0740003B),62,25,51,23,46,22,28,15
Annonay,Lycée Saint Denis (0071126L),9,2,5,1,4,1,1,0
Antony,Lycée Sainte Marie (0920904H),30,9,26,8,21,6,8,4
Arras,Lycée Robespierre (0620006V),16,5,9,2,4,0,1,0
Avignon,Lycée Saint Joseph (0840072X),28,10,16,7,12,4,8,4
Balma,Lycée Saliège (0312408Z),64,17,56,15,52,13,26,7
Bayonne,Lycée René Cassin (0640010N),43,12,43,12,39,10,21,8
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),27,6,8,1,8,1,3,1
Belfort,Lycée Raoul Follereau (0900004R),20,10,13,9,11,9,4,4
Besançon,Lycée Victor Hugo (0250007X),64,23,48,16,41,16,20,9
Bordeaux Cedex,Lycée Camille Jullian (0330023W),39,15,33,12,33,12,19,6
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),74,28,71,28,62,26,28,11
Bourg-En-Bresse,Lycée Lalande (0010013J),26,11,16,7,14,6,8,3
Brest,Lycée Sainte Anne (0290338K),10,4,3,2,3,2,1,0
Brest Cedex 2,Lycée de Kerichen (0290007A),62,23,52,22,48,21,18,9
Caen,Lycée Privé Sainte-Marie (0141164P),18,3,6,1,6,1,5,1
Caen,Lycée Victor Hugo (0142059M),70,20,56,17,48,15,24,9
Chartres,Lycée Marceau (0280007F),22,5,19,5,17,5,11,2
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),54,14,53,14,48,14,20,8
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),25,5,22,5,14,4,5,1
Dijon,Lycée Carnot (0210015C),60,16,39,11,35,10,20,7
Douai,Lycée Albert Chatelet (0590063Y),29,14,23,13,18,10,10,6
Dunkerque Cedex,Lycée Jean Bart (0590071G),23,10,17,8,13,8,5,3
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),22,8,9,3,9,3,2,2
Evreux,Lycée Aristide Briand (0270016W),20,2,17,1,15,1,6,0
Fontainebleau,Lycée François 1er (0770927P),27,8,21,5,16,5,8,2
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),26,13,3,1,2,1,1,1
Grenoble Cedex 1,Lycée Champollion (0380027Y),83,30,80,29,74,28,39,16
La Flèche Cedex,Prytanée National Militaire (0720896H),19,3,17,2,11,2,5,1
La Mulatière,Lycée Assomption Bellevue (0690539L),31,18,17,8,6,3,3,2
Le Havre,Lycée François 1er (0760052U),21,10,18,8,17,8,9,4
Le Mans Cedex 01,Lycée Montesquieu (0720029R),33,12,27,8,22,7,9,4
Le Raincy,Lycée Albert Schweitzer (0930830X),25,7,21,6,13,4,4,1
Lille Cedex,Lycée Faidherbe (0590119J),78,30,73,28,64,23,17,3
Limoges Cedex,Lycée Gay-Lussac (0870015U),38,12,31,11,22,9,9,3
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),38,14,34,12,30,11,12,5
Lyon,Lycée aux Lazaristes (0690522T),18,10,16,10,10,7,0,0
Lyon,Lycée Jean Perrin (0690082P),25,12,23,10,19,8,9,5
Lyon,Lycée La Martinière Monplaisir (0692866R),77,30,74,29,65,28,32,17
Lyon Cedex 06,Lycée du Parc (0690026D),98,30,90,29,80,27,19,8
Lyon Cedex 1,Institution des Chartreux (0690564N),1,1,0,0,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),63,19,60,19,56,18,13,6
Melun Cedex,Lycée Jacques Amyot (0770933W),28,7,17,3,15,3,9,2
Metz Cedex 1,Lycée Fabert (0570054Z),64,27,55,22,50,20,19,10
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),16,5,12,4,11,3,8,2
Montpellier Cedex 2,Lycée Joffre (0340038G),68,28,65,28,58,26,29,16
Mulhouse,Lycée Albert Schweitzer (0680031P),24,9,20,7,18,7,11,5
Nancy Cedex,Lycée Henri Poincaré (0540038Y),73,31,66,29,64,29,22,14
Nantes,Lycée Saint Stanislas (0440163N),35,7,31,7,27,7,10,3
Nantes Cedex 1,Lycée Clémenceau (0440021J),76,30,75,30,62,24,27,14
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),68,26,65,25,50,23,7,4
Nice Cedex 1,Lycée Massena (0060030A),76,36,69,34,60,28,11,5
