ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,VAUVENARGUES,29,7,17,4,12,3,3,0
AVIGNON,FREDERIC MISTRAL,12,2,5,0,4,0,1,0
MARSEILLE,JEAN PERRIN,29,8,19,6,14,6,4,2
MARSEILLE,THIERS,42,8,41,8,34,7,6,2
AMIENS,THUILLIER,22,7,12,3,8,2,3,1
BELFORT,CONDORCET,16,3,10,1,9,1,6,1
BESANCON,VICTOR HUGO,41,8,36,8,32,8,12,2
BORDEAUX,GUSTAVE EIFFEL,62,13,43,9,39,9,16,3
BORDEAUX,MICHEL MONTAIGNE,70,24,60,17,49,12,11,2
PAU,LOUIS BARTHOU,30,3,25,2,24,2,13,1
CAEN,VICTOR HUGO,43,3,35,2,32,2,21,2
CLERMONT-FERRAND,BLAISE PASCAL,41,10,39,9,32,8,15,4
CLERMONT-FERRAND,LA FAYETTE,30,3,25,2,25,2,12,2
AUXERRE,JACQUES AMYOT,23,4,7,1,6,1,4,1
DIJON,CARNOT,35,5,31,5,26,3,12,1
DIJON,GUSTAVE EIFFEL,31,3,18,1,15,1,9,0
ANNECY,BERTHOLLET,32,3,31,3,26,2,8,0
GRENOBLE,CHAMPOLLION,83,13,72,10,62,8,20,4
ARRAS,ROBESPIERRE,20,4,7,2,6,2,3,0
DOUAI,A. CHATELET,36,6,32,6,28,5,2,0
DUNKERQUE,JEAN BART,24,5,8,2,7,2,2,0
LILLE,CESAR BAGGIO,52,5,21,1,13,1,9,1
LILLE,FAIDHERBE,30,13,27,11,20,10,4,1
LILLE,OZANAM,4,0,2,0,2,0,1,0
VALENCIENNES,HENRI WALLON,38,5,27,2,22,2,3,1
LIMOGES,GAY LUSSAC,39,6,25,4,24,4,10,3
LYON,AUX LAZARISTES,33,3,32,3,23,3,5,0
LYON,LE PARC,36,6,35,6,28,6,2,1
LYON,INSTITUT DES CHARTRX,1,0,1,0,1,0,1,0
LYON,LA MARTINIERE,69,8,62,8,51,6,23,3
SAINT-ETIENNE,E. MIMARD,37,4,31,3,28,3,8,1
MONTPELLIER,JOFFRE,78,15,64,9,57,9,10,1
NIMES,ALPHONSE DAUDET,24,8,14,6,12,4,6,2
PERPIGNAN,F. ARAGO,42,3,27,0,21,0,11,0
METZ,FABERT,46,3,34,1,31,1,14,1
NANCY,LORITZ,60,9,49,9,45,9,18,2
ANGERS,HENRI BERGSON,23,2,16,1,14,1,4,1
LA FLECHE,PRYTANEE MILITAIRE,33,4,26,3,17,3,10,1
LE MANS,MONTESQUIEU,28,5,17,1,13,1,6,0
NANTES,GEORGES CLEMENCEAU,97,22,89,20,82,18,28,6
NICE,LES EUCALYPTUS,34,8,19,3,13,2,7,1
NICE,MASSENA,41,9,32,7,29,6,13,4
TOULON,DUMONT D'URVILLE,31,6,18,2,15,2,4,0
VALBONNE,CENTRE INTERNATIONAL,36,8,35,8,35,8,13,3
ORLEANS,POTHIER,60,9,48,7,43,6,15,2
TOURS,VAUCANSON,33,4,21,2,12,2,5,1
TOURS,DESCARTES,25,7,22,7,19,7,1,1
VIERZON,HENRI BRISSON,8,0,1,0,0,0,0,0
LE KREMLIN BICETRE,I.P.S.A.,1,0,0,0,0,0,0,0
CHAMPAGNE SUR SEINE,LA FAYETTE,20,1,15,1,14,1,8,0
LE RAINCY,ALBERT SCHWEITZER,29,12,14,4,10,2,5,2
MEAUX,LPEM.HENRI MOISSAN,14,2,7,2,7,2,6,1
ORSAY,BLAISE PASCAL,47,9,41,9,36,8,14,3
PARIS 05,LOUIS LE GRAND,35,9,33,9,23,7,2,1
