ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
PARIS 06,STANISLAS,27,3,25,3,21,3,1,0
PARIS 06,SAINT LOUIS,92,21,91,21,86,20,16,5
PARIS 08,CHAPTAL,83,15,74,13,68,12,20,4
PARIS 08,SAINTE MARIE FENELON,42,6,39,6,34,5,6,2
PARIS 09,CONDORCET,31,10,30,10,24,10,1,1
PARIS 09,JACQUES DECOUR,75,13,57,9,53,8,14,2
PARIS 12,PAUL VALERY,35,6,15,1,14,1,4,1
PARIS 13,ENCPB,44,11,34,7,23,5,9,3
PARIS 14,RASPAIL,15,7,9,2,8,1,2,0
PARIS 15,BUFFON,34,4,25,2,21,2,4,1
PARIS 15,OURANIA,1,0,1,0,1,0,0,0
PARIS 16,CLAUDE BERNARD,16,3,9,1,9,1,4,0
PARIS 16,JANSON DE SAILLY,77,15,69,11,56,9,13,5
PARIS 16,JEAN BAPTISTE SAY,42,5,39,4,34,4,6,0
SAINT-DENIS,PAUL ELUARD,14,3,2,2,2,2,0,0
SCEAUX,LAKANAL,29,4,28,4,25,3,1,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,31,4,18,3,17,3,7,0
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,30,5,30,5,21,5,2,1
VANVES,MICHELET,25,3,15,3,14,3,5,1
VERSAILLES,SAINTE GENEVIEVE,34,8,34,8,24,6,1,1
VERSAILLES,HOCHE,34,4,34,4,30,4,3,0
VERSAILLES,JULES FERRY,37,7,29,4,28,3,15,2
LA ROCHELLE,J. DAUTET,30,2,13,1,8,1,4,0
POITIERS,CAMILLE GUERIN,30,3,23,2,22,2,11,0
REIMS,FRANKLIN ROOSEVELT,84,15,67,14,50,8,23,3
TROYES,CHRESTIEN DE TROYES,16,1,9,1,3,0,2,0
BREST,LA CROIX ROUGE,9,1,2,0,0,0,0,0
BREST,VAUBAN,44,10,36,10,29,9,17,5
BREST,NAVAL,28,1,18,0,14,0,9,0
BREST,SAINTE ANNE,16,2,6,1,6,1,1,0
LORIENT,DUPUY DE LOME,16,1,11,1,10,1,3,0
RENNES,CHATEAUBRIAND,55,10,47,8,44,6,18,3
RENNES,JOLIOT CURIE,27,4,22,2,21,2,14,0
SAINT-BRIEUC,RABELAIS,30,6,16,3,14,2,6,1
EVREUX,ARISTIDE BRIAND,27,5,14,1,9,1,5,0
ROUEN,CORNEILLE,35,6,35,6,33,6,5,1
MULHOUSE,A. SCHWEITZER,26,8,10,1,8,1,5,1
STRASBOURG,COUFFIGNAL,25,2,10,0,9,0,4,0
STRASBOURG,KLEBER,78,10,71,9,64,9,27,2
TOULOUSE,BELLEVUE,43,11,34,10,29,8,18,4
TOULOUSE,DEODAT DE SEVERAC,37,2,35,2,29,2,17,0
BALMA,SALIEGE,37,6,25,4,22,4,7,0
TOULOUSE,PIERRE DE FERMAT,45,16,43,16,39,16,6,3
MONTBONNOT,PUPILLES DE L'AIR,23,3,23,3,12,2,8,0
CAEN,SAINTE MARIE,7,1,1,1,1,1,1,1
ST CYR L'ECOLE,LYCEE MILITAIRE,26,3,14,2,11,2,9,2
RENNES,ASSOMPTION,9,4,1,0,1,0,0,0
STRASBOURG,ORT FRANCE,14,3,7,2,7,2,3,1
LYON,JEAN PERRIN,30,8,15,4,13,4,5,1
CHAMBERY,VAUGELAS,32,5,16,3,12,2,7,0
ANGERS,CHARLES DE FOUCAULD,24,2,21,2,16,0,11,0
AIX-EN-PROVENCE,LYCEE MILITAIRE,31,3,20,2,14,1,10,0
SAINT MAUR LES FOSSES,D'ARSONVAL,29,7,20,4,17,4,8,1
PARIS 15,URANIE,4,1,1,0,1,0,1,0
AJACCIO,LAETITIA BONAPARTE,6,1,3,0,2,0,1,0
NOUMEA,JULES GARNIER,3,0,3,0,1,0,1,0
MARRAKECH,IBNOU TAIMIYA,7,1,3,0,1,0,0,0
TANGER,CENTRE PEDAGOGIQUE REGION,6,1,1,0,0,0,0,0
QUIMPER,LYCEE BRIZEUX,33,6,17,3,17,3,11,3
CASABLANCA,ECO SUP GALILEE,6,1,0,0,0,0,0,0
SAINTE CLOTILDE,LECONTE DE LISLE,24,4,13,4,12,4,5,2
FORT DE FRANCE,DE BELLEVUE,24,5,7,1,5,0,1,0
POINTE A PITRE,BAIMBRIDGE,20,5,5,0,3,0,1,0
CASABLANCA,AL MIZA,10,5,0,0,0,0,0,0
MARRAKECH,ENS DE MARRAKECH,6,1,0,0,0,0,0,0
