ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Militaire (0131596P),1,0,0,0,0,0,0,0
Aix-En-Provence,Lycée Paul Cezanne (0130002G),14,7,2,1,1,1,1,1
Albi,Lycée Laperouse (0810006S),3,0,0,0,0,0,0,0
AMIENS,Lycée Louis Thuillier (0800009A),2,1,0,0,0,0,0,0
Annecy,Lycée Berthollet (0740003B),17,4,2,0,2,0,1,0
Antony,Lycée Sainte Marie (0920904H),5,0,0,0,0,0,0,0
Arras,Lycée Robespierre (0620006V),4,0,0,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),24,1,1,0,0,0,0,0
Bayonne,Lycée René Cassin (0640010N),8,0,2,0,2,0,2,0
Belfort,Lycée Condorcet (0900002N),1,1,0,0,0,0,0,0
BESANCON,Lycée Victor Hugo (0250007X),5,2,2,1,2,1,1,0
Bordeaux,Lycée Camille Jullian (0330023W),4,0,0,0,0,0,0,0
Bordeaux,Lycée Michel Montaigne (0330021U),41,10,10,1,5,1,2,0
Bourg-En-Bresse,Lycée Lalande (0010013J),1,1,0,0,0,0,0,0
Bourges,Lycée Alain-Fournier (0180005H),3,2,0,0,0,0,0,0
Brest,Lycée de Kerichen (0290007A),6,2,1,0,1,0,0,0
Brest,Lycée Sainte Anne (0290338K),2,0,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),13,4,3,1,2,1,2,1
Chartres,Lycée Marceau (0280007F),2,0,0,0,0,0,0,0
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),7,1,3,0,3,0,0,0
Dijon,Lycée Carnot (0210015C),18,6,6,1,6,1,5,1
Douai,Lycée Albert Chatelet (0590063Y),5,2,0,0,0,0,0,0
Dunkerque,Lycée Jean Bart (0590071G),2,0,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),3,0,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),2,0,0,0,0,0,0,0
Grenoble,Lycée Champollion (0380027Y),36,6,9,1,8,1,7,1
Le Mans,Lycée Montesquieu (0720029R),9,2,2,1,2,1,1,1
Le Raincy,Lycée Albert Schweitzer (0930830X),6,2,0,0,0,0,0,0
Lille,Lycée Faidherbe (0590119J),36,11,11,3,10,2,5,2
Limoges,Lycée Gay-Lussac (0870015U),7,3,0,0,0,0,0,0
Lyon,Lycée aux Lazaristes (0690522T),24,5,14,3,10,2,6,1
Lyon,Lycée du Parc (0690026D),90,28,25,7,22,7,13,3
Lyon,Lycée Jean Perrin (0690082P),1,1,0,0,0,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),27,11,5,1,2,0,1,0
Marseille,Lycée Thiers (0130040Y),44,13,19,5,17,4,12,2
Melun,Lycée Jacques Amyot (0770933W),8,1,0,0,0,0,0,0
Metz,Lycée Fabert (0570054Z),17,5,8,0,7,0,4,0
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),1,1,0,0,0,0,0,0
Montpellier,Lycée Joffre (0340038G),27,7,7,1,7,1,5,1
Mulhouse,Lycée Albert Schweitzer (0680031P),1,0,0,0,0,0,0,0
Nancy,Lycée Henri Poincaré (0540038Y),19,5,9,2,7,2,4,2
Nantes,Lycée Clémenceau (0440021J),25,8,8,1,7,1,6,1
Nantes,Lycée Saint Stanislas (0440163N),8,2,0,0,0,0,0,0
Neuilly-Sur-Seine,Lycée Louis Pasteur (0920142E),51,19,12,3,9,3,3,2
Nice,Lycée Massena (0060030A),26,11,3,1,2,1,1,1
Nimes,Lycée Alphonse Daudet (0300021K),2,1,0,0,0,0,0,0
Orléans,Lycée Pothier (0450049J),21,10,2,0,1,0,0,0
Orsay,Lycée Blaise Pascal (0910626L),12,2,5,0,5,0,2,0
Paris,Lycée Honoré De Balzac (0750705J),1,1,0,0,0,0,0,0
Paris,Lycée Jacques Decour (0750668U),19,3,1,0,1,0,0,0
Paris,Lycée Stanislas (0753840S),67,20,27,4,24,2,11,2
Paris,Lycée Voltaire (0750675B),0,0,1,0,0,0,0,0
Paris 4e,IPESUP (0753144K),13,5,6,4,5,3,2,1
Paris 4e,Lycée Charlemagne (0750652B),44,17,4,1,4,1,3,1
Paris 5e,Lycée Henri IV (0750654D),41,11,23,7,22,7,13,5
Paris 5e,Lycée Lavoisier (0750656F),11,4,0,0,0,0,0,0
Paris 5e,Lycée Louis Le Grand (0750655E),134,48,72,24,63,20,47,15
Paris 6e,Lycée Fénelon (0750660K),34,18,3,0,3,0,3,0
Paris 6e,Lycée Saint-Louis (0750658H),94,34,25,4,25,4,16,3
Paris 8e,Lycée Chaptal (0750663N),24,4,4,1,4,1,1,1
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),10,1,0,0,0,0,0,0
Paris 9e,Lycée Condorcet (0750667T),7,3,0,0,0,0,0,0
Paris 15e,Lycée Buffon (0750693W),8,1,0,0,0,0,0,0
Paris 16e,Lycée Janson de Sailly (0750699C),58,13,11,0,9,0,5,0
Paris 3e,Lycée Turgot (0750647W),1,0,0,0,0,0,0,0
Pau,Lycée Louis Barthou (0640055M),4,1,0,0,0,0,0,0
Périgueux,Lycée Bertran de Born (0240024W),3,0,0,0,0,0,0,0
Perpignan,Lycée François Arago (0660010C),2,0,0,0,0,0,0,0
Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),2,1,0,0,0,0,0,0
Poitiers,Lycée Camille Guérin (0860035W),11,2,0,0,0,0,0,0
Quimper,Lycée Auguste Brizeux (0290069T),1,0,0,0,0,0,0,0
Reims,Lycée F. Roosevelt (0510034K),7,0,3,0,3,0,3,0
Rennes,Lycée Chateaubriand (0350710G),24,9,4,2,4,2,2,1
Rennes,Lycée privé Assomption (0350778F),1,0,0,0,0,0,0,0
Rouen,Lycée Pierre Corneille (0760090K),38,9,4,0,3,0,0,0
Saint-Etienne,Lycée Claude Fauriel (0420041S),12,1,0,0,0,0,0,0
Saint-Germain-en-Laye,Lycée Jeanne D'Albret (0782132U),2,0,0,0,0,0,0,0
Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),25,8,5,2,4,2,0,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),7,0,0,0,0,0,0,0
Salon-De-Provence,Lycée de l'Emperi (0130160D),3,1,0,0,0,0,0,0
Savigny-Sur-Orge,Lycée Jean Baptiste Corot (0910627M),6,3,1,1,0,0,0,0
Sceaux,Lycée Lakanal (0920145H),37,7,12,2,11,2,6,1
Strasbourg,Lycée Kleber (0670080Y),21,4,8,1,8,1,7,1
Toulon,Lycée Dumont D'Urville (0830053G),5,2,0,0,0,0,0,0
Toulouse,Lycée Bellevue (0310038Y),9,2,0,0,0,0,0,0
Toulouse,Lycée Déodat de Séverac (0310044E),4,1,0,0,0,0,0,0
Toulouse,Lycée Pierre de Fermat (0310036W),61,24,23,9,18,7,11,3
Tourcoing,Lycée Gambetta (0590212K),2,0,0,0,0,0,0,0
Tours,Lycée Descartes (0370035M),17,9,0,0,0,0,0,0
Tulle,Lycée Edmond Perrier (0190032G),1,0,0,0,0,0,0,0
Tunis,IPEST (99926211),8,3,1,0,1,0,1,0
Valbonne,C.I.V. Valbonne (0061642C),4,0,0,0,0,0,0,0
Valence,Lycée Camille Vernet (0260035X),2,0,0,0,0,0,0,0
Valenciennes,Lycée Henri Wallon (0590221V),19,3,1,0,1,0,0,0
Vanves,Lycée Michelet (0920149M),7,1,2,0,2,0,2,0
Versailles,Lycée Hoche (0782562L),61,17,22,3,21,3,12,1
Versailles,Lycée Sainte Geneviève (0783053V),141,45,78,19,58,16,42,9
