ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
PARIS 06,STANISLAS,33,4,32,4,27,4,2,1
PARIS 08,CHAPTAL,65,19,52,17,41,15,8,2
PARIS 08,SAINTE MARIE FENELON,32,9,25,8,21,7,5,2
PARIS 09,CONDORCET,27,10,24,9,20,7,6,3
PARIS 09,JACQUES DECOUR,35,6,26,6,18,4,4,0
PARIS 13,ENCPB,33,16,16,7,13,6,8,3
PARIS 15,BUFFON,28,11,26,10,23,8,9,4
PARIS 15,OURANIA,10,4,10,4,8,4,5,1
PARIS 15,URANIE,16,2,12,2,8,1,2,0
PARIS 16,JANSON DE SAILLY,134,43,111,32,98,29,25,12
PARIS 17,CARNOT,24,11,16,7,14,6,7,4
PARIS 17,HONORE DE BALZAC,22,7,8,1,7,1,4,0
PAU,LOUIS BARTHOU,50,15,41,13,39,13,17,6
PERIGUEUX,BERTRAN-DE-BORN,20,6,6,1,5,0,3,0
PERPIGNAN,F. ARAGO,27,9,10,3,8,3,3,3
POINTE A PITRE,BAIMBRIDGE,21,10,7,4,6,4,1,1
POITIERS,CAMILLE GUERIN,42,19,25,11,25,11,16,5
QUIMPER,LYCEE BRIZEUX,25,9,16,5,13,4,9,4
REIMS,FRANKLIN ROOSEVELT,82,31,52,21,43,20,18,9
RENNES,ASSOMPTION,17,3,9,1,8,1,3,0
RENNES,CHATEAUBRIAND,68,27,62,24,58,22,32,15
ROUEN,CORNEILLE,65,20,61,20,54,18,21,6
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,44,15,35,12,32,12,10,4
SAINT-BRIEUC,RABELAIS,10,2,8,2,8,2,4,2
SAINTE CLOTILDE,LECONTE DE LISLE,15,5,8,3,7,3,4,2
SAINT-ETIENNE,FAURIEL,53,15,44,13,38,11,23,8
SAINT-NAZAIRE,ARISTIDE BRIAND,9,4,5,2,4,2,3,2
SAINT-QUENTIN,PIERRE DE LA RAMEE,8,2,3,0,1,0,0,0
SALON DE PROVENCE,L'EMPERI,31,5,8,1,6,1,2,1
SAVIGNY SUR ORGE,J. B. COROT,25,8,18,8,18,8,9,4
SCEAUX,LAKANAL,65,22,58,22,54,19,15,6
SFAX,IPEIS,1,0,0,0,0,0,0,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,25,9,21,6,18,5,10,3
STRASBOURG,KLEBER,93,26,82,24,67,23,34,12
TARBES,THEOPHILE GAUTIER,25,11,7,4,5,2,3,1
TOULON,DUMONT D'URVILLE,33,12,20,9,17,8,7,5
TOULOUSE,BELLEVUE,40,13,36,11,33,10,12,4
TOULOUSE,DEODAT DE SEVERAC,21,7,16,4,16,4,6,2
TOULOUSE,PIERRE DE FERMAT,62,15,59,14,46,14,15,3
TOURCOING,GAMBETTA,17,6,10,5,7,3,1,0
TOURS,DESCARTES,73,26,62,23,58,21,36,13
TROYES,CHRESTIEN DE TROYES,12,3,4,2,3,2,1,1
TULLE,EDMOND PERRIER,11,4,3,2,3,2,1,1
TUNIS,I.P.E.I.T,8,2,2,0,0,0,0,0
TUNIS,IPEST,52,21,40,15,32,13,14,3
VALBONNE,CENTRE INTERNATIONAL,40,17,22,13,19,11,11,8
VALENCE,CAMILLE VERNET,20,10,11,6,6,3,5,3
VALENCIENNES,HENRI WALLON,99,31,86,24,71,23,23,9
VANVES,MICHELET,29,12,23,9,21,9,8,4
VERSAILLES,HOCHE,65,20,60,19,50,16,16,9
VERSAILLES,SAINTE GENEVIEVE,144,36,142,35,70,21,11,2
