ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,LYCEE MILITAIRE,18,4,11,3,6,0,6,0
AIX-EN-PROVENCE,PAUL CEZANNE,72,31,61,27,54,21,24,10
ALBI,LAPEROUSE,24,9,9,4,9,4,7,4
AMIENS,THUILLIER,31,8,17,5,13,4,8,2
ANGERS,HENRI BERGSON,19,5,14,5,14,5,10,4
ANNECY,BERTHOLLET,67,28,53,22,47,18,22,7
ANTONY,SAINTE MARIE,24,5,16,3,13,3,6,1
ARRAS,ROBESPIERRE,20,10,17,9,15,8,12,7
AVIGNON,SAINT JOSEPH,30,2,14,2,9,0,3,0
BALMA,SALIEGE,70,17,54,13,49,12,19,7
BAYONNE,RENE CASSIN,28,12,21,10,20,9,10,5
BELFORT,CONDORCET,15,7,9,2,9,2,5,2
BESANCON,VICTOR HUGO,69,28,52,19,43,16,21,8
BORDEAUX,CAMILLE JULLIAN,33,12,23,7,20,6,6,2
BORDEAUX,MICHEL MONTAIGNE,61,24,52,23,44,18,21,9
BOURG EN BRESSE,LALANDE,29,7,18,4,12,4,5,3
BOURGES,ALAIN FOURNIER,29,11,10,5,6,3,3,2
BREST,KERICHEN,46,15,39,13,34,12,17,6
BREST,SAINTE ANNE,20,10,5,4,4,3,1,0
CAEN,SAINTE MARIE,18,5,3,0,3,0,3,0
CAEN,VICTOR HUGO,51,13,38,11,33,11,21,7
CHARTRES,MARCEAU,29,6,18,3,18,3,10,2
CLERMONT-FERRAND,BLAISE PASCAL,71,29,63,29,58,29,34,18
COMPIEGNE,PIERRE D'AILLY,13,3,2,0,1,0,0,0
DIJON,CARNOT,63,21,51,16,44,15,24,7
DOUAI,A. CHATELET,23,10,21,9,15,7,4,1
DUNKERQUE,JEAN BART,24,8,10,5,6,3,2,0
ENGHIEN LES BAINS,GUSTAVE MONOD,15,6,8,2,6,1,2,0
EVREUX,ARISTIDE BRIAND,17,2,11,1,7,1,5,0
FONTAINEBLEAU,FRANCOIS 1ER,26,6,15,2,14,1,8,1
FORT DE FRANCE,DE BELLEVUE,24,13,11,3,9,2,3,2
GRENOBLE,CHAMPOLLION,69,32,62,30,56,27,33,18
JARVILLE,LA MALGRANGE,1,1,1,1,1,1,0,0
LA FLECHE,PRYTANEE MILITAIRE,20,2,16,2,14,2,8,0
LA ROCHE SUR YON,SAINT JOSEPH,9,3,3,1,2,1,0,0
LA ROCHELLE,J. DAUTET,18,5,11,3,9,3,8,3
LA TRONCHE,ITEC- BOISFLEURY,13,2,5,0,5,0,4,0
LE HAVRE,FRANCOIS 1ER,20,5,13,3,12,2,5,1
LE MANS,MONTESQUIEU,41,9,32,9,27,9,12,5
LE RAINCY,ALBERT SCHWEITZER,16,8,14,7,10,5,2,0
LENS,CONDORCET,14,3,6,1,4,1,2,1
LILLE,FAIDHERBE,70,29,61,26,50,22,24,9
LIMOGES,GAY LUSSAC,38,10,36,10,34,10,11,5
LORIENT,DUPUY DE LOME,12,3,2,0,1,0,0,0
LYON,AUX LAZARISTES,25,7,24,7,20,7,6,3
LYON,INSTITUT DES CHARTRX,2,1,0,0,0,0,0,0
LYON,JEAN PERRIN,15,5,12,4,9,4,5,3
LYON,LA MARTINIERE,60,21,57,20,55,20,33,11
LYON,LE PARC,90,31,89,31,75,25,18,8
MARSEILLE,THIERS,64,15,50,13,40,13,16,9
MELUN,JACQUES AMYOT,23,5,11,3,9,2,5,2
METZ,FABERT,61,24,54,22,47,22,22,10
MONTBONNOT,PUPILLES DE L'AIR,10,3,8,3,8,3,3,1
MONTPELLIER,JOFFRE,78,41,68,34,59,30,31,18
MULHOUSE,A. SCHWEITZER,24,6,16,6,15,6,12,5
NANCY,HENRI POINCARE,104,24,91,22,87,22,53,15
NANTES,GEORGES CLEMENCEAU,58,32,55,31,50,29,22,15
NANTES,SAINT STANISLAS,23,4,18,2,16,2,5,1
NEUILLY SUR SEINE,PASTEUR,54,21,54,21,50,21,13,6
NICE,MASSENA,27,10,24,8,22,8,7,4
NIMES,ALPHONSE DAUDET,25,10,11,6,11,6,7,4
ORLEANS,POTHIER,62,26,42,16,41,16,24,10
ORLEANS,SAINT CHARLES,1,0,1,0,1,0,1,0
ORSAY,BLAISE PASCAL,37,16,37,16,36,16,10,6
PARIS 03,TURGOT,37,10,19,5,14,5,9,3
PARIS 04,CHARLEMAGNE,69,25,63,22,58,21,20,8
PARIS 04,IPESUP,15,3,13,2,12,1,3,1
PARIS 05,HENRI IV,26,11,18,9,12,7,1,0
PARIS 05,LAVOISIER,37,16,26,12,20,10,4,3
PARIS 05,LOUIS LE GRAND,71,27,55,20,30,15,0,0
PARIS 06,FENELON,33,12,33,12,29,12,9,5
PARIS 06,SAINT LOUIS,207,93,188,87,160,79,50,26
