ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,VAUVENARGUES,5,1,2,0,2,0,1,0
AVIGNON,FREDERIC MISTRAL,3,1,0,0,0,0,0,0
MARSEILLE,JEAN PERRIN,19,4,7,1,4,1,0,0
MARSEILLE,THIERS,42,8,30,4,25,3,8,0
AMIENS,THUILLIER,7,3,0,0,0,0,0,0
BELFORT,CONDORCET,3,0,0,0,0,0,0,0
BESANCON,VICTOR HUGO,18,4,9,2,7,1,1,0
BORDEAUX,GUSTAVE EIFFEL,40,8,22,3,14,2,6,0
BORDEAUX,MICHEL MONTAIGNE,53,17,28,8,22,5,12,2
PAU,LOUIS BARTHOU,24,2,7,1,3,0,0,0
CAEN,VICTOR HUGO,30,3,6,0,3,0,1,0
CLERMONT-FERRAND,BLAISE PASCAL,31,6,12,1,9,1,4,1
CLERMONT-FERRAND,LA FAYETTE,16,2,6,0,6,0,1,0
AUXERRE,JACQUES AMYOT,9,1,0,0,0,0,0,0
DIJON,CARNOT,33,5,19,4,17,3,9,2
DIJON,GUSTAVE EIFFEL,10,1,4,0,4,0,3,0
ANNECY,BERTHOLLET,31,2,16,2,14,2,6,2
GRENOBLE,CHAMPOLLION,51,7,31,5,26,5,4,1
ARRAS,ROBESPIERRE,4,1,0,0,0,0,0,0
DOUAI,A. CHATELET,26,5,20,5,16,4,3,1
DUNKERQUE,JEAN BART,6,3,2,1,2,1,0,0
LILLE,CESAR BAGGIO,25,2,7,1,5,1,1,0
LILLE,FAIDHERBE,34,13,23,7,17,7,10,3
LILLE,OZANAM,1,0,0,0,0,0,0,0
VALENCIENNES,HENRI WALLON,31,2,10,0,7,0,4,0
LIMOGES,GAY LUSSAC,12,4,2,0,1,0,1,0
LYON,AUX LAZARISTES,31,2,15,1,12,0,3,0
LYON,LE PARC,40,7,28,3,27,3,15,1
LYON,LA MARTINIERE,50,6,31,6,30,6,12,1
SAINT-ETIENNE,E. MIMARD,11,1,5,0,4,0,1,0
MONTPELLIER,JOFFRE,54,8,27,5,23,4,10,1
NIMES,ALPHONSE DAUDET,10,1,2,0,2,0,0,0
PERPIGNAN,F. ARAGO,25,0,8,0,5,0,2,0
METZ,FABERT,31,2,10,0,9,0,4,0
NANCY,LORITZ,30,7,11,3,10,3,1,0
ANGERS,HENRI BERGSON,13,1,8,0,4,0,1,0
LA FLECHE,PRYTANEE MILITAIRE,3,0,1,0,1,0,0,0
LE MANS,MONTESQUIEU,9,0,2,0,2,0,1,0
NANTES,GEORGES CLEMENCEAU,101,19,46,6,39,5,21,3
NICE,LES EUCALYPTUS,13,1,0,0,0,0,0,0
NICE,MASSENA,27,4,11,0,8,0,2,0
TOULON,DUMONT D'URVILLE,15,2,3,1,1,0,0,0
VALBONNE,CENTRE INTERNATIONAL,31,8,9,1,9,1,6,0
ORLEANS,POTHIER,42,6,12,1,9,1,3,1
TOURS,VAUCANSON,9,1,1,0,0,0,0,0
TOURS,DESCARTES,28,7,18,5,15,3,10,1
LE KREMLIN BICETRE,I.P.S.A.,1,0,0,0,0,0,0,0
CHAMPAGNE SUR SEINE,LA FAYETTE,14,1,2,0,1,0,0,0
LE RAINCY,ALBERT SCHWEITZER,3,1,0,0,0,0,0,0
MEAUX,LPEM.HENRI MOISSAN,6,1,0,0,0,0,0,0
ORSAY,BLAISE PASCAL,46,9,16,4,16,4,5,1
PARIS 05,LOUIS LE GRAND,41,10,38,9,36,9,18,6
PARIS 06,STANISLAS,31,4,24,3,23,3,11,3
PARIS 06,SAINT LOUIS,93,21,66,15,57,12,29,6
PARIS 08,CHAPTAL,79,14,27,2,20,2,11,0
PARIS 08,SAINTE MARIE FENELON,42,6,25,4,19,3,5,0
PARIS 09,CONDORCET,34,10,29,7,26,6,15,3
PARIS 09,JACQUES DECOUR,61,11,32,4,28,2,13,1
PARIS 12,PAUL VALERY,20,2,4,0,4,0,1,0
PARIS 13,ENCPB,18,1,12,1,7,0,1,0
PARIS 14,RASPAIL,10,3,3,0,3,0,2,0
PARIS 15,BUFFON,31,2,6,0,5,0,3,0
PARIS 15,OURANIA,1,0,1,0,1,0,0,0
PARIS 16,CLAUDE BERNARD,7,2,3,0,3,0,0,0
PARIS 16,JANSON DE SAILLY,70,11,49,5,39,3,19,1
PARIS 16,JEAN BAPTISTE SAY,41,5,26,4,22,3,9,2
SAINT-DENIS,PAUL ELUARD,6,2,0,0,0,0,0,0
SCEAUX,LAKANAL,36,4,28,3,25,3,13,3
ST GERMAIN EN LAYE,JEANNE D'ALBRET,18,2,9,2,9,2,1,1
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,37,5,33,4,33,4,13,0
VANVES,MICHELET,22,3,5,2,2,0,1,0
VERSAILLES,SAINTE GENEVIEVE,44,10,42,9,39,8,20,4
VERSAILLES,HOCHE,35,4,34,4,32,4,11,1
VERSAILLES,JULES FERRY,29,5,12,2,11,1,5,0
LA ROCHELLE,J. DAUTET,9,0,1,0,0,0,0,0
POITIERS,CAMILLE GUERIN,24,2,7,1,5,1,3,1
REIMS,FRANKLIN ROOSEVELT,39,4,13,1,12,1,6,0
TROYES,CHRESTIEN DE TROYES,4,0,1,0,0,0,0,0
BREST,LA CROIX ROUGE,2,0,0,0,0,0,0,0
BREST,VAUBAN,2,0,1,0,0,0,0,0
BREST,SAINTE ANNE,1,0,1,0,0,0,0,0
LORIENT,DUPUY DE LOME,1,0,0,0,0,0,0,0
RENNES,CHATEAUBRIAND,47,8,26,4,23,4,10,1
RENNES,JOLIOT CURIE,18,2,5,0,4,0,1,0
SAINT-BRIEUC,RABELAIS,9,0,1,0,1,0,1,0
EVREUX,ARISTIDE BRIAND,9,1,1,0,0,0,0,0
ROUEN,CORNEILLE,29,6,17,4,13,3,9,2
MULHOUSE,A. SCHWEITZER,3,1,0,0,0,0,0,0
STRASBOURG,COUFFIGNAL,6,0,2,0,1,0,0,0
STRASBOURG,KLEBER,65,9,40,5,32,4,13,0
TOULOUSE,BELLEVUE,12,4,6,1,3,1,2,1
TOULOUSE,DEODAT DE SEVERAC,27,0,14,0,11,0,2,0
BALMA,SALIEGE,17,4,2,0,0,0,0,0
TOULOUSE,PIERRE DE FERMAT,47,15,45,14,40,13,22,4
CAEN,SAINTE MARIE,2,0,0,0,0,0,0,0
RENNES,ASSOMPTION,3,0,0,0,0,0,0,0
STRASBOURG,ORT FRANCE,8,2,2,1,2,1,1,0
LYON,JEAN PERRIN,18,5,2,0,1,0,0,0
CHAMBERY,VAUGELAS,7,1,1,0,0,0,0,0
ANGERS,CHARLES DE FOUCAULD,7,0,2,0,1,0,1,0
SAINT MAUR LES FOSSES,D'ARSONVAL,25,7,10,1,6,1,1,0
PARIS 15,URANIE,1,0,0,0,0,0,0,0
AJACCIO,LAETITIA BONAPARTE,4,0,0,0,0,0,0,0
NOUMEA,JULES GARNIER,3,0,0,0,0,0,0,0
