ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),2,1,0,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),13,4,1,0,1,0,1,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),20,5,19,5,16,5,4,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),32,10,26,7,23,6,5,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),7,2,4,1,4,1,1,0
Albi,Lycée Laperouse (0810006S),19,6,12,3,11,3,2,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),10,1,4,1,4,1,3,1
Angers,Lycée Saint-Martin (0490824E),18,2,8,0,8,0,3,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),27,5,18,4,14,4,3,0
Annecy Cedex,Lycée Berthollet (0740003B),27,6,21,5,17,5,8,2
Annonay,Lycée Saint Denis (0071126L),3,0,2,0,2,0,1,0
Antony,Lycée Sainte Marie (0920904H),28,4,23,3,20,3,6,1
Argenteuil,Lycée Jean Jaurès (0950641F),11,0,1,0,1,0,0,0
Arras,Lycée Robespierre (0620006V),17,2,3,0,2,0,1,0
Auxerre,Lycée Jacques Amyot (0890003V),5,1,1,0,0,0,0,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),23,2,4,0,4,0,2,0
Balma,Lycée Saliège (0312408Z),27,5,20,3,13,3,5,2
Belfort,Lycée Raoul Follereau (0900004R),15,3,7,1,6,1,2,0
Benguérir,LYDEX (L0081),14,6,2,0,2,0,0,0
Besançon,Lycée Victor Hugo (0250007X),35,4,30,4,27,3,6,1
Bordeaux,Lycée Gustave Eiffel (0330028B),71,20,56,15,47,10,17,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),76,22,71,21,67,18,33,10
Brest,Lycée Naval (0290063L),17,7,15,6,14,5,2,1
Brest,Lycée Sainte Anne (0290338K),11,3,4,2,3,1,2,1
Brest Cedex 2,Lycée Vauban (0290012F),40,6,24,3,19,3,11,1
Caen,Lycée Victor Hugo (0142059M),35,10,17,4,13,3,2,0
Cannes Cedex,Lycée Stanislas (0060673Z),28,8,22,7,14,6,5,3
Casablanca,ELBILIA SUP (99696011),9,1,1,1,1,1,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),16,7,4,1,4,1,0,0
Casablanca,Lycée Mohamed V (99926411),9,4,3,0,1,0,0,0
Chambéry,Lycée Vaugelas (0730013T),22,8,5,2,3,0,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),32,8,19,5,14,5,3,2
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),42,3,34,3,27,2,8,0
Dijon,Lycée Carnot (0210015C),42,8,35,7,31,5,12,1
Dijon,Lycée Gustave Eiffel (0211033J),34,6,20,3,17,2,4,1
Douai,Lycée Albert Chatelet (0590063Y),38,6,22,5,20,4,5,2
Dunkerque Cedex,Lycée Jean Bart (0590071G),18,4,11,4,2,0,1,0
El Jadida,Lycée Errazi (99927011),6,2,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),18,11,8,6,5,4,2,2
Evry,Lycée Parc des Loges (0911251R),12,4,5,1,4,1,1,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),11,6,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),35,12,24,7,13,5,3,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),12,6,2,1,1,0,1,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),87,17,75,14,66,14,25,5
La Flèche Cedex,Prytanée National Militaire (0720896H),23,6,17,4,13,4,0,0
La Rochelle,Lycée Jean Dautet (0170028N),28,4,8,2,4,2,1,1
Le Mans Cedex 01,Lycée Montesquieu (0720029R),36,12,24,7,20,6,6,0
Le Raincy,Lycée Albert Schweitzer (0930830X),20,1,13,1,10,1,4,0
Le Tampon,Lycée Roland Garros (9740002J),7,0,1,0,1,0,0,0
Les Ulis,Lycée L'Essouriau (0911492C),27,3,18,1,15,1,6,1
Lille,Lycée Catholique Saint Pierre (0593117T),1,0,0,0,0,0,0,0
Lille,Lycée César Baggio (0590121L),43,11,26,8,20,8,4,2
Lille Cedex,Lycée Faidherbe (0590119J),42,5,36,5,34,5,12,1
Limoges Cedex,Lycée Gay-Lussac (0870015U),40,11,20,5,17,4,1,1
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),33,12,19,6,16,5,9,4
Lyon,Lycée aux Lazaristes (0690522T),37,14,36,14,34,13,11,4
Lyon,Lycée Jean Perrin (0690082P),30,10,20,4,13,2,2,0
Lyon,Lycée La Martinière Monplaisir (0692866R),74,14,64,11,58,9,15,1
Lyon Cedex 06,Lycée du Parc (0690026D),75,18,70,17,68,17,26,6
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,0,0,0,0,0,0
Marrakech,CPGE privée Koutoubia-Prépas (99697011),2,1,0,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),25,9,2,1,2,1,1,0
Marseille,Lycée Jean Perrin (0130053M),43,14,23,8,23,8,5,2
Marseille Cedex 1,Lycée Thiers (0130040Y),46,8,43,8,38,7,13,3
Meaux,Lycée Henri Moissan (0770930T),21,5,9,3,8,3,0,0
Meknès,Lycée Omar Ibn Al Khattab (99928611),5,2,1,1,0,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),19,3,3,0,2,0,1,0
Metz Cedex 1,Lycée Fabert (0570054Z),33,5,28,4,22,3,5,1
Montferrier / Lez,Lycée Saint-Joseph Pierre Rouge (0341521U),3,0,1,0,1,0,0,0
Montigny-Les-Metz Cedex 1,Lycée Jean XXIII (0572341K),1,1,0,0,0,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),66,12,56,9,52,8,11,0
Montreuil,Lycée Condorcet (0930122C),20,3,1,0,1,0,0,0
Mulhouse,Lycée Albert Schweitzer (0680031P),22,1,7,0,6,0,3,0
Nancy,Lycée Henri Loritz (0540042C),70,4,44,1,37,1,12,1
Nancy Cedex,Lycée Henri Poincaré (0540038Y),28,12,23,10,18,8,13,8
Nantes,Lycée Saint Stanislas (0440163N),35,9,27,7,23,6,7,2
Nantes Cedex 1,Lycée Clémenceau (0440021J),139,29,127,26,116,22,55,6
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),38,9,38,9,37,9,14,2
Nice,Lycée Les Eucalyptus (0060075Z),37,7,16,2,9,1,2,1
Nice Cedex 1,Lycée Massena (0060030A),42,16,36,13,32,11,7,3
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),41,8,27,3,20,1,7,0
Nouméa,Lycée Jules Garnier (9830003L),18,7,13,5,11,5,4,3
Ollioules,Lycée Saint Joseph (0830098F),4,1,0,0,0,0,0,0
Orléans Cedex 1,Lycée Pothier (0450049J),66,14,37,9,29,8,12,4
Orsay,Lycée Blaise Pascal (0910626L),48,13,46,13,44,12,17,3
Paris,Lycée Raspail (0750691U),18,3,7,1,5,1,0,0
Paris,Lycée Saint-Louis (0750658H),209,69,191,62,184,59,49,18
Paris,Lycée Janson de Sailly (0750699C),89,24,75,19,65,17,19,6
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),35,6,33,6,31,6,9,2
Paris Cedex 05,Lycée Louis Le Grand (0750655E),32,7,32,7,30,7,5,1
Paris Cedex 06,Lycée Stanislas (0753840S),95,19,94,19,92,19,31,8
Paris Cedex 09,Lycée Jacques Decour (0750668U),78,15,50,8,44,7,13,1
Paris Cedex 12,Lycée Paul Valéry (0750679F),41,7,11,1,8,1,2,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),26,7,10,0,9,0,1,0
Paris 15e,Lycée Buffon (0750693W),31,9,19,5,11,2,4,0
Paris 16e,Lycée Claude Bernard (0750698B),59,13,35,4,30,4,16,2
Paris 16e,Lycée Jean-Baptiste Say (0750700D),25,4,20,4,20,4,6,1
Paris 8e,Lycée Chaptal (0750663N),93,25,72,19,68,18,32,9
Paris 9e,Lycée Condorcet (0750667T),43,6,38,5,36,5,14,1
Pau Cedex,Lycée Louis Barthou (0640055M),22,8,17,6,11,3,1,0
Perpignan,Lycée François Arago (0660010C),34,12,19,4,18,4,4,2
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),5,2,1,0,1,0,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),39,10,22,6,19,4,6,1
Quimper,Lycée Auguste Brizeux (0290069T),21,3,9,2,9,2,3,1
Rabat,Lycée Ibn Al Ghazi (99951011),7,2,0,0,0,0,0,0
Rabat,Lycée Moulay Youssef (99926611),5,3,0,0,0,0,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),37,7,24,5,18,4,9,3
Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),18,6,1,0,1,0,1,0
Rennes,Lycée Joliot-Curie (0350029S),37,9,33,9,31,8,10,4
Rennes,Lycée privé Assomption (0350778F),19,2,8,2,6,1,0,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),74,20,69,18,61,16,21,7
Rouen Cedex,Lycée Pierre Corneille (0760090K),43,9,36,7,35,6,5,2
Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),33,11,22,7,20,7,12,5
Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),17,4,12,3,11,3,2,1
Saint-Denis,Lycée Paul Eluard (0930125F),9,2,1,0,1,0,0,0
Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),24,3,12,3,9,2,3,1
Saint-Etienne,Lycée Etienne Mimard (0420046X),27,6,14,2,12,2,4,0
Saint-Germain-En-Laye Cedex,Lycée Jeanne D'Albret (0782132U),20,4,8,2,7,2,2,0
Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),13,7,10,5,9,4,0,0
Saint-Maur-Des-Fosses,Lycée D'Arsonval (0940121W),23,5,11,3,8,2,1,0
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),91,20,79,18,76,17,28,9
Sceaux Cedex,Lycée Lakanal (0920145H),28,6,26,5,24,4,5,2
Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),34,9,26,7,18,5,4,2
Strasbourg,Lycée Louis Couffignal (0670085D),25,7,12,2,10,2,2,1
Strasbourg,Lycée Ort (0671636P),15,4,8,0,6,0,1,0
Strasbourg Cedex,Lycée Kleber (0670080Y),113,36,91,31,77,28,23,7
Tanger,Lycée Moulay Hassan (99926911),11,1,3,0,2,0,0,0
Toulon Cedex,Lycée Dumont D'Urville (0830053G),21,4,12,1,10,1,4,0
Toulouse,Lycée Bellevue (0310038Y),43,11,34,9,29,8,10,4
Toulouse,Lycée Déodat de Séverac (0310044E),44,9,35,8,32,8,4,1
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),46,11,44,11,44,11,8,2
Tours Cedex 1,Lycée Descartes (0370035M),78,15,67,12,64,12,19,4
Troyes,Lycée Chrestien De Troyes (0100022V),24,5,6,2,2,0,2,0
Tunis,IPEST (99926211),12,4,11,4,11,4,11,4
Valence Cedex,Lycée Camille Vernet (0260035X),11,3,4,0,3,0,0,0
Valenciennes Cedex,Lycée Henri Wallon (0590221V),41,3,31,2,23,2,8,1
Vanves Cedex,Lycée Michelet (0920149M),38,11,34,11,33,11,5,1
Versailles,Lycée Jules Ferry (0782565P),19,7,13,5,11,4,4,2
Versailles Cedex,Lycée Hoche (0782562L),40,16,39,15,39,15,11,4
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),48,2,48,2,48,2,17,2
