ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
AGADIR,Lycée Reda Slaoui (99926811),3,2,0,0,0,0,0,0
Amiens,Lycée Louis Thuillier (0800009A),73,51,37,19,29,16,19,12
Angers,LEGTA Angers le Fresne (0490946M),24,14,15,8,12,6,9,4
Arras,Lycée Robespierre (0620006V),38,23,12,8,7,5,5,3
Auzeville Tolosane,LEGTA Toulouse Auzeville (0311262D),27,18,24,15,22,13,19,10
Bizerte,IPEIB (16200011),1,0,0,0,0,0,0,0
Bordeaux,Lycée Michel Montaigne (0330021U),80,47,65,40,56,36,39,26
Caen,Lycée Malherbe (0140013N),82,51,61,37,56,32,35,17
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),39,28,33,24,31,23,23,17
Dijon,Lycée Carnot (0210015C),31,21,28,18,28,18,23,14
Douai,Lycée Albert Chatelet (0590063Y),35,19,22,15,19,13,13,10
Fontainebleau,Lycée Francois 1er (0770927P),31,15,17,4,16,4,14,4
Grenoble,Lycée Champollion (0380027Y),75,52,64,46,63,45,42,28
KENITRA,Lycée Ibn El Wafid (99948211),3,2,0,0,0,0,0,0
Le Raincy,Lycée Albert Schweitzer (0930830X),19,18,9,8,7,6,4,3
Le Tampon Cédex,Lycée Roland Garros (9740002J),18,13,10,7,9,6,5,2
Lempdes,Lycée Louis Pasteur (0630984C),21,13,14,9,13,8,9,6
Lille,Lycée Faidherbe (0590119J),78,50,61,39,59,38,48,30
Lyon,Lycée Assomption Bellevue (0690539L),38,29,21,16,19,14,9,5
Lyon,Lycée du Parc (0690026D),121,90,110,83,108,81,72,53
Lyon,Lycée La Martiniere Monplaisir (0692866R),43,31,38,26,37,25,28,18
Marseille,Lycée Thiers (0130040Y),116,85,98,74,87,64,59,41
Metz,Lycée Georges de La Tour (0572757M),33,25,25,20,22,18,16,12
Montargis,LEGTA Le Chesnoy - Les Barres (0450094H),22,13,11,6,8,6,7,5
Montpellier,Lycée Joffre (0340038G),33,22,24,15,21,13,17,11
Nancy,Lycée Henri Poincaré (0540038Y),74,50,58,38,55,37,41,31
Nantes,Externat des Enfants Nantais (0440160K),29,18,15,7,14,6,8,4
Nantes,Lycée Clémenceau (0440021J),84,57,79,54,74,50,54,36
Nice,Lycée Massena (0060030A),38,26,33,22,29,20,24,16
Orléans,Lycée Pothier (0450049J),36,23,32,20,28,19,19,13
Paris,Lycée Janson de Sailly (0750699C),75,47,69,43,67,42,51,32
Paris 5e,Lycée Henri IV (0750654D),40,24,37,22,36,22,21,14
Paris 6e,Lycée Fénelon (0750660K),36,31,30,26,30,26,20,18
Paris 6e,Lycée Saint-Louis (0750658H),111,83,110,82,110,82,88,68
Paris 8e,Lycée Chaptal (0750663N),71,50,58,40,56,38,40,31
Paris 13e,ENCPB (0750685M),35,25,30,21,28,20,17,12
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),46,30,21,15,19,13,12,8
Paris 16e,Lycée Jean-Baptiste Say (0750700D),38,22,23,10,19,7,17,6
Pau,Lycée Louis Barthou (0640055M),41,26,23,14,19,12,15,12
Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),18,12,7,5,6,4,3,2
Poitiers,Lycée Camille Guérin (0860035W),68,41,56,32,47,25,32,17
Reims,Lycée Clémenceau (0510031G),47,36,39,31,37,30,28,24
Rennes,Lycée Chateaubriand (0350710G),117,76,95,65,83,56,59,42
Rouen,Lycée Pierre Corneille (0760090K),39,30,35,26,34,26,27,20
Saint-Etienne,Lycée Claude Fauriel (0420041S),36,25,31,20,26,16,18,10
Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),110,75,93,63,87,58,58,42
Sceaux,Lycée Lakanal (0920145H),85,58,65,43,62,40,45,29
Strasbourg,Lycée Jean Rostand (0670084C),35,20,32,17,31,17,21,10
Strasbourg,ORT (0671636P),1,1,1,1,0,0,0,0
Toulouse,Lycée Ozenne (0310047H),41,31,35,27,32,24,21,17
Toulouse,Lycée Pierre de Fermat (0310036W),84,59,74,52,69,50,49,33
Tours,Lycée Descartes (0370035M),34,24,30,21,29,20,23,16
Versailles,Lycée Hoche (0782562L),73,50,62,41,58,39,41,26
Versailles,Lycée Sainte Geneviève (0783053V),37,20,37,20,37,20,33,20
