ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),22,4,3,0,2,0,1,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),16,6,4,1,3,1,0,0
Angers Cedex 01,Lycée Chevrollier (0490003M),28,5,4,0,4,0,0,0
Armentières,Lycée Gustave Eiffel (0590011S),18,1,1,0,1,0,0,0
Aubervilliers,Lycée Le Corbusier (0930117X),6,1,0,0,0,0,0,0
Avignon,Lycée Philippe de Girard (0840005Z),11,3,0,0,0,0,0,0
Baie Mahault/guadeloupe,Lycée Charles Coeffin (9710004C),9,1,0,0,0,0,0,0
Belfort,Lycée Raoul Follereau (0900004R),12,0,1,0,1,0,0,0
Besançon,Lycée Jules Haag (0250011B),9,0,2,0,2,0,0,0
Bordeaux,Lycée Gustave Eiffel (0330028B),41,4,7,1,7,1,1,0
Brest,Lycée La Croix Rouge (0290335G),18,2,2,0,2,0,0,0
Brest Cedex 2,Lycée Vauban (0290012F),13,1,1,0,1,0,0,0
Cachan,Lycée Gustave Eiffel (0940111K),16,0,8,0,7,0,1,0
Caen,Lycée Jules Dumont d'Urville (0142131R),3,0,0,0,0,0,0,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),9,1,1,1,0,0,0,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),6,0,0,0,0,0,0,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),11,0,0,0,0,0,0,0
Clichy,Lycée Newton-Enrea (0920136Y),2,0,0,0,0,0,0,0
Cluny,Lycée La Prat's (0710023P),16,1,0,0,0,0,0,0
Dijon,Lycée Gustave Eiffel (0211033J),11,4,0,0,0,0,0,0
Grenoble,Lycée Vaucanson (0380033E),24,5,3,0,2,0,0,0
Le Havre,Lycée Robert Schuman (0760058A),5,2,0,0,0,0,0,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),16,1,2,0,2,0,0,0
Lille,Lycée César Baggio (0590121L),19,3,4,1,4,1,0,0
Limoges,Lycée Turgot (0870056N),23,1,3,0,3,0,1,0
Lyon,Lycée aux Lazaristes (0690522T),5,2,0,0,0,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),39,6,13,0,13,0,4,0
Marseille Cedex 10,Lycée Jean Perrin (0130053M),38,1,4,0,4,0,0,0
Massy Cedex,Lycée Parc de Vilgenis (0910727W),1,0,0,0,0,0,0,0
Meaux,Lycée Pierre de Coubertin (0770931U),12,2,1,0,1,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),5,0,0,0,0,0,0,0
Montluçon,Lycée Paul Constans (0030026M),4,0,0,0,0,0,0,0
Montpellier,Lycée Jean Mermoz (0340042L),22,3,5,0,5,0,1,0
Nabeul,IPEIN (99950811),1,0,0,0,0,0,0,0
Nancy,Lycée Henri Loritz (0540042C),15,0,3,0,2,0,1,0
Nantes,Lycée Eugène Livet (0440029T),39,4,13,1,13,1,1,0
Nevers,Lycée Jules Renard (0580031U),5,1,2,1,2,1,0,0
Nice,Lycée Les Eucalyptus (0060075Z),33,5,5,1,5,1,0,0
Nimes,Lycée Dhuoda (0300026R),15,1,0,0,0,0,0,0
Nogent Sur Oise,Lycée Marie Curie (0600020W),35,3,7,1,6,1,0,0
Nouméa,Lycée Jules Garnier (9830003L),16,3,2,0,2,0,0,0
Orléans,Lycée Benjamin Franklin (0450051L),11,0,0,0,0,0,0,0
Paris,Lycée Raspail (0750691U),41,4,3,1,3,1,0,0
Paris,Lycée Voltaire (0750675B),20,2,0,0,0,0,0,0
Paris 11e,Lycée Dorian (0750676C),26,1,1,0,1,0,0,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),38,8,20,4,20,4,7,1
Paris 8e,Lycée Chaptal (0750663N),28,4,6,0,5,0,0,0
Pringy,Lycée Louis Lachenal (0740006E),16,0,5,0,5,0,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),12,1,2,0,2,0,0,0
Rennes,Lycée Joliot-Curie (0350029S),21,4,4,1,4,1,1,1
Rouen,Lycée Blaise Pascal (0760095R),10,2,0,0,0,0,0,0
Rueil-Malmaison,Lycée Passy Buzenval (0920928J),11,0,9,0,6,0,0,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),18,4,0,0,0,0,0,0
Saint-Sylvain D'Anjou,Lycée Saint Aubin La Salle (0492420P),10,3,4,2,3,1,0,0
Ste Clotilde/la Reunion,Lycée Lislet-Geoffroy (9740054R),9,1,0,0,0,0,0,0
Strasbourg,Lycée Louis Couffignal (0670085D),14,0,1,0,1,0,0,0
Tarbes,Lycée Jean Dupuy (0650027B),10,0,0,0,0,0,0,0
Thiers,Lycée Jean Zay (0630069H),10,0,0,0,0,0,0,0
Toulon,Lycée Rouvière (0830056K),16,2,3,0,3,0,1,0
Toulouse,Lycée Déodat de Séverac (0310044E),18,1,1,0,1,0,0,0
Tours,Lycée J. de Vaucanson (0371418R),8,3,0,0,0,0,0,0
Vannes,Lycée Alain René Lesage (0560051B),14,2,1,0,1,0,0,0
Versailles,Lycée Jules Ferry (0782565P),37,1,5,0,5,0,0,0
Versailles Cedex,Lycée Sainte Geneviève (0783053V),28,4,13,1,13,1,1,0
Voiron,Lycée Ferdinand Buisson (0380092U),12,3,0,0,0,0,0,0
