ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),10,2,3,2,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),41,11,28,7,19,4,7,2
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),6,1,4,1,3,1,2,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),16,5,8,2,3,0,1,0
Alger,Lycée Cheikh Bouamama (ex-Descartes) (L0029),1,0,0,0,0,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),36,10,19,7,15,6,6,2
Angers Cedex 01,Lycée Henri Bergson (0491966W),23,3,11,1,9,1,5,1
Annecy Cedex,Lycée Berthollet (0740003B),48,10,33,7,23,5,11,3
Antony,Lycée Sainte Marie (0920904H),28,6,19,4,14,4,4,1
Arras,Lycée Robespierre (0620006V),15,3,6,3,3,2,2,2
Autun Cedex,Lycée Militaire National (0711064W),9,0,0,0,0,0,0,0
Beni-Mellal,DAY PREPAS (L0038),4,0,2,0,2,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),10,1,5,0,4,0,1,0
Besançon,Lycée Victor Hugo (0250007X),49,14,30,8,26,6,10,2
Beyrouth,Ecole Supérieure d'ingénieurs (99926311),12,6,1,0,0,0,0,0
Blois Cedex,Lycée Dessaignes (0410002E),11,4,7,3,5,2,1,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),41,8,37,7,26,6,12,4
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),109,23,91,17,80,17,19,6
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),9,3,7,2,4,1,0,0
Bourg-En-Bresse,Lycée Lalande (0010013J),15,2,9,1,7,1,4,1
Bourges,Lycée Alain-Fournier (0180005H),7,4,2,1,0,0,0,0
Brest,Lycée Naval (0290063L),20,3,10,2,9,2,3,2
Brest,Lycée Sainte Anne (0290338K),11,4,6,2,5,2,2,1
Brest Cedex 2,Lycée de Kerichen (0290007A),71,11,54,9,41,6,17,2
Caen Cedex 4,Lycée Malherbe (0140013N),75,14,42,8,28,7,10,2
Cannes Cedex,Lycée Stanislas (0060673Z),10,1,5,0,5,0,2,0
Casablanca,Centre privé GALILEE (99927511),27,8,8,4,4,1,0,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),47,16,16,9,9,6,3,2
Casablanca,ESTEM (E0004),6,1,0,0,0,0,0,0
Casablanca,Groupe ESG MAROC (E0005),8,0,1,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),37,12,14,2,7,1,2,0
Casablanca,Lycée Al Khansaa (3500050C),51,23,36,16,14,7,6,3
Casablanca,Lycée Mohamed V (99926411),51,19,25,6,14,2,6,1
Casablanca,PREPAS ELBILIA (99696011),9,1,4,1,2,1,0,0
Castres,Lycée Borde Basse (0810959C),23,3,22,3,14,0,4,0
Chambéry,Lycée Vaugelas (0730013T),6,1,5,1,4,1,2,0
Chartres,Lycée Marceau (0280007F),18,3,16,3,13,2,6,2
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),27,5,11,3,11,3,2,0
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),8,1,2,0,2,0,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),15,2,5,1,4,1,2,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),75,12,61,12,46,9,20,3
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),17,4,6,1,4,1,1,0
Dijon,Lycée Carnot (0210015C),75,13,62,10,48,9,15,2
Douai,Lycée Albert Chatelet (0590063Y),18,2,11,1,7,1,3,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),15,3,7,0,6,0,4,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),27,7,19,6,17,6,3,1
Epinal,Lycée Claude Gellee (0880020U),32,6,21,5,13,3,3,0
Errachidia,Lycée Ibn Tahir (99929511),6,0,2,0,2,0,1,0
Evry,Lycée Parc des Loges (0911251R),11,1,8,0,8,0,3,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),84,29,56,20,28,10,9,1
Fès,Etablissement Al Cachy (99695011),43,19,28,15,16,9,2,2
Fès,Ibn Ghazi (L0056),23,10,4,1,2,1,0,0
Fès,Prépas Al Khayyam (99694011),29,10,12,3,3,1,0,0
Fontainebleau,Lycée François 1er (0770927P),24,1,16,1,12,0,3,0
Forbach,Lycée Jean Moulin (0570029X),10,2,7,1,5,1,3,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),9,1,5,1,4,0,1,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),67,11,54,10,44,7,14,2
Kenitra,Lycée Maâmora (99948211),29,9,7,3,6,3,0,0
Khouribga,Centre des classes péparatoires Ibn Abdoun (99699011),21,3,6,0,6,0,2,0
La Flèche Cedex,Prytanée National Militaire (0720896H),28,1,24,0,20,0,7,0
La Rochelle,Lycée Jean Dautet (0170028N),22,3,9,1,6,1,4,1
La Roche-Sur-Yon,Lycée Saint Joseph (0850083D),9,2,3,0,3,0,2,0
Laayoune,Lycée Lyssane Eddine Ibn Al-Khattib (99936811),9,4,5,2,4,1,1,0
Le Havre Cedex,Lycée François 1er (0760052U),7,3,5,2,5,2,3,1
Le Mans Cedex 01,Lycée Montesquieu (0720029R),22,5,14,3,11,3,6,2
Le Raincy,Lycée Albert Schweitzer (0930830X),35,6,26,3,18,2,7,0
Libreville,Lycée LEON MBA (99928511),25,8,14,2,6,1,2,0
Lille Cedex,Lycée Faidherbe (0590119J),122,22,107,21,80,16,19,3
Limoges Cedex,Lycée Gay-Lussac (0870015U),21,4,13,4,10,2,2,1
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),21,5,15,5,9,2,4,2
Lyon,Lycée aux Lazaristes (0690522T),33,3,33,3,32,3,10,1
Lyon,Lycée Jean Perrin (0690082P),19,3,14,2,10,2,5,2
Lyon,Lycée La Martinière Monplaisir (0692866R),73,12,55,8,43,6,16,4
Lyon Cedex 06,Lycée du Parc (0690026D),146,34,126,32,103,29,37,12
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,0,0,0,0,0,0
Mantes-La-Jolie Cedex,Lycée Saint Exupéry (0782539L),7,2,1,1,1,1,1,1
Marrakech,CPGE privée Koutoubia-Prépas (99697011),4,1,0,0,0,0,0,0
Marrakech,Ibn Ghazi (L0057),10,2,8,2,4,2,0,0
Marrakech,Marrakech Prépas (99926814),7,1,2,0,1,0,1,0
Marrakech - Menara,Lycée Ibn Timiya (99926511),51,19,25,6,13,3,4,1
Marseille,Lycée Notre Dame de Sion (0131341M),21,3,6,0,4,0,2,0
Marseille Cedex 1,Lycée Thiers (0130040Y),118,27,90,19,67,15,16,3
Maubeuge,Lycée Notre-Dame De Grâce (0592916Z),2,0,0,0,0,0,0,0
Meknès,CARNOT PREPAS (L0006),13,4,8,0,2,0,1,0
Meknès,Lycée Omar Ibn Al Khattab (99928611),41,12,34,9,15,5,7,1
Meknès,Prépa - Sup Ibn Ghazi El Meknassi (99901121),12,2,9,2,3,1,1,1
Melun Cedex,Lycée Jacques Amyot (0770933W),31,8,17,3,12,2,0,0
Metz Cedex 1,Lycée Fabert (0570054Z),67,15,51,13,43,12,12,4
Mohammedia,Lycée Omar Khayam - Mohammadia (99928911),4,1,0,0,0,0,0,0
Mohammedia,Lycée Technique - Mohammadia (99927711),28,7,20,6,6,1,0,0
Montpellier,Lycée Notre Dame de La Merci (0340881Y),19,3,7,2,3,0,0,0
Montpellier Cedex 2,Lycée Joffre (0340038G),82,16,63,12,49,8,13,3
Mulhouse,Lycée Albert Schweitzer (0680031P),31,6,12,4,9,3,4,1
Nancy Cedex,Lycée Henri Poincaré (0540038Y),65,8,56,7,47,7,10,1
Nantes,Lycée Saint Stanislas (0440163N),22,8,14,3,10,2,2,1
Nantes Cedex 1,Lycée Clémenceau (0440021J),67,16,59,15,51,13,18,3
