ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Amiens,Lycée Louis Thuillier (0800009A),23,12,24,13,17,8,2,1
Angers,LEGTA Angers le Fresne (0490946M),4,2,10,6,9,5,6,2
Arras,Lycée Robespierre (0620006V),5,3,3,3,1,1,0,0
Auzeville Tolosane,LEGTA Toulouse Auzeville (0311262D),6,4,7,5,7,5,4,4
Bordeaux,Lycée Michel Montaigne (0330021U),14,10,20,15,13,12,5,5
Caen,Lycée Malherbe (0140013N),17,12,23,18,12,10,2,1
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),6,3,6,4,4,2,1,0
Dijon,Lycée Carnot (0210015C),3,2,8,7,3,2,1,0
Douai,Lycée Albert Chatelet (0590063Y),7,3,4,2,4,2,1,0
Fontainebleau,Lycée Francois 1er (0770927P),5,3,9,6,4,3,0,0
Grenoble,Lycée Champollion (0380027Y),25,11,32,16,25,11,6,4
La Mulatière,Lycée Assomption Bellevue (0690539L),13,7,8,4,5,3,1,1
Le Raincy,Lycée Albert Schweitzer (0930830X),8,7,8,8,4,4,2,2
Le Tampon,Lycée Roland Garros (9740002J),14,8,8,7,4,3,1,0
Lempdes,LEGTA Marmilhat (0630984C),4,3,4,3,2,2,1,1
Lille,Lycée Faidherbe (0590119J),7,1,12,5,7,4,3,2
Lyon,Lycée du Parc (0690026D),34,23,63,44,30,21,7,3
Lyon,Lycée La Martiniere Monplaisir (0692866R),2,1,2,1,2,1,2,1
Marseille,Lycée Thiers (0130040Y),42,30,57,42,21,15,2,1
Metz,Lycée Georges de La Tour (0572757M),3,0,6,2,6,2,5,1
Montargis,LEGTA Le Chesnoy - Les Barres (0450094H),8,4,6,4,5,3,1,1
Montpellier,Lycée Joffre (0340038G),7,4,5,4,3,2,2,1
Nancy,Lycée Henri Poincaré (0540038Y),15,12,17,13,11,8,1,0
Nantes,Externat des Enfants Nantais (0440160K),15,10,12,9,7,5,1,1
Nantes,Lycée Clémenceau (0440021J),6,3,15,10,11,7,6,4
Nice,Lycée Massena (0060030A),4,4,7,7,5,5,1,1
Orléans,Lycée Pothier (0450049J),4,2,8,2,4,2,1,1
Paris 5e,Lycée Henri IV (0750654D),9,8,12,10,5,3,0,0
Paris 6e,Lycée Fénelon (0750660K),12,9,18,15,9,8,2,2
Paris 6e,Lycée Saint-Louis (0750658H),22,18,30,23,22,18,8,7
Paris 8e,Lycée Chaptal (0750663N),31,18,29,18,23,14,4,1
Paris 13e,ENCPB (0750685M),16,6,17,12,10,8,2,2
Paris 13e,Lycée Geoffroy Saint-Hilaire (0752456M),10,6,5,4,5,4,1,1
Paris 16e,Lycée Janson de Sailly (0750699C),20,12,29,21,10,6,1,1
Paris 16e,Lycée Jean-Baptiste Say (0750700D),16,13,10,9,7,7,1,1
Pau,Lycée Louis Barthou (0640055M),18,13,18,12,11,7,2,1
Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),15,12,6,3,1,1,0,0
Poitiers,Lycée Camille Guérin (0860035W),13,7,17,10,11,5,1,0
Reims,Lycée Clémenceau (0510031G),11,9,18,12,7,4,4,3
Rennes,Lycée Chateaubriand (0350710G),16,6,17,7,12,4,7,0
Rouen,Lycée Pierre Corneille (0760090K),12,6,19,11,12,7,5,4
Saint-Etienne,Lycée Claude Fauriel (0420041S),9,6,8,7,4,4,1,1
Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),32,23,44,37,14,13,3,3
Sceaux,Lycée Lakanal (0920145H),15,10,36,27,9,5,3,2
Strasbourg,Lycée Jean Rostand (0670084C),12,7,16,11,13,10,5,4
Toulouse,Lycée Ozenne (0310047H),14,10,6,6,5,5,3,3
Toulouse,Lycée Pierre de Fermat (0310036W),19,13,19,14,12,9,5,4
Tours,Lycée Descartes (0370035M),1,1,3,3,3,3,1,1
Versailles,Lycée Hoche (0782562L),16,11,30,21,19,14,10,6
Versailles,Lycée Sainte Geneviève (0783053V),36,21,38,26,8,5,3,0
