ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),28,10,24,9,18,8,8,3
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),77,28,75,27,69,24,24,9
Albi,Lycée Laperouse (0810006S),24,7,22,7,14,6,6,3
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),42,9,28,4,24,4,8,1
Angers Cedex 01,Lycée Henri Bergson (0491966W),28,4,23,4,22,4,14,4
Annecy Cedex,Lycée Berthollet (0740003B),69,25,64,24,58,24,29,17
Annonay,Lycée Saint Denis (0071126L),11,3,6,1,5,1,1,0
Antony,Lycée Sainte Marie (0920904H),29,8,24,7,19,7,4,2
Arras,Lycée Robespierre (0620006V),17,4,6,2,5,1,2,0
Avignon,Lycée Saint Joseph (0840072X),31,9,20,4,12,2,5,1
Balma,Lycée Saliège (0312408Z),72,22,61,20,60,20,26,7
Bayonne,Lycée René Cassin (0640010N),23,7,22,7,20,7,7,2
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),24,5,15,3,15,3,4,1
Belfort,Lycée Raoul Follereau (0900004R),18,7,13,6,11,6,6,2
Besançon,Lycée Victor Hugo (0250007X),46,11,43,10,32,9,16,7
Bordeaux Cedex,Lycée Camille Jullian (0330023W),39,15,37,14,31,11,17,6
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),64,25,64,25,51,19,21,11
Bourg-En-Bresse,Lycée Lalande (0010013J),27,8,15,3,12,2,3,1
Brest,Lycée Sainte Anne (0290338K),15,4,7,1,7,1,1,0
Brest Cedex 2,Lycée de Kerichen (0290007A),66,19,47,16,44,16,16,4
Caen,Lycée Privé Sainte-Marie (0141164P),15,2,9,1,8,1,5,1
Caen,Lycée Victor Hugo (0142059M),76,32,51,24,46,23,22,8
Chartres,Lycée Marceau (0280007F),37,10,19,5,16,5,6,3
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),77,23,73,21,70,21,23,6
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),16,9,10,5,6,4,0,0
Dijon,Lycée Carnot (0210015C),65,23,55,18,49,17,20,6
Douai,Lycée Albert Chatelet (0590063Y),24,4,14,4,10,3,4,2
Dunkerque Cedex,Lycée Jean Bart (0590071G),13,2,10,1,8,1,2,1
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),24,9,10,3,7,1,0,0
Evreux,Lycée Aristide Briand (0270016W),21,4,10,1,9,1,2,1
Fontainebleau,Lycée François 1er (0770927P),14,4,11,4,8,3,2,2
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),21,8,9,4,8,4,3,1
Grenoble Cedex 1,Lycée Champollion (0380027Y),64,27,62,26,59,25,27,14
La Flèche Cedex,Prytanée National Militaire (0720896H),22,2,13,0,5,0,5,0
La Mulatière,Lycée Assomption Bellevue (0690539L),23,15,16,10,12,6,6,2
La Roche-Sur-Yon,Lycée Pierre Mendès-France (0850025R),9,4,7,2,6,2,3,1
Le Havre,Lycée François 1er (0760052U),16,5,14,4,12,4,5,3
Le Mans Cedex 01,Lycée Montesquieu (0720029R),39,12,35,11,34,11,14,6
Le Raincy,Lycée Albert Schweitzer (0930830X),28,10,22,6,18,5,7,3
Lille Cedex,Lycée Faidherbe (0590119J),68,17,62,16,58,16,15,5
Limoges Cedex,Lycée Gay-Lussac (0870015U),40,14,38,13,26,10,9,5
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),29,12,24,10,18,8,6,1
Lyon,Lycée aux Lazaristes (0690522T),21,14,17,11,14,10,2,1
Lyon,Lycée Jean Perrin (0690082P),30,5,28,4,26,4,16,3
Lyon,Lycée La Martinière Monplaisir (0692866R),57,27,55,25,50,23,21,9
Lyon Cedex 06,Lycée du Parc (0690026D),101,31,95,30,77,25,13,3
Lyon Cedex 1,Institution des Chartreux (0690564N),4,1,0,0,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),78,28,74,26,72,26,30,10
Melun Cedex,Lycée Jacques Amyot (0770933W),30,10,17,5,14,3,8,2
Metz Cedex 1,Lycée Fabert (0570054Z),65,24,59,21,50,18,24,9
Monastir,I.P.E.I (99949911),2,1,0,0,0,0,0,0
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),17,8,12,6,11,6,7,6
Montpellier Cedex 2,Lycée Joffre (0340038G),72,27,64,22,58,22,20,7
Mulhouse,Lycée Albert Schweitzer (0680031P),24,10,18,7,15,5,9,2
Nancy Cedex,Lycée Henri Poincaré (0540038Y),65,33,62,33,49,27,26,12
Nantes,Lycée Saint Stanislas (0440163N),23,3,17,2,13,1,2,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),82,28,80,26,72,24,23,7
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),83,23,76,23,67,20,13,4
Nice Cedex 1,Lycée Massena (0060030A),75,28,65,26,59,24,21,9
Nîmes Cedex,Lycée Alphonse Daudet (0300021K),47,25,31,16,24,11,14,5
Orléans Cedex 1,Lycée Pothier (0450049J),72,25,60,23,52,19,26,9
Orsay,Lycée Blaise Pascal (0910626L),34,16,31,14,28,14,10,5
Paris,Lycée Saint-Louis (0750658H),150,72,145,70,126,63,40,21
