ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Lycée Reda Slaoui (99926811),4,0,2,0,0,0,0,0
Albi,Lycée Louis Rascol (0810004P),19,2,18,2,16,2,6,1
Alès,Lycée Jean-Baptiste Dumas - C.T. (0300002P),24,1,16,0,8,0,6,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),15,2,10,2,5,1,5,1
Aubervilliers,Lycée Le Corbusier (0930117X),16,1,11,1,8,0,5,0
Benguérir,LYDEX (L0081),25,9,18,4,18,4,14,3
Beni-Mellal,Lycée Technique Mohamed V (99929811),1,0,0,0,0,0,0,0
Brive-La-Gaillarde,Lycée Georges Cabanis (0190010H),24,4,23,4,12,3,8,2
Cachan,Lycée Polyvalent de Cachan (0940580V),33,3,30,3,27,3,18,1
Cannes Cedex,Lycée Jules Ferry (0060014H),16,2,6,1,3,1,1,0
Chambéry,Lycée Monge (0730016W),33,3,22,3,7,2,2,1
Clermont-Ferrand,Lycée La Fayette (0630021F),12,2,9,1,4,0,2,0
Colmar,Lycée Blaise Pascal (0680010S),14,2,11,2,5,1,4,0
Corbeil-Essonnes,Lycée Robert Doisneau (0910620E),16,1,13,0,3,0,3,0
Dijon,Lycée Gustave Eiffel (0211033J),19,0,15,0,10,0,2,0
Fort-De-France,Lycée Joseph Gaillard (9720004X),13,1,4,0,1,0,0,0
Haguenau,Lycée Alphonse Heinrich (0671509B),12,1,7,0,2,0,1,0
La Rochelle,Lycée Léonce Vieljeux (0170029P),36,2,28,2,16,0,11,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),19,3,14,3,9,2,6,0
Lorient,Lycée Saint Joseph Lorient (0560181T),38,4,13,2,4,0,1,0
Lyon,Lycée aux Lazaristes (0690522T),35,2,30,2,17,2,13,2
Lyon,Lycée Edouard Branly (0690128P),36,3,25,3,21,2,8,0
Marseille,Lycée Antonin Artaud (0132733A),29,0,23,0,15,0,5,0
Meaux,Lycée Pierre de Coubertin (0770931U),14,1,11,1,4,1,2,1
Metz,Lycée Louis Vincent (0570058D),14,0,9,0,7,0,4,0
Mohammedia,Lycée Technique - Mohammadia (99927711),15,5,6,3,6,3,5,2
Montbéliard Cedex,Lycée Polyvalent Germaine TILLION (0251994G),12,2,10,1,7,1,3,1
Montceau-Les-Mines,Lycée Henri Parriat (0710054Y),15,0,12,0,8,0,5,0
Nîmes Cedex,Lycée Emmanuel d'Alzon (0300080Z),11,0,9,0,4,0,1,0
Oujda,Lycée Omar Ibn Abdelaziz (99927611),2,0,2,0,1,0,0,0
Paris,Lycée Raspail (0750691U),37,4,25,1,20,0,11,0
Paris 6e,Lycée Saint-Nicolas (0754025T),21,4,14,1,11,1,6,1
Pau,Lycée Saint-Cricq (0640057P),29,2,21,1,10,1,7,1
Rueil-Malmaison,Lycée Richelieu (0920799U),27,0,25,0,22,0,14,0
Safi,Lycée Moulay Abdellah (99929411),2,1,1,1,1,1,1,1
Saint-Benoit,Lycée Amiral Pierre Bouvet (9740471U),22,3,18,2,5,1,1,0
Saint-Brieuc,Lycée Chaptal (0220058U),18,0,13,0,7,0,1,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),18,0,14,0,8,0,5,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),16,1,9,1,8,1,3,1
Saint-Orens-De-Gameville,Lycée Pierre-Paul Riquet (0312289V),28,2,21,1,11,1,7,1
Saint-Ouen-L'Aumone,Lycée Jean Perrin (0951104J),23,0,13,0,7,0,4,0
Sale,Collège Selmane Al-Farissi (L0002),6,0,1,0,0,0,0,0
Sète,Lycée Irène et Frédéric Joliot Curie (0340076Y),12,0,8,0,6,0,4,0
Settat,Centre des classes préparatoires Settat (E0003),2,0,0,0,0,0,0,0
Sotteville-Lès-Rouen,Lycée Marcel Sembat (0760110G),29,2,20,0,17,0,9,0
Toulon,Lycée Rouvière (0830056K),23,1,22,1,15,1,6,0
Tourcoing,Lycée Colbert (0590214M),14,2,9,1,4,0,0,0
Troyes,Lycée Les Lombards (0100025Y),13,2,9,1,6,1,3,1
Valenciennes,Lycée Du Hainaut (0590223X),22,1,12,1,4,0,2,0
Versailles,Lycée Jules Ferry (0782565P),25,2,25,2,19,2,16,2
