ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,VAUVENARGUES,21,5,4,0,3,0,0,0
AJACCIO,LAETITIA BONAPARTE,7,1,0,0,0,0,0,0
ANGERS,CHEVROLLIER,4,1,2,0,2,0,0,0
ARGONAY,LACHENAL,10,0,4,0,4,0,0,0
ARMENTIERES,GUSTAVE EIFFEL,14,0,3,0,3,0,0,0
AUBERVILLIERS,LE CORBUSIER,1,0,0,0,0,0,0,0
AVIGNON,P. DE GIRARD,6,0,0,0,0,0,0,0
BAIE-MAHAULT,CHARLES COEFFIN,2,0,0,0,0,0,0,0
BELFORT,RAOUL FOLLEREAU,4,0,0,0,0,0,0,0
BESANCON,JULES HAAG,7,1,0,0,0,0,0,0
BORDEAUX,GUSTAVE EIFFEL,21,0,6,0,4,0,1,0
BREST,LA CROIX ROUGE,3,0,1,0,1,0,0,0
BREST,VAUBAN,9,1,0,0,0,0,0,0
CACHAN,GUSTAVE EIFFEL,19,2,2,0,2,0,0,0
CAEN,DUMONT D'URVILLE,7,0,3,0,2,0,0,0
CHALON SUR SAONE,NIEPCE,5,1,0,0,0,0,0,0
CHALONS EN CHAMPAGNE,OEHMICHEN,2,0,0,0,0,0,0,0
CHAMPAGNE SUR SEINE,LA FAYETTE,6,0,0,0,0,0,0,0
CHAMPIGNY,LANGEVIN-WALLON,6,1,0,0,0,0,0,0
CLICHY,NEWTON - E.N.R.E.A.,10,1,0,0,0,0,0,0
CLUNY,DE CLUNY "LA PRAT'S",11,0,2,0,1,0,0,0
DUNKERQUE,DE L'EUROPE,1,0,0,0,0,0,0,0
GRENOBLE,VAUCANSON,28,4,10,1,9,1,4,1
LE HAVRE,ROBERT SCHUMAN,4,0,0,0,0,0,0,0
LE MANS,GABRIEL TOUCHARD,10,0,4,0,4,0,0,0
LILLE,CESAR BAGGIO,20,0,7,0,4,0,1,0
LIMOGES,TURGOT,11,3,1,0,1,0,0,0
LYON,LA MARTINIERE,30,5,14,2,13,2,2,0
MARSEILLE,JEAN PERRIN,37,4,13,0,11,0,0,0
MASSY,PARC DE VILGENIS,2,0,0,0,0,0,0,0
MEAUX,PIERRE DE COUBERTIN,1,1,0,0,0,0,0,0
METZ,LOUIS CORMONTAIGNE,8,0,1,0,1,0,0,0
MONTLUCON,PAUL CONSTANS,4,1,1,0,1,0,0,0
MONTPELLIER,JEAN MERMOZ,12,0,6,0,5,0,0,0
NANCY,LORITZ,8,0,3,0,3,0,1,0
NANTES,EUGENE LIVET,19,0,5,0,5,0,0,0
NEVERS,JULES RENARD,9,0,3,0,3,0,0,0
NICE,LES EUCALYPTUS,28,2,5,1,5,1,0,0
NIMES,TECHNIQUE D'ETAT,6,0,1,0,1,0,0,0
NOGENT SUR OISE,MARIE CURIE,11,2,4,1,3,0,0,0
NOUMEA,JULES GARNIER,9,2,3,1,3,1,0,0
ORLEANS,B. FRANKLIN,6,1,0,0,0,0,0,0
PARIS 08,CHAPTAL,19,1,1,0,1,0,0,0
PARIS 11,DORIAN,5,0,0,0,0,0,0,0
PARIS 11,VOLTAIRE,11,3,0,0,0,0,0,0
PARIS 14,RASPAIL,14,2,2,1,2,1,0,0
PARIS 16,JEAN BAPTISTE SAY,26,3,14,2,14,2,6,1
POITIERS,LOUIS ARMAND,5,1,1,0,1,0,0,0
REIMS,FRANKLIN ROOSEVELT,7,1,2,0,2,0,1,0
RENNES,JOLIOT CURIE,18,0,4,0,4,0,1,0
ROUEN,BLAISE PASCAL,4,0,1,0,1,0,1,0
SAINT-ETIENNE,E. MIMARD,7,0,2,0,2,0,1,0
STRASBOURG,COUFFIGNAL,15,0,4,0,4,0,1,0
TARBES,JEAN DUPUY,4,0,0,0,0,0,0,0
THIERS,TECHNIQUE D'ETAT,2,1,0,0,0,0,0,0
TOULON,M. ROUVIERE,5,1,2,0,2,0,0,0
TOULOUSE,DEODAT DE SEVERAC,13,3,3,1,1,0,0,0
VALENCIENNES,DU HAINAUT,1,0,0,0,0,0,0,0
VANNES,LESAGE,7,0,1,0,0,0,0,0
VERSAILLES,JULES FERRY,26,1,5,0,4,0,1,0
VIERZON,HENRI BRISSON,6,0,0,0,0,0,0,0
VOIRON,F. BUISSON,5,1,0,0,0,0,0,0
