ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),13,3,4,0,2,0,1,0
Agadir,Lycée Reda Slaoui (99926811),3,2,2,1,2,1,1,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),11,1,10,1,8,1,3,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),33,10,32,9,32,9,11,5
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),51,14,46,14,36,13,12,4
Angers Cedex 01,Lycée Henri Bergson (0491966W),24,6,20,6,17,4,3,1
Annecy Cedes,Lycée Berthollet (0740003B),34,10,30,10,26,10,2,1
Antony,Lycée Sainte Marie (0920904H),16,2,14,2,12,1,4,0
Arras,Lycée Robespierre (0620006V),5,1,4,1,2,1,1,1
Autun Cedex,Lycée Militaire National (0711064W),11,0,7,0,5,0,1,0
Beni-Mellal,DAY PREPAS (L0038),7,2,5,1,2,1,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),2,0,2,0,1,0,0,0
Besançon,Lycée Victor Hugo (0250007X),38,13,35,12,32,12,9,3
Bizerte,IPEIB (16200011),2,0,0,0,0,0,0,0
Blois Cedex,Lycée Dessaignes (0410002E),11,2,10,2,10,2,2,1
Bordeaux Cedex,Lycée Camille Jullian (0330023W),25,8,23,8,20,6,2,1
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),51,11,35,6,35,6,6,1
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),22,2,19,2,17,2,8,1
Bourg-En-Bresse,Lycée Lalande (0010013J),30,6,30,6,28,6,12,4
Bourges,Lycée Alain-Fournier (0180005H),15,4,11,3,8,3,4,3
Brest,Lycée Naval (0290063L),13,2,8,0,7,0,2,0
Brest,Lycée Sainte Anne (0290338K),15,4,14,4,12,3,4,2
Brest Cedex 2,Lycée de Kerichen (0290007A),35,7,27,7,22,5,4,0
Caen Cedex 4,Lycée Malherbe (0140013N),57,8,44,7,34,6,5,2
Cannes Cedex,Lycée Stanislas (0060673Z),3,0,3,0,2,0,0,0
Casablanca,AL BILIA (99696011),8,3,7,2,6,2,4,2
Casablanca,Centre privé GALILEE (99927511),38,14,17,6,12,4,7,3
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),28,13,12,6,7,5,6,5
Casablanca,ESTEM (E0004),13,11,0,0,0,0,0,0
Casablanca,Groupe ESG MAROC (E0005),4,3,2,2,1,1,1,1
Casablanca,Groupe scolaire La Résidence (3500055H),28,9,16,5,12,4,4,1
Casablanca,Lycée Al Khansa (3500050C),10,2,8,2,7,1,5,1
Casablanca,Lycée Mohamed V (99926411),12,6,7,4,5,3,1,0
Castres,Lycée Borde Basse (0810959C),17,4,11,4,11,4,3,2
Chambéry,Lycée Vaugelas (0730013T),15,1,14,1,13,1,6,0
Chartres,Lycée Marceau (0280007F),25,4,20,4,16,3,7,0
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),26,5,22,2,19,2,10,1
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),13,1,11,1,8,1,5,1
Clermont-Ferrand,Lycée La Fayette (0630021F),18,3,16,3,12,3,1,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),38,11,26,11,23,10,4,3
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),22,8,20,7,12,4,5,1
Dijon,Lycée Carnot (0210015C),37,10,33,10,28,8,7,1
Douai,Lycée Albert Chatelet (0590063Y),21,7,20,7,15,5,5,2
Dunkerque Cedex,Lycée Jean Bart (0590071G),15,5,15,5,11,4,3,2
El Jadida,classes préparatoires Ibn Younes (L0007),11,3,3,1,0,0,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),26,4,24,3,20,3,4,0
Epinal,Lycée Claude Gellee (0880020U),26,6,25,6,21,3,11,1
Errachidia,FERMAT (L0040),1,0,1,0,1,0,0,0
Evry,Lycée Parc des Loges (0911251R),21,4,19,3,19,3,8,1
Fès,Etablissement Al Cachy (99695011),22,11,12,7,8,5,4,2
Fès,Ibn Ghazi (L0056),30,10,12,4,7,2,2,1
Fès,Institution Marie Curie (99926812),12,6,3,2,2,2,1,1
Fès,Lycée Moulay Idriss (99926711),14,10,6,4,4,3,1,0
Fès,Prépas Al Khayyam (99694011),19,7,9,3,4,3,1,0
Fontainebleau,Lycée François 1er (0770927P),23,6,19,6,15,4,4,1
Forbach,Lycée Jean Moulin (0570029X),18,5,16,5,11,3,4,2
Fort-De-France Cedex,Lycée de Bellevue (9720003W),18,8,16,7,15,6,11,3
Grenoble Cedex 1,Lycée Champollion (0380027Y),34,11,30,11,29,11,5,2
Jarville-La-Malgrange,Lycée La Malgrange (0541986R),9,2,9,2,9,2,4,0
Kenitra,Lycée Abdelmalek Essaâdi (99948211),5,4,2,2,2,2,0,0
Khouribga,Centre Ibn Abdoun (99699011),1,1,1,1,1,1,1,1
La Flèche Cedex,Prytanée National Militaire (0720896H),14,1,6,0,4,0,1,0
La Rochelle,Lycée Jean Dautet (0170028N),15,5,8,3,5,3,4,3
La Roche-Sur-Yon,Lycée Saint Joseph (0850083D),3,1,2,0,2,0,0,0
La Tronche Cedex,ITEC Boisfleury (0381675P),5,1,4,1,4,1,4,1
Le Havre Cedex,Lycée François 1er (0760052U),26,5,26,5,19,3,9,2
Le Mans Cedex 01,Lycée Montesquieu (0720029R),12,1,12,1,12,1,6,1
Le Raincy,Lycée Albert Schweitzer (0930830X),33,5,28,5,25,4,12,2
Lens,Lycée Condorcet (0620108F),8,3,5,1,3,1,3,1
Libreville,Lycée LEON MBA (99928511),29,5,27,5,27,5,23,5
Lille Cedex,Lycée Faidherbe (0590119J),79,18,68,17,65,16,8,2
Limoges Cedex,Lycée Gay-Lussac (0870015U),34,8,31,8,27,6,10,1
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),19,3,11,3,10,2,2,0
Lyon,Lycée aux Lazaristes (0690522T),4,0,3,0,3,0,0,0
Lyon,Lycée Jean Perrin (0690082P),17,3,13,3,12,3,3,0
Lyon,Lycée La Martinière Monplaisir (0692866R),44,11,36,10,34,9,3,0
Lyon Cedex 06,Lycée du Parc (0690026D),46,7,31,7,29,7,0,0
Mantes-La-Jolie,Lycée Saint Exupéry (0782539L),10,2,10,2,8,1,6,1
Marrakech,CPGE privée Koutoubia-Prépas (99697011),14,3,2,0,2,0,1,0
Marrakech,Ibn Ghazi (L0057),13,5,10,3,7,3,3,2
Marrakech,Marrakech Prépas (99926814),7,4,2,1,1,0,1,0
Marrakech - Menara,Lycée IBN TIMIYA (99926511),4,1,3,1,3,1,3,1
Marseille,Lycée Notre Dame de Sion (0131341M),36,6,28,6,20,4,7,1
Marseille Cedex 1,Lycée Thiers (0130040Y),49,7,39,5,37,5,9,2
Maubeuge,Lycée Notre-Dame De Grâce (0592916Z),13,2,3,1,3,1,3,1
Meknès,CARNOT PREPAS (L0006),19,5,14,4,6,2,3,0
Meknès,Lycée Omar Ibn Al Khattab (99928611),1,1,1,1,1,1,0,0
Meknès,Prépa - Sup Ibn Ghazi El Meknassi (99901121),39,18,37,18,27,16,11,6
Melun Cedex,Lycée Jacques Amyot (0770933W),27,7,27,7,23,7,8,2
Metz Cedex 1,Lycée Fabert (0570054Z),40,13,33,12,25,10,9,2
Mohammedia,LNTA (99927711),5,1,2,0,2,0,1,0
Mohammedia,Omar El Khayyam (99928911),3,0,0,0,0,0,0,0
Monastir,I.P.E.I (99949911),1,0,0,0,0,0,0,0
Montpellier,Lycée Notre Dame de La Merci (0340881Y),21,10,18,9,15,7,7,2
Montpellier Cedex 2,Lycée Joffre (0340038G),44,10,32,7,28,7,6,1
Mulhouse,Lycée Albert Schweitzer (0680031P),38,11,24,7,20,6,6,3
Nabeul,IPEIN (99950811),1,0,0,0,0,0,0,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),29,7,18,4,18,4,6,2
Nantes,Lycée Saint Stanislas (0440163N),11,5,9,4,7,4,2,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),11,4,10,3,10,3,1,0
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),35,12,31,11,29,10,2,1
Nice Cedex 1,Lycée Massena (0060030A),47,11,33,10,33,10,3,1
