ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Albi,Lycée Laperouse (0810006S),2,0,0,0,0,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),1,0,0,0,0,0,0,0
Angers,Lycée Saint-Martin (0490824E),1,0,1,0,1,0,1,0
Annecy Cedex,Lycée Berthollet (0740003B),6,0,0,0,0,0,0,0
Antony,Lycée Sainte Marie (0920904H),1,0,0,0,0,0,0,0
Argenteuil,Lycée Jean Jaurès (0950641F),3,0,0,0,0,0,0,0
Auxerre,Lycée Jacques Amyot (0890003V),7,0,0,0,0,0,0,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),4,0,0,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),3,0,0,0,0,0,0,0
Belfort,Lycée Condorcet (0900002N),1,0,0,0,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),1,0,0,0,0,0,0,0
Bordeaux,Lycée Gustave Eiffel (0330028B),13,2,2,0,2,0,0,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),35,5,18,1,16,1,3,0
Caen,Lycée Victor Hugo (0142059M),1,0,1,0,0,0,0,0
Cannes Cedex,Lycée Stanislas (0060673Z),1,1,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),7,4,0,0,0,0,0,0
Clermont-Ferrand,Lycée La Fayette (0630021F),5,2,1,0,1,0,1,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),5,1,1,1,1,1,1,1
Dijon,Lycée Carnot (0210015C),4,0,1,0,1,0,1,0
Dijon,Lycée Gustave Eiffel (0211033J),9,0,0,0,0,0,0,0
Douai,Lycée Albert Chatelet (0590063Y),1,0,0,0,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),5,2,0,0,0,0,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),1,0,0,0,0,0,0,0
Fès,Etablissement Al Cachy (99695011),1,0,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),6,1,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),23,8,1,0,1,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),6,0,1,0,1,0,0,0
La Rochelle,Lycée Jean Dautet (0170028N),1,0,0,0,0,0,0,0
Le Raincy,Lycée Albert Schweitzer (0930830X),3,1,0,0,0,0,0,0
Les Ulis,Lycée L'Essouriau (0911492C),8,0,0,0,0,0,0,0
Lille,Lycée César Baggio (0590121L),13,1,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),24,5,12,0,11,0,2,0
Limoges Cedex,Lycée Gay-Lussac (0870015U),9,0,0,0,0,0,0,0
