ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),45,10,30,6,29,6,18,6
Ajaccio,Lycée Laetitia Bonaparte (6200002H),23,7,15,5,15,5,7,2
Angers,Lycée Chevrollier (0490003M),43,1,37,0,33,0,24,0
Argonay,Lycée Louis Lachenal (0740006E),35,4,21,3,19,3,10,0
Armentières,Lycée Gustave Eiffel (0590011S),31,0,20,0,19,0,10,0
Aubervilliers,Lycée Le Corbusier (0930117X),15,2,1,0,1,0,1,0
Avignon,Lycée Philippe de Girard (0840005Z),25,0,8,0,7,0,2,0
Belfort,Lycée Raoul Follereau (0900004R),29,2,13,0,11,0,7,0
Besançon,Lycée Jules Haag (0250011B),29,2,16,2,14,1,5,1
Bordeaux,Lycée Gustave Eiffel (0330028B),98,10,59,7,53,6,21,3
Brest,Lycée La Croix Rouge (0290335G),30,0,16,0,15,0,4,0
Brest,Lycée Vauban (0290012F),25,1,10,0,10,0,3,0
Cachan,Lycée Gustave Eiffel (0940111K),32,6,25,3,24,3,13,2
Caen,Lycée Jules Dumont d'Urville (0142131R),27,7,14,4,13,4,5,2
Châlons-en-Champagne,Lycée Etienne Oehmichen (0510007F),25,2,8,0,7,0,5,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),20,1,4,0,4,0,2,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),19,1,5,1,4,1,1,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),27,4,11,1,10,1,2,0
Clichy,Lycée Newton-Enrea (0920136Y),25,2,4,0,3,0,1,0
Cluny,Lycée La Prat's (0710023P),36,5,20,2,19,2,13,1
Dijon,Lycée Gustave Eiffel (0211033J),38,5,14,0,13,0,6,0
Dunkerque,Lycée De L'Europe (0590072H),13,3,4,0,4,0,3,0
Grenoble,Lycée Vaucanson (0380033E),79,14,34,7,29,5,7,2
Le Havre,Lycée Robert Schuman (0760058A),15,5,3,1,2,0,1,0
Le Mans,Lycée Gabriel Touchard (0720033V),16,2,12,2,12,2,5,2
Les Abymes,Lycée Charles Coeffin (9710004C),14,2,1,0,1,0,0,0
Lille,Lycée César Baggio (0590121L),54,7,16,1,15,0,6,0
Limoges,Lycée Turgot (0870056N),36,3,21,1,20,1,12,1
Lyon,Lycée aux Lazaristes (0690522T),4,0,2,0,2,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),74,10,53,6,51,6,27,4
Marseille,Lycée Jean Perrin (0130053M),73,6,56,2,52,1,23,0
Massy,Lycée Parc de Vilgenis (0910727W),25,2,9,1,4,0,3,0
Meaux,Lycée Pierre de Coubertin (0770931U),16,2,1,0,1,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),37,2,18,0,16,0,6,0
Montluçon,Lycée Paul Constans (0030026M),19,5,11,3,10,3,5,1
Montpellier,Lycée Jean Mermoz (0340042L),36,3,28,1,27,1,17,1
Nancy,Lycée Henri Loritz (0540042C),31,3,23,2,18,1,11,0
Nantes,Lycée Eugène Livet (0440029T),84,9,71,8,62,6,32,4
Nevers,Lycée Jules Renard (0580031U),19,6,6,3,5,2,3,1
Nice,Lycée Les Eucalyptus (0060075Z),66,11,32,5,27,5,17,3
Nimes,Lycée Dhuoda (0300026R),32,6,9,2,9,2,5,1
Nogent sur Oise,Lycée Marie Curie (0600020W),44,9,38,8,37,7,19,3
Nouméa,Lycée Jules Garnier (9830003L),17,4,10,3,10,3,4,2
Orléans,Lycée Benjamin Franklin (0450051L),36,2,18,0,18,0,11,0
Paris,Lycée Raspail (0750691U),75,10,38,7,32,7,15,3
Paris,Lycée Voltaire (0750675B),39,4,16,1,12,1,5,0
Paris 8e,Lycée Chaptal (0750663N),44,2,33,2,32,2,23,2
Paris 11e,Lycée Dorian (0750676C),34,3,25,1,21,1,8,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),39,3,38,3,38,3,14,0
Poitiers,Lycée Louis Armand (0860037Y),30,5,10,2,9,2,5,1
Reims,Lycée F. Roosevelt (0510034K),23,2,9,1,9,1,3,0
Rennes,Lycée Joliot-Curie (0350029S),46,5,32,4,30,4,21,3
Rouen,Lycée Blaise Pascal (0760095R),25,1,6,0,4,0,1,0
RUEIL-MALMAISON,Lycée Passy Buzenval (0920928J),25,1,15,0,13,0,8,0
Sainte-Clotilde,Lycée Lislet-Geoffroy (9740054R),13,2,0,0,0,0,0,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),44,1,23,1,19,1,12,1
Saint-Sylvain-D'Anjou,Lycée Saint Julien La Baronnerie (0490888Z),17,7,13,6,12,5,5,2
Strasbourg,Lycée Louis Couffignal (0670085D),46,5,16,0,15,0,6,0
Tarbes,Lycée Jean Dupuy (0650027B),41,8,11,3,10,3,5,0
Thiers,Lycée Jean Zay (0630069H),18,3,7,1,4,1,2,0
Toulon,Lycée Rouvière (0830056K),32,6,25,3,24,2,14,2
Toulouse,Lycée Déodat de Séverac (0310044E),32,4,22,3,22,3,12,2
Toulouse,Lycée Saint-Joseph (0311145B),1,1,0,0,0,0,0,0
Tours,Lycée J. de Vaucanson (0371418R),23,3,4,1,4,1,2,0
Valenciennes,Lycée Du Hainaut (0590223X),14,1,1,0,1,0,0,0
Vannes,Lycée Alain René Lesage (0560051B),18,4,7,1,6,1,3,0
Versailles,Lycée Jules Ferry (0782565P),96,9,59,5,55,5,26,2
Voiron,Lycée Ferdinand Buisson (0380092U),23,3,11,0,10,0,5,0
