ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),2,1,1,1,0,0,0,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),3,1,0,0,0,0,0,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),4,1,0,0,0,0,0,0
Angers,Lycée Saint-Martin (0490824E),1,0,1,0,1,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),1,0,0,0,0,0,0,0
Annonay,Lycée Saint Denis (0071126L),1,0,0,0,0,0,0,0
Antony,Lycée Sainte Marie (0920904H),11,0,0,0,0,0,0,0
Argenteuil,Lycée Jean Jaurès (0950641F),1,0,0,0,0,0,0,0
Arras,Lycée Robespierre (0620006V),2,0,0,0,0,0,0,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),3,0,0,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),5,0,0,0,0,0,0,0
Bordeaux,Lycée Gustave Eiffel (0330028B),6,0,4,0,4,0,1,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),31,6,13,0,12,0,0,0
Brest Cedex 2,Lycée Vauban (0290012F),2,1,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),4,0,1,0,1,0,1,0
Cannes Cedex,Lycée Stanislas (0060673Z),10,3,1,0,0,0,0,0
Clermont-Ferrand,Lycée La Fayette (0630021F),4,0,0,0,0,0,0,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),3,0,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),10,1,0,0,0,0,0,0
Douai,Lycée Albert Chatelet (0590063Y),5,1,0,0,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),3,1,1,0,1,0,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),1,0,0,0,0,0,0,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),1,0,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),16,2,5,0,5,0,2,0
La Flèche Cedex,Prytanée National Militaire (0720896H),2,0,0,0,0,0,0,0
La Rochelle,Lycée Jean Dautet (0170028N),1,0,0,0,0,0,0,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),5,2,1,0,0,0,0,0
Le Tampon,Lycée Roland Garros (9740002J),2,0,0,0,0,0,0,0
Les Ulis,Lycée L'Essouriau (0911492C),3,0,0,0,0,0,0,0
Lille,Lycée César Baggio (0590121L),5,2,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),22,3,9,3,9,3,0,0
Limoges Cedex,Lycée Gay-Lussac (0870015U),2,1,0,0,0,0,0,0
Lyon,Lycée aux Lazaristes (0690522T),32,13,19,7,17,6,3,2
Lyon,Lycée Jean Perrin (0690082P),1,0,0,0,0,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),10,1,4,0,2,0,0,0
Lyon Cedex 06,Lycée du Parc (0690026D),41,6,23,3,21,3,3,1
Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,0,0,0,0,0,0
Marrakech,Lycée Ibn Timiya (99926511),3,0,0,0,0,0,0,0
Marseille,Lycée Jean Perrin (0130053M),10,4,0,0,0,0,0,0
Marseille Cedex 1,Lycée Thiers (0130040Y),23,3,7,0,7,0,2,0
Meaux,Lycée Henri Moissan (0770930T),1,1,0,0,0,0,0,0
Meknès,Lycée Omar Ibn Al Khattab (99928611),1,0,0,0,0,0,0,0
Metz Cedex 1,Lycée Fabert (0570054Z),1,0,1,0,1,0,1,0
Montpellier Cedex 2,Lycée Joffre (0340038G),35,4,7,0,6,0,0,0
Mulhouse,Lycée Albert Schweitzer (0680031P),1,0,0,0,0,0,0,0
Nancy,Lycée Henri Loritz (0540042C),12,0,2,0,1,0,1,0
Nantes,Lycée Saint Stanislas (0440163N),13,2,3,0,3,0,0,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),55,9,20,1,18,1,2,0
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),4,0,1,0,1,0,0,0
Nice,Lycée Les Eucalyptus (0060075Z),1,0,0,0,0,0,0,0
Nice Cedex 1,Lycée Massena (0060030A),6,1,0,0,0,0,0,0
Nouméa,Lycée Jules Garnier (9830003L),3,1,1,0,1,0,1,0
Orléans Cedex 1,Lycée Pothier (0450049J),4,0,0,0,0,0,0,0
Orsay,Lycée Blaise Pascal (0910626L),29,7,13,3,11,3,2,1
Paris,Lycée Raspail (0750691U),2,0,0,0,0,0,0,0
Paris,Lycée Saint-Louis (0750658H),127,35,36,5,32,3,13,1
Paris,Lycée Janson de Sailly (0750699C),51,10,15,4,13,2,4,0
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),14,4,2,1,1,0,0,0
Paris Cedex 05,Lycée Louis Le Grand (0750655E),32,7,21,4,21,4,10,1
Paris Cedex 06,Lycée Stanislas (0753840S),89,17,52,9,47,8,11,0
Paris Cedex 09,Lycée Jacques Decour (0750668U),25,2,1,0,0,0,0,0
Paris Cedex 12,Lycée Paul Valéry (0750679F),2,0,0,0,0,0,0,0
Paris 15e,Lycée Buffon (0750693W),4,1,0,0,0,0,0,0
Paris 16e,Lycée Claude Bernard (0750698B),21,2,1,0,1,0,0,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),12,0,0,0,0,0,0,0
Paris 8e,Lycée Chaptal (0750663N),46,11,11,4,8,3,1,0
Paris 9e,Lycée Condorcet (0750667T),39,6,7,0,5,0,2,0
Pau Cedex,Lycée Louis Barthou (0640055M),1,0,0,0,0,0,0,0
Perpignan,Lycée François Arago (0660010C),13,4,2,0,2,0,0,0
Quimper,Lycée Auguste Brizeux (0290069T),1,0,0,0,0,0,0,0
Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),3,1,0,0,0,0,0,0
Rennes,Lycée privé Assomption (0350778F),1,0,1,0,1,0,1,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),14,2,2,0,1,0,1,0
Rouen Cedex,Lycée Pierre Corneille (0760090K),12,0,3,0,2,0,1,0
Saint-Brieuc Cedex,Lycée Francois Rabelais (0220056S),1,0,0,0,0,0,0,0
Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),2,1,1,0,0,0,0,0
Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),3,0,0,0,0,0,0,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),1,0,0,0,0,0,0,0
Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),2,0,1,0,1,0,0,0
Saint-Maur-Des-Fosses,Lycée D'Arsonval (0940121W),2,1,1,0,1,0,1,0
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),49,6,15,1,13,1,3,0
Sceaux Cedex,Lycée Lakanal (0920145H),22,4,3,1,3,1,2,0
Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),1,0,0,0,0,0,0,0
Strasbourg,Lycée Louis Couffignal (0670085D),3,0,0,0,0,0,0,0
Strasbourg,Lycée Ort (0671636P),9,0,0,0,0,0,0,0
Strasbourg Cedex,Lycée Kleber (0670080Y),22,3,1,0,1,0,0,0
Toulon Cedex,Lycée Dumont D'Urville (0830053G),1,0,0,0,0,0,0,0
Toulouse,Lycée Bellevue (0310038Y),12,2,1,0,1,0,0,0
Toulouse,Lycée Déodat de Séverac (0310044E),5,0,1,0,1,0,0,0
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),44,10,31,7,31,7,15,3
Tours Cedex 1,Lycée Descartes (0370035M),11,0,4,0,4,0,2,0
Troyes,Lycée Chrestien De Troyes (0100022V),1,0,0,0,0,0,0,0
Tunis,IPEST (99926211),11,3,1,0,0,0,0,0
Valence Cedex,Lycée Camille Vernet (0260035X),1,0,0,0,0,0,0,0
Valenciennes Cedex,Lycée Henri Wallon (0590221V),4,0,2,0,0,0,0,0
Vanves Cedex,Lycée Michelet (0920149M),4,1,1,0,1,0,0,0
Versailles,Lycée Jules Ferry (0782565P),6,1,0,0,0,0,0,0
Versailles Cedex,Lycée Hoche (0782562L),40,16,34,13,34,13,11,2
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),48,2,28,0,27,0,5,0
