ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),13,4,2,0,1,0,1,0
Albi,Lycée Laperouse (0810006S),1,0,1,0,1,0,1,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),4,0,1,0,0,0,0,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),2,0,0,0,0,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),12,3,2,0,2,0,1,0
Annonay,Lycée Saint Denis (0071126L),1,0,0,0,0,0,0,0
Antony,Lycée Sainte Marie (0920904H),3,0,0,0,0,0,0,0
Arras,Lycée Robespierre (0620006V),2,0,0,0,0,0,0,0
Avignon,Lycée Saint Joseph (0840072X),1,0,0,0,0,0,0,0
Balma,Lycée Saliège (0312408Z),12,1,2,0,2,0,1,0
Bayonne,Lycée René Cassin (0640010N),4,0,1,0,0,0,0,0
Belfort,Lycée Raoul Follereau (0900004R),3,1,1,0,0,0,0,0
Besançon,Lycée Victor Hugo (0250007X),7,1,0,0,0,0,0,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),1,0,0,0,0,0,0,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),29,10,8,2,8,2,5,1
Brest,Lycée Sainte Anne (0290338K),1,1,0,0,0,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),4,1,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),9,2,2,0,2,0,2,0
Chartres,Lycée Marceau (0280007F),1,1,0,0,0,0,0,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),14,3,4,1,4,1,3,1
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),1,0,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),7,3,2,1,2,1,2,1
Douai,Lycée Albert Chatelet (0590063Y),5,1,0,0,0,0,0,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),1,0,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),3,0,0,0,0,0,0,0
Fontainebleau,Lycée François 1er (0770927P),4,0,0,0,0,0,0,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),2,1,0,0,0,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),28,8,8,3,5,3,3,2
La Flèche Cedex,Prytanée National Militaire (0720896H),1,0,0,0,0,0,0,0
Le Havre,Lycée François 1er (0760052U),4,1,0,0,0,0,0,0
Le Mans Cedex 01,Lycée Montesquieu (0720029R),6,1,0,0,0,0,0,0
Le Raincy,Lycée Albert Schweitzer (0930830X),4,0,0,0,0,0,0,0
Lille Cedex,Lycée Faidherbe (0590119J),37,14,3,1,1,1,0,0
Limoges Cedex,Lycée Gay-Lussac (0870015U),13,5,0,0,0,0,0,0
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),1,0,0,0,0,0,0,0
Lyon,Lycée aux Lazaristes (0690522T),26,7,16,1,14,1,9,0
Lyon,Lycée La Martinière Monplaisir (0692866R),23,3,2,1,2,1,2,1
Lyon Cedex 06,Lycée du Parc (0690026D),69,17,31,8,26,6,17,5
Marseille Cedex 1,Lycée Thiers (0130040Y),35,4,11,0,9,0,2,0
Melun Cedex,Lycée Jacques Amyot (0770933W),7,0,1,0,1,0,0,0
Metz Cedex 1,Lycée Fabert (0570054Z),18,4,4,0,3,0,1,0
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),5,0,1,0,1,0,1,0
Montpellier Cedex 2,Lycée Joffre (0340038G),31,14,2,0,1,0,1,0
Mulhouse,Lycée Albert Schweitzer (0680031P),1,0,0,0,0,0,0,0
Nancy Cedex,Lycée Henri Poincaré (0540038Y),17,4,5,1,2,1,1,1
Nantes,Lycée Saint Stanislas (0440163N),5,0,1,0,1,0,1,0
Nantes Cedex 1,Lycée Clémenceau (0440021J),32,9,10,2,5,2,2,0
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),50,15,22,4,21,4,11,1
Nice Cedex 1,Lycée Massena (0060030A),44,21,8,5,6,4,4,4
Orléans Cedex 1,Lycée Pothier (0450049J),8,0,0,0,0,0,0,0
Orsay,Lycée Blaise Pascal (0910626L),14,3,3,0,2,0,2,0
Paris,Lycée Saint-Louis (0750658H),118,48,33,8,28,7,18,5
Paris,Lycée Janson de Sailly (0750699C),66,23,9,2,5,1,2,0
Paris 4e,Lycée Charlemagne (0750652B),31,6,6,0,5,0,4,0
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),12,6,0,0,0,0,0,0
Paris Cedex 03,Lycée Turgot (0750647W),11,2,2,0,1,0,1,0
Paris Cedex 05,Lycée Henri IV (0750654D),38,10,26,4,26,4,15,2
Paris Cedex 05,Lycée Louis Le Grand (0750655E),115,51,60,20,53,17,36,10
Paris Cedex 06,Lycée Stanislas (0753840S),86,26,45,14,41,13,24,8
Paris Cedex 09,Lycée Jacques Decour (0750668U),24,7,1,0,1,0,1,0
Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),7,2,1,0,1,0,1,0
Paris 15e,Lycée Buffon (0750693W),13,1,0,0,0,0,0,0
Paris 17e,Lycée Carnot (0750704H),10,2,0,0,0,0,0,0
Paris 5e,Lycée Lavoisier (0750656F),6,0,0,0,0,0,0,0
Paris 6e,Lycée Fénelon (0750660K),33,17,6,2,6,2,5,1
Paris 8e,Lycée Chaptal (0750663N),32,10,5,2,2,1,1,0
Paris 9e,Lycée Condorcet (0750667T),6,3,0,0,0,0,0,0
Pau Cedex,Lycée Louis Barthou (0640055M),3,1,0,0,0,0,0,0
Pointe-à-Pitre Cedex (guadeloupe),Lycée Baimbridge (9710003B),2,0,0,0,0,0,0,0
Poitiers Cedex,Lycée Camille Guérin (0860035W),6,4,1,0,0,0,0,0
Quimper,Lycée Auguste Brizeux (0290069T),1,1,0,0,0,0,0,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),7,3,0,0,0,0,0,0
Rennes,Lycée privé Assomption (0350778F),1,0,0,0,0,0,0,0
Rennes Cedex 7,Lycée Chateaubriand (0350710G),24,7,0,0,0,0,0,0
Rouen Cedex,Lycée Pierre Corneille (0760090K),22,2,2,0,1,0,0,0
Sainte-Clotilde Cedex (la Réunion),Lycée Leconte de Lisle (9740001H),4,3,0,0,0,0,0,0
Saint-Etienne Cedex 1,Lycée Claude Fauriel (0420041S),4,1,2,1,1,0,1,0
Saint-Germain-En-Laye Cedex,Lycée Jeanne D'Albret (0782132U),1,1,0,0,0,0,0,0
Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),1,0,0,0,0,0,0,0
Saint-Maur-Des-Fosses Cedex,Lycée Marcelin Berthelot (0940120V),34,9,1,0,0,0,0,0
Saint-Nazaire,Lycée Aristide Briand (0440069L),1,0,0,0,0,0,0,0
Saint-Quentin,Lycée Pierre de La Ramée (0020049T),2,1,0,0,0,0,0,0
Savigny-Sur-Orge Cedex,Lycée Jean Baptiste Corot (0910627M),1,0,1,0,0,0,0,0
Sceaux Cedex,Lycée Lakanal (0920145H),34,8,7,0,7,0,2,0
Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),6,2,0,0,0,0,0,0
Strasbourg Cedex,Lycée Kleber (0670080Y),31,10,8,1,7,1,6,1
Tarbes Cedex,Lycée Théophile Gautier (0650025Z),2,0,0,0,0,0,0,0
Toulon Cedex,Lycée Dumont D'Urville (0830053G),3,1,0,0,0,0,0,0
Toulouse,Lycée Bellevue (0310038Y),24,6,0,0,0,0,0,0
Toulouse,Lycée Déodat de Séverac (0310044E),3,0,0,0,0,0,0,0
Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),52,14,12,3,10,2,5,2
Tours Cedex 1,Lycée Descartes (0370035M),8,0,3,0,2,0,1,0
Tulle,Lycée Edmond Perrier (0190032G),2,1,0,0,0,0,0,0
Tunis,IPEST (99926211),33,10,1,0,0,0,0,0
Valenciennes Cedex,Lycée Henri Wallon (0590221V),22,3,6,0,5,0,3,0
Vanves Cedex,Lycée Michelet (0920149M),18,3,2,1,1,0,1,0
Versailles Cedex,Lycée Hoche (0782562L),68,19,23,3,16,2,11,2
Versailles Cedex,Lycée privé Sainte Geneviève (0783053V),116,26,71,12,68,12,38,9
