ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),46,6,10,0,10,0,2,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),7,4,0,0,0,0,0,0
Angers,Lycée Chevrollier (0490003M),18,0,10,0,10,0,4,0
Armentières,Lycée Gustave Eiffel (0590011S),22,1,4,0,4,0,3,0
Aubervilliers,Lycée Le Corbusier (0930117X),14,1,0,0,0,0,0,0
Avignon,Lycée Philippe de Girard (0840005Z),9,1,0,0,0,0,0,0
Baie-Mahault,Lycée Charles Coeffin (9711032V),7,2,0,0,0,0,0,0
Belfort,Lycée Raoul Follereau (0900004R),7,0,3,0,2,0,2,0
Besançon,Lycée Jules Haag (0250011B),8,1,2,1,2,1,2,1
Bordeaux,Lycée Gustave Eiffel (0330028B),55,7,11,0,10,0,3,0
Brest,Lycée La Croix Rouge (0290335G),7,0,0,0,0,0,0,0
Brest,Lycée Vauban (0290012F),11,0,2,0,2,0,1,0
Cachan,Lycée Gustave Eiffel (0940111K),34,7,10,3,10,3,3,1
Caen,Lycée Jules Dumont d'Urville (0142131R),10,0,4,0,4,0,2,0
Châlons-en-Champagne,Lycée Etienne Oehmichen (0510007F),4,0,0,0,0,0,0,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),13,3,2,2,2,2,2,2
Champagne-Sur-Seine,Lycée La Fayette (0770920G),6,0,0,0,0,0,0,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),18,1,0,0,0,0,0,0
Clichy,Lycée Newton-Enrea (0920136Y),20,4,0,0,0,0,0,0
Cluny,Lycée La Prat's (0710023P),15,1,3,0,3,0,1,0
Dijon,Lycée Gustave Eiffel (0211033J),7,2,2,0,2,0,2,0
Dunkerque,Lycée De L'Europe (0590072H),6,0,0,0,0,0,0,0
Grenoble,Lycée Vaucanson (0380033E),34,2,3,0,3,0,2,0
Le Havre,Lycée Robert Schuman (0760058A),15,0,1,0,1,0,0,0
Le Mans,Lycée Gabriel Touchard (0720033V),21,0,4,0,4,0,3,0
Lille,Lycée César Baggio (0590121L),20,2,4,0,4,0,1,0
Lille,Lycée privé Frédéric OZANAM (0593007Y),2,0,0,0,0,0,0,0
Limoges,Lycée Turgot (0870056N),18,2,3,0,2,0,1,0
Lyon,Lycée La Martiniere Monplaisir (0692866R),58,7,15,1,14,0,8,0
Marseille,Lycée Jean Perrin (0130053M),58,7,15,3,11,2,2,0
Massy,Lycée Parc de Vilgenis (0910727W),15,1,0,0,0,0,0,0
Meaux,Lycée Pierre de Coubertin (0770931U),4,0,0,0,0,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),18,1,4,1,2,1,0,0
Montluçon,Lycée Paul Constans (0030026M),12,5,2,0,2,0,2,0
Montpellier,Lycée Jean Mermoz (0340042L),25,3,2,0,2,0,0,0
NABEUL,IPEIN (99950811),1,0,0,0,0,0,0,0
Nancy,Lycée Henri Loritz (0540042C),18,1,4,0,3,0,0,0
Nantes,Lycée Eugène Livet (0440029T),52,4,14,1,13,1,3,0
Nevers,Lycée Jules Renard (0580031U),15,1,6,1,5,1,1,1
Nice,LGT Les Eucalyptus (0060075Z),40,7,1,0,0,0,0,0
Nimes,Lycée Dhuoda (0300026R),24,2,2,0,1,0,1,0
Nogent sur Oise,Lycée Marie Curie (0600020W),38,4,9,4,8,4,5,3
NOUMEA,Lycée Jules Garnier (9830003L),8,2,2,1,2,1,0,0
Orléans,Lycée Benjamin Franklin (0450051L),13,0,3,0,3,0,3,0
Paris,Lycée Raspail (0750691U),42,1,3,0,3,0,2,0
Paris,Lycée Voltaire (0750675B),28,7,1,0,1,0,1,0
Paris 8e,Lycée Chaptal (0750663N),33,2,4,0,4,0,2,0
Paris 11e,Lycée Dorian (0750676C),18,3,2,0,1,0,0,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),41,5,31,2,27,2,14,1
Poitiers,Lycée Louis Armand (0860037Y),12,2,0,0,0,0,0,0
Pringy,Lycée Louis Lachenal (0740006E),13,0,2,0,1,0,0,0
Reims,Lycée F. Roosevelt (0510034K),14,1,0,0,0,0,0,0
Rennes,Lycée Joliot-Curie (0350029S),27,3,13,2,13,2,3,1
Rouen,Lycée Blaise Pascal (0760095R),12,1,1,0,1,0,0,0
Sainte-Clotilde,Lycée Lislet-Geoffroy (9740054R),8,1,0,0,0,0,0,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),16,0,2,0,2,0,0,0
Saint-Sylvain-D'Anjou,Lycée St Julien La Baronnerie (0490888Z),4,0,0,0,0,0,0,0
Strasbourg,Lycée Louis Couffignal (0670085D),23,1,1,0,0,0,0,0
Tarbes,Lycée Jean Dupuy (0650027B),12,0,0,0,0,0,0,0
Thiers,Lycée Jean Zay (0630069H),6,1,0,0,0,0,0,0
Toulon,Lycée Rouvière (0830056K),18,0,4,0,3,0,1,0
Toulouse,Lycée Déodat de Séverac (0310044E),17,0,3,0,2,0,1,0
TUNIS,IPEI El Manar (99951211),2,0,0,0,0,0,0,0
Valenciennes,Lycée Du Hainaut (0590223X),11,3,0,0,0,0,0,0
Vannes,Lycée Alain René Lesage (0560051B),21,4,6,1,5,1,3,0
Versailles,Lycée Jules Ferry (0782565P),47,4,5,0,5,0,1,0
Vierzon,Lycée Henri Brisson (0180036S),5,0,0,0,0,0,0,0
Voiron,Lycée Ferdinand Buisson (0380092U),4,1,2,1,2,1,0,0
