ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Vauvenargues (0130003H),33,5,6,0,6,0,0,0
Ajaccio,Lycée Laetitia Bonaparte (6200002H),18,7,8,1,8,1,2,1
Angers Cedex 01,Lycée Chevrollier (0490003M),41,6,8,1,8,1,3,1
Armentières,Lycée Gustave Eiffel (0590011S),22,1,4,0,4,0,1,0
Aubervilliers,Lycée Le Corbusier (0930117X),7,1,0,0,0,0,0,0
Avignon,Lycée Philippe de Girard (0840005Z),12,3,0,0,0,0,0,0
Baie Mahault/guadeloupe,Lycée Charles Coeffin (9710004C),11,1,0,0,0,0,0,0
Belfort,Lycée Raoul Follereau (0900004R),16,4,2,1,2,1,2,1
Besançon,Lycée Jules Haag (0250011B),13,0,2,0,2,0,1,0
Bordeaux,Lycée Gustave Eiffel (0330028B),70,14,18,2,18,2,8,1
Brest,Lycée La Croix Rouge (0290335G),19,2,4,0,3,0,2,0
Brest Cedex 2,Lycée Vauban (0290012F),13,1,2,0,2,0,1,0
Cachan,Lycée Gustave Eiffel (0940111K),30,3,14,0,14,0,6,0
Caen,Lycée Jules Dumont d'Urville (0142131R),7,0,3,0,3,0,1,0
Chalon-Sur-Saône,Lycée Nicephore Niepce (0710012C),12,2,2,1,2,1,0,0
Champagne-Sur-Seine,Lycée La Fayette (0770920G),10,0,0,0,0,0,0,0
Champigny-Sur-Marne,Lycée Langevin-Wallon (0940113M),13,0,0,0,0,0,0,0
Clichy,Lycée Newton-Enrea (0920136Y),4,0,0,0,0,0,0,0
Cluny,Lycée La Prat's (0710023P),20,1,0,0,0,0,0,0
Dijon,Lycée Gustave Eiffel (0211033J),23,7,2,1,2,1,1,1
Dunkerque,Lycée De L'Europe (0590072H),3,2,0,0,0,0,0,0
Grenoble,Lycée Vaucanson (0380033E),42,7,7,0,6,0,2,0
Le Havre,Lycée Robert Schuman (0760058A),9,3,0,0,0,0,0,0
Le Mans Cedex 1,Lycée Touchard Washington (0720033V),18,2,6,0,6,0,2,0
Lille,Lycée César Baggio (0590121L),29,5,4,1,4,1,2,1
Limoges,Lycée Turgot (0870056N),32,3,10,1,8,1,4,1
Lyon,Lycée aux Lazaristes (0690522T),8,2,0,0,0,0,0,0
Lyon,Lycée La Martinière Monplaisir (0692866R),65,8,22,2,22,2,5,1
Marseille Cedex 10,Lycée Jean Perrin (0130053M),63,7,9,0,9,0,2,0
Massy Cedex,Lycée Parc de Vilgenis (0910727W),13,1,1,0,1,0,1,0
Meaux,Lycée Pierre de Coubertin (0770931U),12,2,1,0,1,0,0,0
Metz,Lycée Louis De Cormontaigne (0573227Y),5,0,0,0,0,0,0,0
Montluçon,Lycée Paul Constans (0030026M),5,1,1,0,1,0,1,0
Montpellier,Lycée Jean Mermoz (0340042L),35,5,9,1,9,1,1,1
Nancy,Lycée Henri Loritz (0540042C),24,0,4,0,4,0,0,0
Nantes,Lycée Eugène Livet (0440029T),68,7,19,3,19,3,7,3
Nevers,Lycée Jules Renard (0580031U),9,1,6,1,6,1,2,0
Nice,Lycée Les Eucalyptus (0060075Z),48,5,8,1,8,1,1,0
Nimes,Lycée Dhuoda (0300026R),18,2,3,1,3,1,0,0
Nogent Sur Oise,Lycée Marie Curie (0600020W),42,6,15,2,15,2,3,0
Nouméa,Lycée Jules Garnier (9830003L),22,5,5,1,5,1,1,0
Orléans,Lycée Benjamin Franklin (0450051L),13,2,0,0,0,0,0,0
Paris,Lycée Raspail (0750691U),71,12,6,0,6,0,0,0
Paris,Lycée Voltaire (0750675B),25,2,0,0,0,0,0,0
Paris 11e,Lycée Dorian (0750676C),33,1,4,0,4,0,0,0
Paris 16e,Lycée Jean-Baptiste Say (0750700D),39,9,28,5,28,5,7,1
Paris 8e,Lycée Chaptal (0750663N),33,3,14,1,14,1,4,0
Pringy,Lycée Louis Lachenal (0740006E),21,2,8,0,8,0,3,0
Reims Cedex,Lycée Franklin Roosevelt (0510034K),12,1,1,0,1,0,0,0
Rennes,Lycée Joliot-Curie (0350029S),33,6,8,2,8,2,0,0
Rouen,Lycée Blaise Pascal (0760095R),10,1,0,0,0,0,0,0
Rueil-Malmaison,Lycée Passy Buzenval (0920928J),27,3,10,0,10,0,3,0
Saint-Etienne,Lycée Etienne Mimard (0420046X),21,6,1,0,1,0,0,0
Saint-Sylvain D'Anjou,Lycée Saint Aubin La Salle (0492420P),13,5,2,0,2,0,1,0
Sfax,IPEIS (99951111),1,0,0,0,0,0,0,0
Ste Clotilde/la Reunion,Lycée Lislet-Geoffroy (9740054R),9,1,0,0,0,0,0,0
Strasbourg,Lycée Louis Couffignal (0670085D),22,2,4,0,4,0,3,0
Tarbes,Lycée Jean Dupuy (0650027B),8,0,0,0,0,0,0,0
Thiers,Lycée Jean Zay (0630069H),12,0,2,0,2,0,0,0
Toulon,Lycée Rouvière (0830056K),23,3,8,0,7,0,2,0
Toulouse,Lycée Déodat de Séverac (0310044E),23,1,2,0,2,0,1,0
Tours,Lycée J. de Vaucanson (0371418R),8,2,3,0,3,0,0,0
Vannes,Lycée Alain René Lesage (0560051B),18,2,3,0,3,0,1,0
Versailles,Lycée Jules Ferry (0782565P),77,8,10,1,10,1,3,0
Versailles Cedex,Lycée Sainte Geneviève (0783053V),33,4,21,3,21,3,10,1
Voiron,Lycée Ferdinand Buisson (0380092U),15,1,6,0,6,0,2,0
