ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),12,5,0,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),18,8,4,1,2,0,1,0
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),41,7,38,7,31,7,18,5
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),44,13,39,12,36,10,19,6
Ajaccio,Lycée Laetitia Bonaparte (6200002H),9,2,4,1,4,1,1,0
Albi,Lycée Laperouse (0810006S),23,9,18,5,14,4,7,2
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),30,6,10,3,5,1,1,1
Angers,Lycée Saint-Martin (0490824E),21,3,13,1,10,0,3,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),34,6,27,4,23,4,16,3
Annecy Cedex,Lycée Berthollet (0740003B),27,6,24,6,20,6,5,2
Annonay,Lycée Saint Denis (0071126L),9,2,6,1,5,1,0,0
Antony,Lycée Sainte Marie (0920904H),35,4,29,4,27,4,6,1
Argenteuil,Lycée Jean Jaurès (0950641F),20,3,2,0,0,0,0,0
Arras,Lycée Robespierre (0620006V),36,7,12,2,5,0,2,0
Auxerre,Lycée Jacques Amyot (0890003V),14,7,1,0,1,0,0,0
Avignon Cedex,Lycée Frédéric Mistral (0840003X),44,6,14,3,10,2,2,0
Balma,Lycée Saliège (0312408Z),37,6,33,6,28,5,9,1
Belfort,Lycée Raoul Follereau (0900004R),21,4,13,3,11,3,1,1
Benguérir,LYDEX (L0081),18,10,6,3,6,3,0,0
Besançon,Lycée Victor Hugo (0250007X),42,6,40,6,36,5,20,4
Bordeaux,Lycée Gustave Eiffel (0330028B),71,20,58,16,53,14,18,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),76,22,76,22,66,20,10,2
Brest,Lycée Naval (0290063L),30,13,29,12,29,12,12,3
Brest,Lycée Sainte Anne (0290338K),21,3,6,2,3,1,2,0
Brest Cedex 2,Lycée Vauban (0290012F),41,6,31,4,28,4,7,1
Caen,Lycée Victor Hugo (0142059M),45,13,29,8,24,7,10,3
Cannes Cedex,Lycée Stanislas (0060673Z),33,10,31,10,28,9,15,6
Casablanca,ELBILIA SUP (99696011),17,3,0,0,0,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),41,10,15,3,12,3,4,1
Casablanca,Lycée Mohamed V (99926411),19,9,5,3,3,1,2,1
Chambéry,Lycée Vaugelas (0730013T),29,12,15,7,9,5,3,1
Clermont-Ferrand,Lycée La Fayette (0630021F),37,9,32,8,30,8,13,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),45,4,43,4,42,4,19,1
Dakhla,Lycée Okba Ibn Nafea (L0055),3,0,1,0,1,0,1,0
Dijon,Lycée Carnot (0210015C),46,8,44,8,41,8,12,4
Dijon,Lycée Gustave Eiffel (0211033J),40,7,33,7,28,6,16,2
Douai,Lycée Albert Chatelet (0590063Y),41,7,36,7,31,6,10,1
Dunkerque Cedex,Lycée Jean Bart (0590071G),29,7,16,6,11,6,6,4
El Jadida,Lycée Errazi (99927011),17,6,9,2,2,1,1,1
Evreux,Lycée Aristide Briand (0270016W),24,11,18,9,10,5,8,4
Evry,Lycée Parc des Loges (0911251R),16,5,5,2,4,1,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),18,12,6,6,3,3,1,1
Fontainebleau,Lycée François 1er (0770927P),35,10,25,5,21,4,11,1
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),25,11,3,1,2,0,0,0
Grenoble Cedex 1,Lycée Champollion (0380027Y),91,18,85,18,79,18,28,9
Guelmim,Lycée Bab Essahra (L0041),7,3,0,0,0,0,0,0
Kenitra,Lycée Mohamed VI (99948211),6,1,1,0,0,0,0,0
La Flèche Cedex,Prytanée National Militaire (0720896H),33,6,31,5,26,5,9,2
La Rochelle,Lycée Jean Dautet (0170028N),37,7,23,5,20,5,6,1
Le Mans Cedex 01,Lycée Montesquieu (0720029R),42,14,32,8,25,5,6,3
Le Raincy,Lycée Albert Schweitzer (0930830X),25,2,15,1,14,1,4,0
Le Tampon,Lycée Roland Garros (9740002J),17,4,4,1,3,1,3,1
