ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),6,1,0,0,0,0,0,0
Agadir,Lycée Reda Slaoui (99926811),50,17,21,9,17,6,5,1
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),12,1,11,1,11,1,4,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),17,5,14,3,10,3,7,2
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),25,2,17,2,12,1,4,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),29,5,25,5,18,2,10,2
Annecy Cedex,Lycée Berthollet (0740003B),57,12,46,8,35,6,13,2
Antony,Lycée Sainte Marie (0920904H),35,6,28,5,27,5,7,3
Arras,Lycée Robespierre (0620006V),10,3,3,0,3,0,1,0
Autun Cedex,Lycée Militaire National (0711064W),1,0,0,0,0,0,0,0
Benguérir,LYDEX (L0081),55,20,43,14,43,14,20,8
Beni-Mellal,DAY PREPAS (L0038),2,1,1,0,1,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),18,5,3,2,1,1,0,0
Besançon,Lycée Victor Hugo (0250007X),50,10,40,7,30,5,16,0
Beyrouth,Ecole Supérieure d'ingénieurs (99926311),12,6,6,2,0,0,0,0
Blois Cedex,Lycée Dessaignes (0410002E),10,2,7,2,6,2,3,2
Bordeaux Cedex,Institution Sainte Marie Grand Lebrun (0331503E),32,10,16,4,11,3,4,3
Bordeaux Cedex,Lycée Camille Jullian (0330023W),37,12,20,8,14,7,3,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),109,29,103,27,89,26,32,11
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),8,0,2,0,1,0,1,0
Bourg-En-Bresse,Lycée Lalande (0010013J),23,6,10,2,5,0,2,0
Bourges,Lycée Alain-Fournier (0180005H),12,1,4,0,2,0,1,0
Brest,Lycée Naval (0290063L),12,4,8,2,4,1,0,0
Brest,Lycée Sainte Anne (0290338K),14,4,4,1,4,1,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),66,23,58,19,52,18,12,4
Caen Cedex 4,Lycée Malherbe (0140013N),99,22,72,18,50,13,20,7
Cannes Cedex,Lycée Stanislas (0060673Z),22,4,12,1,9,0,1,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),23,7,3,0,2,0,0,0
Casablanca,ELBILIA SUP (99696011),7,4,2,0,2,0,1,0
Casablanca,ESTEM (E0004),11,1,2,0,1,0,0,0
Casablanca,Groupe scolaire La Résidence (3500055H),40,13,16,7,12,6,0,0
Casablanca,Lycée Al Khansaa (3500050C),54,23,11,2,7,2,0,0
Casablanca,Lycée Mohamed V (99926411),82,25,41,16,30,12,7,0
Castres,Lycée Borde Basse (0810959C),22,5,21,5,17,4,2,1
Chambéry,Lycée Vaugelas (0730013T),20,6,11,3,7,2,1,1
Chartres,Lycée Marceau (0280007F),31,1,11,0,7,0,2,0
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),43,5,26,2,20,2,3,0
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),17,2,10,1,9,1,4,1
Clermont-Ferrand,Lycée La Fayette (0630021F),21,2,12,1,8,1,5,1
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),63,17,53,15,41,10,13,5
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),13,3,10,2,6,0,3,0
Dijon,Lycée Carnot (0210015C),103,18,78,13,62,8,28,4
Douai,Lycée Albert Chatelet (0590063Y),37,12,27,7,19,3,7,0
Douala,Ecole Supérieure d?Ingénieurs d?Afrique Centrale (E0038),1,0,0,0,0,0,0,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),12,2,11,2,10,2,4,0
Enghien-Les-Bains,Lycée Gustave Monod (0952196W),24,7,10,1,9,1,3,0
Epinal,Lycée Claude Gellee (0880020U),25,8,11,4,8,1,3,1
Errachidia,Lycée Ibn Tahir (99929511),14,2,3,1,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),25,4,15,2,9,1,3,1
Fès,CAP-GE ALKHYYAM (99694011),3,0,0,0,0,0,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),82,30,37,10,28,9,7,2
Fès,Etablissement Al Cachy (99695011),28,12,4,0,4,0,0,0
Fontainebleau,Lycée François 1er (0770927P),30,7,21,5,17,5,5,2
Forbach,Lycée Jean Moulin (0570029X),19,1,7,0,3,0,1,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),12,3,2,1,2,1,1,0
