ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),12,0,10,0,9,0,3,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),42,16,35,14,30,12,6,3
Albi,Lycée Laperouse (0810006S),16,10,15,9,12,9,3,3
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),33,15,27,13,20,7,10,4
Angers Cedex 01,Lycée Henri Bergson (0491966W),22,6,21,6,16,3,6,2
Annecy Cedex,Lycée Berthollet (0740003B),43,22,37,20,31,17,9,7
Annonay,Lycée Saint Denis (0071126L),9,4,7,2,7,2,4,0
Antony,Lycée Sainte Marie (0920904H),29,6,27,6,21,4,13,3
Arras,Lycée Robespierre (0620006V),17,8,15,8,7,3,3,1
Avignon,Lycée Saint Joseph (0840072X),27,10,24,7,21,7,7,2
Balma,Lycée Saliège (0312408Z),54,17,43,12,39,11,17,3
Bayonne,Lycée René Cassin (0640010N),26,8,23,7,22,7,6,3
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),22,7,21,7,18,6,7,3
Belfort,Lycée Condorcet (0900002N),21,6,13,3,8,2,4,2
Besançon,Lycée Victor Hugo (0250007X),28,10,25,9,20,6,13,4
Bordeaux Cedex,Lycée Camille Jullian (0330023W),22,11,20,11,18,10,2,2
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),15,4,9,3,9,3,3,1
Bourg-En-Bresse,Lycée Lalande (0010013J),20,6,19,6,16,6,8,3
Bourges,Lycée Alain-Fournier (0180005H),16,4,9,3,8,3,6,2
Brest,Lycée Sainte Anne (0290338K),12,6,9,5,6,3,1,1
Brest Cedex 2,Lycée de Kerichen (0290007A),53,19,39,15,34,14,8,4
Caen,Lycée Privé Sainte-Marie (0141164P),8,4,8,4,7,3,4,1
Caen,Lycée Victor Hugo (0142059M),41,14,38,14,32,12,12,3
Chartres,Lycée Marceau (0280007F),26,9,24,9,22,9,8,4
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),31,12,20,7,17,6,1,0
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),25,8,21,6,16,5,3,2
Dijon,Lycée Carnot (0210015C),54,23,51,23,44,21,13,7
Douai,Lycée Albert Chatelet (0590063Y),31,13,27,11,22,9,6,2
Dunkerque Cedex,Lycée Jean Bart (0590071G),21,11,15,9,13,9,6,4
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),20,12,19,12,18,11,13,6
Evreux,Lycée Aristide Briand (0270016W),15,6,10,4,10,4,2,0
Fontainebleau,Lycée François 1er (0770927P),22,5,19,3,16,2,8,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),26,14,23,13,23,13,19,12
Grenoble Cedex 1,Lycée Champollion (0380027Y),46,18,42,16,42,16,3,0
La Flèche Cedex,Prytanée National Militaire (0720896H),4,0,4,0,3,0,1,0
La Mulatière,Lycée Assomption Bellevue (0690539L),18,11,17,11,9,5,2,1
La Rochelle,Lycée Jean Dautet (0170028N),15,4,13,4,12,3,7,2
La Roche-Sur-Yon,Lycée Pierre Mendès-France (0850025R),4,1,4,1,4,1,2,0
Le Havre Cedex,Lycée François 1er (0760052U),13,7,13,7,12,6,4,2
Le Mans Cedex 01,Lycée Montesquieu (0720029R),21,9,17,8,16,8,4,1
Le Puy-En-Velay,Lycée Charles Et Adrien Dupuy (0430020N),14,3,13,2,11,2,3,1
Le Raincy,Lycée Albert Schweitzer (0930830X),13,5,11,4,9,2,7,2
Lille Cedex,Lycée Faidherbe (0590119J),46,13,37,10,37,10,4,1
Limoges Cedex,Lycée Gay-Lussac (0870015U),31,17,28,15,24,13,6,5
Lorient Cedex,Lycée Dupuy De Lôme (0560025Y),12,6,5,2,3,2,0,0
Lyon,Lycée aux Lazaristes (0690522T),4,2,2,2,2,2,0,0
Lyon,Lycée Jean Perrin (0690082P),25,13,25,13,25,13,9,6
Lyon,Lycée La Martinière Monplaisir (0692866R),34,16,27,14,26,13,7,3
Lyon Cedex 06,Lycée du Parc (0690026D),44,19,31,16,28,14,4,2
Marseille Cedex 1,Lycée Thiers (0130040Y),37,19,34,18,34,18,11,8
Melun Cedex,Lycée Jacques Amyot (0770933W),32,14,31,14,29,13,10,5
Metz Cedex 1,Lycée Fabert (0570054Z),28,11,23,11,21,10,3,2
MONTIGNY-LE-BRETONNEUX,Lycée Descartes (0781512V),13,6,13,6,12,6,7,4
Montpellier Cedex 2,Lycée Joffre (0340038G),17,11,12,9,11,9,3,3
Mulhouse,Lycée Albert Schweitzer (0680031P),19,11,19,11,17,9,8,2
Nancy Cedex,Lycée Henri Poincaré (0540038Y),36,10,32,10,25,8,6,3
Nantes,Lycée Saint Stanislas (0440163N),19,7,17,7,14,6,8,3
Nantes Cedex 1,Lycée Clémenceau (0440021J),24,10,21,9,18,9,4,2
Neuilly-Sur-Seine Cedex,Lycée Louis Pasteur (0920142E),44,15,38,14,37,14,16,7
Nice Cedex 1,Lycée Massena (0060030A),41,18,37,17,29,14,5,3
Nimes Cedex,Lycée Alphonse Daudet (0300021K),33,18,32,18,21,14,13,7
Orléans,Lycée Saint Charles (0450110A),3,0,3,0,3,0,2,0
Orléans Cedex 1,Lycée Pothier (0450049J),38,11,33,9,32,9,11,3
Orsay,Lycée Blaise Pascal (0910626L),17,6,16,5,16,5,3,1
Paris 4e,Lycée Charlemagne (0750652B),44,18,34,18,31,16,11,5
Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),37,9,36,9,34,9,11,3
Paris Cedex 03,Lycée Turgot (0750647W),45,17,29,12,21,11,9,7
Paris Cedex 05,Lycée Henri IV (0750654D),4,2,2,2,1,1,0,0
Paris Cedex 05,Lycée Louis Le Grand (0750655E),18,9,8,3,8,3,1,0
Paris Cedex 06,Lycée Saint-Louis (0750658H),103,58,79,44,76,44,13,4
Paris Cedex 06,Lycée Stanislas (0753840S),26,11,17,9,17,9,4,2
