ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée Militaire (0131596P),8,5,8,5,8,5,0,0
Aix-En-Provence,Lycée Paul Cezanne (0130002G),47,22,45,21,39,19,9,5
Albi,Lycée Laperouse (0810006S),23,14,23,14,18,11,6,3
AMIENS,Lycée Louis Thuillier (0800009A),26,9,22,8,15,4,4,2
Angers,Lycée Henri Bergson (0491966W),28,11,25,9,19,6,7,3
Annecy,Lycée Berthollet (0740003B),39,14,34,14,26,12,7,2
Antony,Lycée Sainte Marie (0920904H),27,11,26,11,22,9,6,2
Arras,Lycée Robespierre (0620006V),19,13,17,11,12,9,6,5
Avignon,Lycée Saint Joseph (0840072X),36,11,35,11,32,10,19,6
Balma,Lycée Saliège (0312408Z),54,20,44,18,33,14,9,4
Bayonne,Lycée René Cassin (0640010N),21,5,19,5,14,3,3,2
Belfort,Lycée Condorcet (0900002N),17,6,13,6,11,5,5,3
Besançon,Lycée Victor Hugo (0250007X),24,9,20,7,17,6,1,0
Bordeaux,Lycée Camille Jullian (0330023W),30,5,27,5,21,4,8,2
Bordeaux,Lycée Michel Montaigne (0330021U),32,17,25,15,23,13,3,1
Bourg-En-Bresse,Lycée Lalande (0010013J),31,6,29,5,23,3,10,1
Bourges,Lycée Alain-Fournier (0180005H),22,10,14,6,8,5,1,0
Brest,Lycée de Kerichen (0290007A),42,16,40,16,32,14,9,2
Brest,Lycée Sainte Anne (0290338K),23,6,19,5,14,4,4,1
Caen,Lycée Privé Sainte-Marie (0141164P),15,4,10,2,10,2,7,2
Caen,Lycée Victor Hugo (0142059M),34,10,30,9,29,8,4,1
Chartres,Lycée Marceau (0280007F),22,5,20,5,19,5,5,1
Clermont-Ferrand,Lycée Blaise Pascal (0630018C),34,11,25,8,22,7,11,2
Compiègne,Lycée Pierre d'Ailly (0600014P),19,7,16,5,13,2,6,1
Corenc,ITEC Boisfleury Europe (0381675P),15,6,15,6,14,5,4,2
Dijon,Lycée Carnot (0210015C),41,13,34,12,25,9,5,3
Douai,Lycée Albert Chatelet (0590063Y),22,8,19,7,15,5,2,1
Dunkerque,Lycée Jean Bart (0590071G),27,8,24,7,17,3,11,2
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),18,4,17,4,16,3,8,1
Evreux,Lycée Aristide Briand (0270016W),32,7,27,5,20,4,4,2
Fontainebleau,Lycée François 1er (0770927P),29,14,28,14,22,14,6,5
Fort-De-France,Lycée Bellevue (9720003W),23,13,23,13,23,13,16,11
Grenoble,Lycée Champollion (0380027Y),37,12,35,11,30,10,7,0
La Flèche,Prytanée National Militaire (0720896H),10,0,7,0,5,0,1,0
La Rochelle,Lycée Jean Dautet (0170028N),9,2,5,2,5,2,4,1
La Roche-Sur-Yon,Lycée Pierre Mendès-France (0850025R),7,2,7,2,6,2,4,2
La Roche-Sur-Yon,Lycée Saint Joseph (0850083D),7,4,6,4,5,3,4,3
Le Havre,Lycée François 1er (0760052U),19,2,19,2,19,2,9,1
Le Mans,Lycée Montesquieu (0720029R),28,9,27,9,24,8,6,1
Le Raincy,Lycée Albert Schweitzer (0930830X),15,4,14,4,12,4,7,2
Lille,Lycée Catholique Saint Pierre (0593117T),1,0,0,0,0,0,0,0
Lille,Lycée Faidherbe (0590119J),41,14,37,14,30,12,10,6
Limoges,Lycée Gay-Lussac (0870015U),24,10,23,10,18,6,5,1
Lorient,Lycée Dupuy De Lôme (0560025Y),15,5,11,3,6,3,3,2
Lyon,Institution des Chartreux (0690564N),1,1,1,1,1,1,1,1
Lyon,Lycée aux Lazaristes (0690522T),10,4,10,4,10,4,2,0
Lyon,Lycée du Parc (0690026D),37,11,29,10,29,10,9,2
Lyon,Lycée Jean Perrin (0690082P),28,11,28,11,23,10,8,3
Lyon,Lycée La Martinière Monplaisir (0692866R),28,10,26,10,26,10,3,0
Marseille,Lycée Thiers (0130040Y),42,19,38,19,37,19,2,0
Melun,Lycée Jacques Amyot (0770933W),17,6,14,6,13,6,3,2
Metz,Lycée Fabert (0570054Z),55,16,48,13,40,11,8,2
Montpellier,Lycée Joffre (0340038G),29,15,29,15,27,14,6,2
Mulhouse,Lycée Albert Schweitzer (0680031P),19,13,17,12,14,10,3,3
Nabeul,IPEIN (99950811),2,0,1,0,1,0,0,0
Nancy,Lycée Henri Poincaré (0540038Y),32,8,26,6,25,6,6,3
Nantes,Lycée Clémenceau (0440021J),35,10,32,9,32,9,5,1
