ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence,Lycée militaire (0131596P),25,6,15,4,13,3,7,1
Aix-En-Provence,Paul Cezanne (0130002G),71,29,62,25,53,18,24,8
Albi,Laperouse (0810006S),18,3,8,1,7,1,4,0
Amiens,Louis Thuillier (0800009A),34,12,17,8,14,6,8,4
Angers,Henri Bergson (0491966W),14,3,12,2,8,2,4,1
Annecy,Lycée Berthollet (0740003B),60,24,54,20,46,19,29,10
Antony,Sainte Marie (0920904H),32,5,22,3,21,2,7,2
Arras,Robespierre (0620006V),14,7,6,2,6,2,5,2
Avignon,St Joseph (0840072X),36,6,12,4,10,4,3,1
Balma,Saliège (0312408Z),73,18,49,9,43,6,8,2
Bayonne,Rene Cassin (0640010N),31,5,24,3,22,3,13,2
Belfort,Condorcet (0900002N),18,9,10,6,9,6,8,5
Besançon,Victor Hugo (0250007X),71,31,51,22,42,20,27,13
Bitche,St Augustin (0570194B),1,0,0,0,0,0,0,0
Bizerte,IPEI (16200011),1,0,0,0,0,0,0,0
Bordeaux,Camille Jullian (0330023W),32,13,23,9,21,9,10,6
Bordeaux,Michel Montaigne (0330021U),56,16,53,16,46,16,13,6
Bourg-En-Bresse,Lycée Lalande (0010013J),33,8,21,6,17,3,8,1
Bourges,Alain-Fournier (0180005H),20,7,5,1,4,1,1,0
Brest,de Kerichen (0290007A),44,14,33,10,24,7,11,2
Brest,Sainte Anne (0290338K),18,6,6,2,3,2,1,0
Caen,Lycée Privé Sainte-Marie (0141164P),10,2,2,0,2,0,0,0
Caen,Lycée VICTOR HUGO (0142059M),48,14,37,12,33,12,19,7
Chartres,Marceau (0280007F),33,15,18,8,18,8,13,8
Clermont-Ferrand,Blaise Pascal (0630018C),58,21,53,20,49,20,25,11
Compiègne,Pierre d'Ailly (0600014P),12,4,9,3,5,3,1,1
Corenc,ITEC Boisfleury Europe (0381675P),17,4,13,1,10,1,5,1
Dijon,Lycée Carnot (0210015C),55,16,44,13,33,11,14,6
Douai,Albert Chatelet (0590063Y),21,9,12,3,10,3,3,1
Dunkerque,Jean Bart (0590071G),21,7,8,1,5,1,4,1
Enghien-Les-Bains,Gustave Monod (0950644J),20,8,12,6,11,6,8,5
Evreux,Aristide Briand (0270016W),20,4,8,2,8,2,3,2
Fontainebleau,Francois Ier (0770927P),28,6,10,4,7,3,3,0
Fort-De-France,Bellevue (9720003W),23,15,5,2,4,1,2,1
Grenoble,Champollion (0380027Y),71,25,65,23,60,21,27,5
La Flèche,Prytanee National Militaire (0720896H),14,3,7,1,6,1,3,1
La Rochelle,Jean Dautet (0170028N),13,6,8,5,6,4,3,2
La Roche-Sur-Yon,Saint Joseph (0850083D),12,1,5,0,5,0,2,0
Le Havre,François 1er (0760052U),32,9,21,5,17,5,7,2
Le Mans,Montesquieu (0720029R),62,11,48,9,38,9,22,4
Le Raincy,Albert Schweitzer (0930830X),23,10,13,4,10,3,4,1
Lens,Condorcet (0620108F),14,8,2,2,2,2,1,1
Lille,Faidherbe (0590119J),58,20,46,19,42,18,18,7
Limoges,Lycée Gay-Lussac (0870015U),40,13,36,13,29,10,7,2
Lorient,Dupuy De Lôme (0560025Y),15,5,8,3,7,3,5,2
Lyon,Aux Lazaristes (0690522T),23,7,21,7,17,7,5,3
Lyon,Institution des Chartreux (0690564N),1,1,1,1,1,1,1,1
Lyon,Jean Perrin (0690082P),22,6,17,5,13,3,7,1
Lyon,La Martiniere Monplaisir (0692866R),49,21,47,21,44,19,27,14
Lyon,Lycée du Parc (0690026D),109,35,100,33,81,30,17,5
Marseille,Thiers (0130040Y),68,21,52,18,45,15,14,5
Melun,Jacques Amyot (0770933W),28,8,12,3,9,2,5,1
Metz,Fabert (0570054Z),68,27,63,26,54,22,23,10
Montpellier,Joffre (0340038G),78,45,68,38,62,37,28,18
Mulhouse,Lyçée Albert Schweitzer (0680031P),28,12,14,4,13,4,8,3
NABEUL,IPEIN (99950811),1,1,0,0,0,0,0,0
Nancy,Henri Poincaré (0540038Y),99,31,83,28,75,25,28,8
Nantes,Lycée CLEMENCEAU (0440021J),61,22,55,21,53,21,22,11
Nantes,St Stanislas (0440163N),37,13,18,7,12,6,5,4
Neuilly-Sur-Seine,Louis Pasteur (0920142E),56,11,52,10,49,10,11,4
Nice,Massena (0060030A),33,12,31,12,28,12,6,2
Nimes,Alphonse DAUDET (0300021K),25,6,9,0,7,0,2,0
Orléans,Pothier (0450049J),68,31,45,20,40,18,26,10
Orléans,Saint Charles (0450110A),4,1,1,0,1,0,0,0
Orsay,Blaise Pascal (0910626L),25,11,24,11,22,10,8,6
Paris 3e,Turgot (0750647W),31,8,21,4,16,4,7,2
Paris 4e,Charlemagne (0750652B),57,24,50,22,45,21,10,5
Paris 5e,Henri IV (0750654D),20,5,12,4,9,4,0,0
Paris 5e,Lavoisier (0750656F),36,15,22,11,17,8,9,7
Paris 5e,Louis Le Grand (0750655E),55,18,41,13,30,9,4,1
Paris 6e,Fénelon (0750660K),31,10,29,10,28,10,5,2
Paris 6e,Saint-Louis (0750658H),153,68,140,64,116,52,38,17
Paris 6e,Stanislas (0753840S),32,7,32,7,29,7,6,1
Paris 8e,Chaptal (0750663N),66,22,61,20,54,17,14,4
Paris 8e,Fénelon Sainte-Marie (0753873C),35,10,27,8,23,8,8,5
Paris 9e,Condorcet (0750667T),27,7,17,5,12,3,6,2
Paris 9e,Jacques Decour (0750668U),42,13,34,9,27,8,13,6
PARIS 04,IPESUP (0753144K),14,2,13,2,13,2,2,1
Paris 13e,Ecole Nationale Chimie Physique Biologie (0750685M),34,17,21,10,19,10,14,10
PARIS 15,URANIE (9750011N),19,5,11,3,7,2,3,1
Paris 15e,Buffon (0750693W),30,9,25,9,22,8,8,3
Paris 15e,Cours Ourania (0753149R),13,3,11,3,8,3,4,2
Paris 16e,Janson De Sailly (0750699C),119,35,108,31,95,27,26,10
Paris 17e,Carnot (0750704H),30,12,16,6,13,5,6,4
Paris 17e,Honoré De Balzac (0750705J),21,7,9,2,5,1,5,1
Pau,Louis Barthou (0640055M),64,18,61,18,58,16,36,12
Périgueux,BERTRAN DE BORN (0240024W),19,3,9,1,6,1,2,1
Perpignan,Lycée François Arago (0660010C),29,11,16,6,11,4,4,1
Pointe-à-Pitre,L.G.T.Baimbridge (9710003B),18,11,8,5,3,1,2,1
Poitiers,Camille Guérin (0860035W),58,19,47,16,41,13,21,9
Quimper,Auguste Brizeux (0290069T),24,8,18,7,12,4,8,3
Reims,Franklin ROOSEVELT (0510034K),88,31,59,23,52,19,21,11
Rennes,ASSOMPTION (0350778F),23,6,8,3,5,2,2,0
Rennes,Francois René De Chateaubriand (0350710G),63,18,59,16,51,14,26,7
Rouen,Pierre Corneille (0760090K),79,26,72,24,60,22,14,6
Saint-Brieuc,Francois Rabelais (0220056S),21,6,10,1,9,0,2,0
Sainte-Clotilde,Lycée Leconte De Lisle (9740001H),20,10,12,7,12,7,7,5
Saint-Etienne,Claude Fauriel (0420041S),46,19,35,15,31,14,22,12
Saint-Germain-en-Laye,Lycée Jeanne D'Albret (0782132U),27,14,25,13,21,11,14,7
Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),12,3,9,2,9,2,3,0
Saint-Maur-Des-Fosses,Marcelin Berthelot (0940120V),48,23,42,21,38,20,13,8
Saint-Nazaire,Aristide Briand (0440069L),16,5,5,1,3,0,1,0
Saint-Quentin,Pierre de La Ramee (0020049T),16,3,2,0,2,0,1,0
Salon-De-Provence,Emperi (L') (0130160D),36,10,12,3,10,1,6,1
Savigny-Sur-Orge,Jean Baptiste Corot (0910627M),29,11,21,7,19,6,11,3
Sceaux,Lakanal (0920145H),69,23,65,23,59,21,19,4
Strasbourg,Kleber (0670080Y),87,31,75,26,63,25,30,15
Tarbes,Théophile Gautier (0650025Z),17,9,6,2,4,1,2,1
Toulon,Dumont D Urville (0830053G),42,17,24,11,18,7,11,4
Toulouse,Bellevue (0310038Y),39,19,38,19,36,18,20,13
Toulouse,Déodat de Séverac (0310044E),21,9,16,5,14,4,6,2
Toulouse,Pierre De Fermat (0310036W),53,26,51,25,38,21,17,8
Tourcoing,Gambetta (0590212K),19,7,7,2,3,1,1,0
Tours,Descartes (0370035M),73,26,57,24,53,22,28,14
Troyes,Chrestien De Troyes (0100022V),25,10,13,6,11,6,8,4
Tulle,Edmond Perrier (0190032G),13,3,4,1,3,1,2,1
TUNIS,IPEI El Manar (99951211),1,0,0,0,0,0,0,0
TUNIS,I.P.E.I.T (99922211),1,0,0,0,0,0,0,0
TUNIS,IPEST (99926211),62,29,52,23,39,20,16,8
Valbonne,Valbonne (0061642C),42,18,26,12,19,9,8,4
Valence,Camille Vernet (0260035X),18,9,6,3,3,1,1,1
Valenciennes,Henri Wallon (0590221V),101,32,81,24,68,22,14,5
Vanves,Michelet (0920149M),28,9,23,6,20,6,9,4
Versailles,Hoche (0782562L),66,22,58,22,47,21,11,7
Versailles,Sainte Geneviève (0783053V),143,33,138,32,79,24,13,4
