ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Agadir,Groupe scolaire Al Qalam (99693001),5,1,1,1,1,1,1,1
Agadir,Lycée Reda Slaoui (99926811),24,6,11,2,8,2,1,1
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),25,3,12,0,6,0,2,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),15,2,11,2,9,2,1,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),21,5,7,3,5,2,2,1
Angers Cedex 01,Lycée Henri Bergson (0491966W),11,2,5,1,1,0,1,0
Annecy Cedex,Lycée Berthollet (0740003B),24,3,15,2,9,2,2,0
Antony,Lycée Sainte Marie (0920904H),38,6,27,4,14,2,1,0
Arras,Lycée Robespierre (0620006V),4,0,2,0,0,0,0,0
Autun Cedex,Lycée Militaire National (0711064W),15,1,2,0,1,0,0,0
Beni-Mellal,DAY PREPAS (L0038),1,0,0,0,0,0,0,0
Beni-Mellal,Lycée Technique Mohamed V (99929811),8,3,1,0,1,0,0,0
Besançon,Lycée Victor Hugo (0250007X),33,8,16,4,14,3,6,1
Beyrouth,Ecole Supérieure d'ingénieurs (99926311),9,0,4,0,2,0,0,0
Blois Cedex,Lycée Dessaignes (0410002E),6,2,1,1,0,0,0,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),21,3,17,3,14,3,3,1
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),100,21,74,14,61,12,20,2
Boulogne-Sur-Mer Cedex,Lycée Mariette (0622949U),6,2,1,0,1,0,0,0
Bourg-En-Bresse,Lycée Lalande (0010013J),13,4,3,2,3,2,3,2
Bourges,Lycée Alain-Fournier (0180005H),10,3,3,1,1,1,0,0
Brest,Lycée Naval (0290063L),29,2,15,1,11,1,8,1
Brest,Lycée Sainte Anne (0290338K),5,2,0,0,0,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),47,9,29,4,21,2,12,2
Caen Cedex 4,Lycée Malherbe (0140013N),63,8,37,5,30,4,9,1
Cannes Cedex,Lycée Stanislas (0060673Z),8,2,5,1,4,1,1,1
Casablanca,Centre privé GALILEE (99927511),10,3,1,0,1,0,1,0
Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),19,3,4,1,2,1,1,1
Casablanca,ELBILIA SUP (99696011),7,0,1,0,1,0,1,0
Casablanca,Groupe scolaire La Résidence (3500055H),14,3,1,0,1,0,0,0
Casablanca,Lycée Al Khansaa (3500050C),47,14,14,4,8,3,4,1
Casablanca,Lycée Mohamed V (99926411),59,23,17,6,14,4,2,0
Castres,Lycée Borde Basse (0810959C),10,2,7,1,4,0,0,0
Chambéry,Lycée Vaugelas (0730013T),5,1,2,1,2,1,1,0
Chartres,Lycée Marceau (0280007F),16,2,11,0,4,0,2,0
Cherbourg-Octeville,Lycée Victor Grignard (0501828R),23,2,9,0,8,0,2,0
Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),8,0,2,0,2,0,1,0
Clermont-Ferrand,Lycée La Fayette (0630021F),8,2,2,0,2,0,0,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),71,15,42,9,29,5,9,3
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),8,2,4,2,3,2,3,2
Dijon,Lycée Carnot (0210015C),62,15,34,8,25,6,6,2
Douai,Lycée Albert Chatelet (0590063Y),17,1,5,0,4,0,1,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),8,3,5,2,2,1,1,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),16,3,1,0,1,0,0,0
Epinal,Lycée Claude Gellee (0880020U),8,2,6,1,5,1,3,0
Errachidia,Lycée Ibn Tahir (99929511),6,0,1,0,0,0,0,0
Evry,Lycée Parc des Loges (0911251R),12,3,4,0,4,0,1,0
Fès,CAP-GE ALKHYYAM (99694011),4,0,0,0,0,0,0,0
Fès,Centre des classes préparatoires Moulay Dris (99926711),66,21,30,7,24,6,0,0
Fès,Etablissement Al Cachy (99695011),15,6,4,2,3,2,1,0
Fontainebleau,Lycée François 1er (0770927P),19,3,10,2,5,2,1,1
Forbach,Lycée Jean Moulin (0570029X),8,2,1,1,1,1,0,0
Fort-De-France Cedex (martinique),Lycée de Bellevue (9720003W),3,1,1,1,1,1,1,1
Grenoble Cedex 1,Lycée Champollion (0380027Y),66,18,47,12,33,10,12,4
Kenitra,Lycée Mohamed VI (99948211),26,9,5,0,4,0,1,0
