ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,10,3,4,1,4,1,1,0
AIX-EN-PROVENCE,VAUVENARGUES,4,2,0,0,0,0,0,0
BLOIS,F. PH. DESSAIGNES,11,1,3,1,3,1,0,0
MARSEILLE,JEAN PERRIN,3,0,0,0,0,0,0,0
MARSEILLE,THIERS,124,38,66,22,60,21,14,5
AMIENS,THUILLIER,31,7,11,2,10,2,2,0
COMPIEGNE,PIERRE D'AILLY,3,0,1,0,1,0,0,0
BESANCON,VICTOR HUGO,67,20,46,13,42,12,12,2
BORDEAUX,CAMILLE JULLIAN,12,1,6,0,6,0,2,0
BORDEAUX,GUSTAVE EIFFEL,22,5,0,0,0,0,0,0
BORDEAUX,MICHEL MONTAIGNE,131,29,69,14,63,13,21,6
PAU,LOUIS BARTHOU,20,2,2,0,0,0,0,0
CAEN,MALHERBE,50,14,19,2,18,2,2,0
CAEN,VICTOR HUGO,3,0,0,0,0,0,0,0
CHERBOURG,VICTOR GRIGNARD,17,2,10,1,9,1,2,0
CLERMONT-FERRAND,BLAISE PASCAL,72,16,47,9,46,8,13,2
CLERMONT-FERRAND,LA FAYETTE,14,0,3,0,3,0,0,0
DIJON,CARNOT,80,17,36,8,35,8,9,3
DIJON,GUSTAVE EIFFEL,1,0,0,0,0,0,0,0
ANNECY,BERTHOLLET,31,6,20,2,17,0,6,0
GRENOBLE,CHAMPOLLION,82,16,44,8,40,7,9,2
LA TRONCHE,ITEC- BOISFLEURY,9,2,1,0,1,0,0,0
VALENCE,CAMILLE VERNET,12,1,2,0,2,0,0,0
ARRAS,ROBESPIERRE,10,3,2,1,2,1,0,0
BOULOGNE SUR MER,MARIETTE,12,3,5,1,4,1,0,0
DOUAI,A. CHATELET,24,4,1,0,1,0,1,0
DUNKERQUE,JEAN BART,11,1,3,0,3,0,1,0
LENS,CONDORCET,7,0,1,0,1,0,0,0
LILLE,CESAR BAGGIO,2,0,0,0,0,0,0,0
LILLE,FAIDHERBE,105,32,53,10,49,9,10,1
MAUBEUGE,NOTRE DAME DE GRACE,5,4,0,0,0,0,0,0
VALENCIENNES,HENRI WALLON,90,19,38,8,33,6,12,1
LIMOGES,GAY LUSSAC,7,2,1,1,0,0,0,0
BOURG EN BRESSE,LALANDE,17,3,3,1,3,1,2,1
LYON,AUX LAZARISTES,34,1,12,1,11,1,3,1
LYON,COURS PASCAL,4,0,0,0,0,0,0,0
LYON,DU PARC,145,27,94,18,92,18,32,10
LYON,INSTITUT DES CHARTRX,18,2,2,1,2,1,2,1
LYON,LA MARTINIERE,55,12,29,5,26,4,11,2
SAINT-ETIENNE,FAURIEL,47,14,27,5,24,5,9,2
SAINT-ETIENNE,E. MIMARD,7,2,0,0,0,0,0,0
MONTPELLIER,JOFFRE,91,23,32,6,29,5,7,3
NIMES,ALPHONSE DAUDET,27,11,5,3,5,3,1,1
PERPIGNAN,F. ARAGO,24,5,6,1,5,1,2,0
EPINAL,C. GELLEE,14,1,8,1,8,1,2,0
FORBACH,JEAN MOULIN,8,1,0,0,0,0,0,0
METZ,FABERT,61,14,28,5,24,3,5,0
NANCY,HENRI POINCARE,71,18,52,14,47,13,11,6
NANCY,LORITZ,13,3,0,0,0,0,0,0
ANGERS,HENRI BERGSON,24,7,7,4,6,3,0,0
LA FLECHE,PRYTANEE MILITAIRE,29,2,14,0,11,0,2,0
LA ROCHE SUR YON,SAINT JOSEPH,10,2,0,0,0,0,0,0
LE MANS,MONTESQUIEU,8,2,1,0,1,0,0,0
NANTES,GEORGES CLEMENCEAU,105,19,56,6,52,6,10,2
NANTES,SAINT STANISLAS,19,3,5,0,5,0,2,0
NICE,MASSENA,67,16,39,11,38,11,10,4
TOULON,DUMONT D'URVILLE,23,6,7,2,6,2,1,1
VALBONNE,CENTRE INTERNATIONAL,21,3,10,1,10,1,0,0
BOURGES,ALAIN FOURNIER,8,3,0,0,0,0,0,0
CHARTRES,MARCEAU,25,11,2,0,2,0,1,0
ORLEANS,POTHIER,114,37,44,10,39,9,9,2
TOURS,DESCARTES,67,16,23,3,20,3,9,1
ANTONY,SAINTE MARIE,30,8,11,2,11,2,3,0
ENGHIEN LES BAINS,GUSTAVE MONOD,9,1,3,0,3,0,1,0
FONTAINEBLEAU,FRANCOIS 1ER,12,2,5,1,4,1,1,1
LE RAINCY,ALBERT SCHWEITZER,35,9,9,1,8,1,4,1
